temps_s,temperature_C
0.000,18.91
0.502,19.05
1.003,19.24
1.505,19.24
2.006,19.36
2.507,19.53
3.009,19.62
3.510,19.83
4.011,19.91
4.513,20.02
5.014,20.16
5.516,20.28
6.017,20.42
6.518,20.52
7.020,20.63
7.522,20.80
8.022,20.92
8.524,21.08
9.026,21.13
9.527,21.27
10.028,21.36
10.530,21.55
11.031,21.68
11.533,21.68
12.034,21.80
12.536,21.89
13.037,22.03
13.539,22.17
14.040,22.20
14.541,22.33
15.043,22.43
15.545,22.52
16.046,22.75
16.547,22.70
17.049,22.77
17.551,22.87
18.051,22.96
18.553,23.12
19.055,23.21
19.556,23.23
