temps_s,temperature_C
0.000,25.61
0.502,25.63
1.003,25.68
1.505,25.73
2.006,25.73
2.507,25.73
3.009,25.77
3.511,25.86
4.011,25.84
4.513,25.91
5.015,25.91
5.516,25.95
6.017,26.00
6.519,26.02
7.020,26.02
7.522,26.04
8.023,26.07
8.524,26.13
9.026,26.13
9.528,26.16
10.028,26.16
10.530,26.18
11.032,26.23
11.533,26.23
12.034,26.25
12.536,26.29
13.038,26.29
13.539,26.32
14.040,26.34
14.542,26.32
15.043,26.36
15.545,26.34
16.046,26.38
16.547,26.43
17.049,26.41
17.551,26.43
18.052,26.45
18.553,26.48
19.055,26.50
19.557,26.52
20.057,26.50
20.559,26.48
21.061,26.52
21.563,26.52
22.063,26.57
22.565,26.54
23.067,26.54
23.568,26.54
24.069,26.59
24.571,26.63
25.073,26.61
25.574,26.59
26.076,26.59
26.577,26.59
27.078,26.63
27.580,26.66
28.082,26.63
28.583,26.66
29.084,26.68
29.586,26.68
30.088,26.72
30.588,26.68
31.090,26.70
31.592,26.70
32.094,26.70
32.594,26.72
33.096,26.75
33.598,26.72
34.099,26.70
34.600,26.75
35.102,26.77
35.604,26.79
36.105,26.75
36.606,26.82
37.108,26.79
37.609,26.84
38.111,26.86
38.612,26.86
39.113,26.84
39.615,26.84
40.117,26.86
40.618,26.88
41.119,26.91
41.621,26.88
42.123,26.88
42.623,26.88
43.125,26.91
43.627,26.91
44.129,26.91
44.629,26.93
45.131,26.95
45.633,26.95
46.134,26.95
46.635,27.00
47.137,26.97
47.639,26.97
48.140,26.95
48.641,26.97
49.143,27.00
49.644,27.00
50.146,27.02
50.647,27.00
51.149,27.00
51.650,27.06
52.152,27.09
52.653,27.04
53.154,27.02
53.656,27.04
54.158,27.04
54.659,27.09
55.160,27.09
55.662,27.06
56.164,27.06
56.664,27.09
57.166,27.13
57.668,27.11
58.169,27.09
58.670,27.13
59.172,27.11
59.674,27.13
60.175,27.16
60.676,27.18
61.178,27.16
61.679,27.16
62.181,27.16
62.682,27.22
63.184,27.13
63.685,27.18
64.187,27.18
64.689,27.18
65.189,27.22
65.691,27.25
66.193,27.18
66.695,27.22
67.195,27.22
67.697,27.20
68.199,27.25
68.700,27.20
69.201,27.20
69.703,27.22
70.204,27.20
70.706,27.25
71.207,27.22
71.709,27.25
72.210,27.25
72.712,27.25
73.213,27.27
73.714,27.29
74.216,27.25
74.718,27.27
75.219,27.25
75.720,27.27
76.222,27.31
76.724,27.29
77.224,27.27
77.726,27.29
78.228,27.29
78.730,27.29
79.230,27.34
79.732,27.31
80.234,27.29
80.735,27.34
81.236,27.34
81.738,27.36
82.240,27.31
82.741,27.34
83.242,27.36
83.744,27.34
84.245,27.38
84.747,27.38
85.248,27.36
85.750,27.36
86.251,27.40
86.753,27.36
87.254,27.40
87.755,27.38
88.257,27.34
88.759,27.36
89.260,27.38
89.761,27.43
90.263,27.43
90.765,27.45
91.265,27.38
91.767,27.40
92.269,27.40
92.771,27.45
93.271,27.43
93.773,27.43
94.275,27.43
94.776,27.43
95.277,27.49
95.779,27.40
96.280,27.43
96.782,27.45
97.283,27.45
97.785,27.47
98.286,27.47
98.788,27.45
99.289,27.47
99.790,27.45
100.292,27.47
100.794,27.47
101.295,27.47
101.796,27.49
102.298,27.47
102.800,27.47
103.301,27.49
103.802,27.52
104.304,27.49
104.806,27.49
105.308,27.47
105.808,27.47
106.310,27.49
106.812,27.56
107.314,27.54
107.814,27.49
108.316,27.49
108.818,27.49
109.320,27.49
109.820,27.54
110.322,27.54
110.824,27.49
111.326,27.49
111.826,27.49
112.328,27.52
112.830,27.49
113.332,27.54
113.832,27.52
114.334,27.49
114.836,27.52
115.338,27.49
115.838,27.54
116.340,27.54
116.842,27.54
117.344,27.52
117.844,27.54
118.346,27.49
118.848,27.56
119.350,27.56
119.851,27.56
120.352,27.54
120.854,27.52
121.356,27.54
121.857,27.59
122.358,27.56
122.860,27.56
123.362,27.56
123.863,27.56
124.364,27.59
124.866,27.56
125.368,27.63
125.869,27.56
126.370,27.59
126.872,27.59
127.374,27.59
127.875,27.59
128.376,27.61
128.878,27.61
129.380,27.59
129.881,27.61
130.382,27.61
130.884,27.61
131.386,27.63
131.887,27.63
132.388,27.61
132.890,27.59
133.392,27.59
133.893,27.61
134.394,27.63
134.896,27.68
135.398,27.61
135.900,27.65
136.400,27.63
136.902,27.63
137.404,27.65
137.906,27.68
138.406,27.63
138.908,27.65
139.410,27.63
139.912,27.65
140.412,27.68
140.914,27.68
141.416,27.65
141.918,27.65
142.418,27.68
142.920,27.65
143.422,27.70
143.924,27.70
144.424,27.68
144.926,27.68
145.428,27.68
145.930,27.65
146.430,27.68
146.932,27.72
147.434,27.68
147.936,27.70
148.436,27.68
148.938,27.70
149.440,27.70
149.942,27.74
150.442,27.70
150.944,27.68
151.446,27.68
151.948,27.72
152.448,27.70
152.950,27.74
153.452,27.74
153.954,27.74
154.455,27.72
154.956,27.72
155.458,27.72
155.960,27.77
156.461,27.74
156.962,27.70
157.464,27.70
157.966,27.72
158.467,27.72
158.968,27.72
159.470,27.72
159.972,27.72
160.473,27.74
160.974,27.72
161.476,27.77
161.978,27.74
162.479,27.74
162.980,27.70
163.482,27.74
163.984,27.74
164.485,27.77
164.986,27.77
165.488,27.77
165.990,27.77
166.492,27.77
166.992,27.79
167.494,27.74
167.996,27.79
168.498,27.77
168.998,27.74
169.500,27.77
170.002,27.77
170.504,27.77
171.004,27.74
171.506,27.77
172.008,27.79
172.510,27.74
173.010,27.77
173.512,27.79
174.014,27.74
174.516,27.77
175.016,27.74
175.518,27.74
176.020,27.77
176.521,27.77
177.022,27.79
177.524,27.79
178.026,27.79
178.527,27.74
179.028,27.77
179.530,27.77
180.032,27.74
180.533,27.77
181.034,27.77
181.536,27.79
182.038,27.77
182.539,27.74
183.040,27.77
183.542,27.83
184.044,27.77
184.545,27.77
185.046,27.79
185.548,27.79
186.050,27.79
186.551,27.81
187.052,27.81
187.554,27.81
188.056,27.77
188.557,27.81
189.058,27.83
189.560,27.81
190.062,27.79
190.563,27.83
191.064,27.79
191.566,27.79
192.068,27.81
192.569,27.88
193.070,27.83
193.572,27.81
194.074,27.83
194.575,27.81
195.076,27.81
195.578,27.83
196.080,27.86
196.581,27.81
197.082,27.81
197.584,27.79
198.086,27.81
198.587,27.86
199.089,27.83
199.590,27.79
200.092,27.81
200.593,27.79
201.095,27.83
201.596,27.86
202.098,27.83
202.599,27.81
203.101,27.81
203.602,27.83
204.104,27.83
204.605,27.86
205.107,27.83
205.608,27.83
206.110,27.83
206.611,27.88
207.113,27.81
207.614,27.83
208.116,27.86
208.617,27.81
209.119,27.83
209.620,27.81
210.122,27.83
