temps_s,temperature_C
0.000,18.34
0.502,18.41
1.003,18.60
1.505,18.67
2.005,18.81
2.507,18.93
3.009,19.03
3.510,19.19
4.011,19.29
4.513,19.43
5.014,19.50
5.516,19.60
6.017,19.72
6.518,19.81
7.020,19.93
7.522,20.00
8.022,20.12
8.524,20.19
9.026,20.26
9.527,20.33
10.028,20.40
10.530,20.52
11.031,20.56
11.533,20.63
12.034,20.73
12.536,20.77
13.037,20.87
13.539,20.96
14.040,20.99
14.541,21.03
15.043,21.13
15.545,21.15
16.045,21.24
16.547,21.31
17.049,21.36
17.551,21.41
18.051,21.45
18.553,21.55
19.055,21.57
19.556,21.59
20.057,21.64
20.559,21.71
21.060,21.75
21.562,21.85
22.063,21.85
22.565,21.89
23.066,21.96
23.568,21.99
24.069,22.08
24.570,22.08
25.072,22.10
25.574,22.17
26.076,22.20
26.576,22.26
27.078,22.31
27.580,22.31
28.081,22.36
28.582,22.40
29.084,22.45
29.586,22.50
30.087,22.52
30.588,22.57
31.090,22.59
31.591,22.61
32.093,22.70
32.594,22.68
33.095,22.75
33.597,22.77
34.099,22.80
34.600,22.84
35.101,22.91
35.603,22.89
36.105,22.93
36.605,22.96
37.107,22.98
37.609,23.07
38.111,23.05
38.611,23.07
39.113,23.14
39.615,23.14
40.116,23.21
40.617,23.19
41.119,23.23
41.620,23.26
42.122,23.28
42.623,23.30
43.125,23.35
43.626,23.37
44.128,23.42
44.629,23.40
45.130,23.44
45.632,23.46
46.134,23.46
46.635,23.53
47.136,23.53
47.638,23.56
48.140,23.60
48.640,23.62
49.142,23.62
49.644,23.67
50.146,23.69
50.646,23.72
51.148,23.76
51.650,23.76
52.151,23.79
52.652,23.76
53.154,23.79
53.656,23.85
54.157,23.83
54.658,23.81
55.160,23.85
55.661,23.90
56.163,23.95
56.664,23.92
57.166,23.97
57.667,23.97
58.169,24.01
58.670,24.04
59.171,24.08
59.673,24.06
