temps_s,temperature_C
0.000,25.57
0.502,25.68
1.003,25.86
1.505,25.95
2.006,26.07
2.507,26.20
3.009,26.36
3.511,26.61
4.011,26.63
4.513,26.77
5.015,26.91
5.516,27.04
6.017,27.27
6.519,27.29
7.020,27.40
7.522,27.52
8.023,27.63
8.524,27.79
9.026,27.86
9.528,27.97
10.028,28.06
10.530,28.17
11.032,28.31
11.533,28.38
12.034,28.47
12.536,28.56
13.037,28.67
13.539,28.81
14.040,28.83
14.542,28.92
15.043,29.01
15.545,29.08
16.046,29.19
16.547,29.28
17.049,29.30
17.551,29.39
18.052,29.46
18.553,29.55
19.055,29.69
19.557,29.69
20.057,29.78
20.559,29.85
21.061,29.91
21.562,30.03
22.063,30.07
22.565,30.12
23.067,30.18
23.568,30.25
24.069,30.32
24.571,30.41
25.072,30.46
25.574,30.50
26.076,30.57
26.577,30.64
27.078,30.73
27.580,30.75
28.082,30.80
28.582,30.86
29.084,30.91
29.586,30.98
30.088,31.04
30.588,31.07
31.090,31.13
31.592,31.18
32.093,31.25
32.594,31.34
33.096,31.34
33.598,31.38
34.099,31.43
34.600,31.47
35.102,31.57
35.603,31.61
36.105,31.63
36.606,31.68
37.107,31.75
37.609,31.79
38.111,31.86
38.612,31.88
39.113,31.93
39.615,31.97
40.117,32.02
40.617,32.11
41.119,32.09
41.621,32.13
42.123,32.18
42.623,32.20
43.125,32.27
43.627,32.31
44.128,32.34
44.629,32.38
45.131,32.40
45.632,32.45
46.134,32.52
46.635,32.52
47.137,32.56
47.638,32.61
48.140,32.65
48.641,32.72
49.142,32.74
49.644,32.77
50.146,32.81
50.647,32.84
51.148,32.88
51.650,32.93
52.152,32.95
52.652,32.97
53.154,32.99
53.656,33.04
54.158,33.13
54.658,33.11
55.160,33.13
55.662,33.18
56.163,33.20
56.664,33.27
57.166,33.29
57.668,33.31
58.169,33.34
58.670,33.36
59.172,33.40
59.673,33.47
60.175,33.47
60.676,33.50
61.177,33.54
61.679,33.56
62.181,33.63
62.682,33.65
63.183,33.65
63.685,33.70
64.187,33.72
64.687,33.77
65.189,33.79
65.691,33.81
66.193,33.84
66.693,33.86
67.195,33.91
67.697,33.97
68.198,33.95
68.700,33.97
69.201,34.00
69.703,34.02
70.204,34.07
70.706,34.11
71.207,34.13
71.708,34.16
72.210,34.20
72.712,34.25
73.213,34.29
73.714,34.29
74.216,34.32
74.718,34.36
75.218,34.41
75.720,34.43
76.222,34.48
76.724,34.50
77.224,34.52
77.726,34.55
78.228,34.57
78.729,34.64
79.230,34.64
79.732,34.66
80.234,34.68
80.735,34.71
81.236,34.75
81.738,34.80
82.239,34.80
82.741,34.82
83.242,34.87
83.744,34.89
84.245,34.94
84.747,34.91
85.248,34.94
85.749,34.98
86.251,34.98
86.753,35.00
87.254,35.03
87.755,35.03
88.257,35.07
88.759,35.10
89.259,35.14
89.761,35.16
90.263,35.19
90.765,35.21
91.265,35.23
91.767,35.28
92.269,35.33
92.770,35.33
93.271,35.33
93.773,35.35
94.275,35.39
94.776,35.42
95.277,35.46
95.779,35.44
96.280,35.49
96.782,35.51
97.283,35.53
97.785,35.58
98.286,35.58
98.788,35.60
99.289,35.62
99.790,35.65
100.292,35.67
100.794,35.72
101.295,35.72
101.796,35.74
102.298,35.76
102.800,35.79
103.301,35.81
103.802,35.88
104.304,35.85
104.806,35.88
105.308,35.90
105.808,35.92
106.310,35.95
106.812,35.99
107.314,35.99
107.814,35.99
108.316,36.02
108.818,36.04
109.320,36.06
109.820,36.11
110.322,36.11
110.824,36.13
111.326,36.15
111.826,36.18
112.328,36.18
112.830,36.22
113.332,36.22
113.832,36.25
114.334,36.27
114.836,36.27
115.338,36.29
115.838,36.32
116.340,36.34
116.842,36.36
117.344,36.39
117.845,36.41
118.346,36.43
118.848,36.43
119.350,36.45
119.851,36.48
120.352,36.50
120.854,36.50
121.356,36.55
121.857,36.57
122.358,36.59
122.860,36.59
123.362,36.62
123.863,36.64
124.364,36.66
124.866,36.69
125.368,36.71
125.869,36.73
126.370,36.73
126.872,36.73
127.374,36.76
127.875,36.78
128.376,36.80
128.878,36.80
129.380,36.80
129.881,36.83
130.382,36.83
130.884,36.85
131.386,36.87
131.887,36.87
132.388,36.85
132.890,36.85
133.392,36.87
133.893,36.90
134.394,36.90
134.896,36.92
135.398,36.92
135.900,36.94
136.400,36.94
136.902,36.96
137.404,37.01
137.906,37.01
138.406,37.03
138.908,37.06
139.410,37.08
139.912,37.10
140.412,37.13
140.914,37.15
141.416,37.17
141.918,37.17
142.418,37.20
142.920,37.22
143.422,37.24
143.924,37.24
144.424,37.27
144.926,37.27
145.428,37.29
145.930,37.31
146.431,37.31
146.932,37.36
147.434,37.36
147.936,37.38
148.437,37.41
148.938,37.41
149.440,37.43
149.942,37.48
150.443,37.50
150.944,37.48
151.446,37.52
151.948,37.52
152.449,37.55
152.950,37.57
153.452,37.59
153.954,37.59
154.455,37.62
154.956,37.64
155.458,37.64
155.960,37.66
156.461,37.66
156.962,37.69
157.464,37.71
157.966,37.73
158.467,37.73
158.968,37.73
159.470,37.78
159.972,37.78
160.473,37.78
160.975,37.80
161.476,37.80
161.978,37.83
162.479,37.83
162.981,37.85
163.482,37.85
163.984,37.85
164.485,37.83
164.987,37.85
165.488,37.85
165.990,37.85
166.492,37.87
166.993,37.90
167.494,37.87
167.996,37.90
168.498,37.90
168.999,37.90
169.500,37.92
170.002,37.92
170.504,37.92
171.005,37.92
171.506,37.94
172.008,37.94
172.510,37.97
173.011,37.97
173.512,37.99
174.014,37.99
174.516,38.01
175.017,38.04
175.518,38.04
176.020,38.06
176.522,38.06
177.023,38.06
177.524,38.06
178.026,38.08
178.528,38.11
179.029,38.11
179.530,38.13
180.032,38.15
180.534,38.18
181.035,38.20
181.536,38.22
182.038,38.25
182.540,38.25
183.041,38.27
183.542,38.27
184.044,38.29
184.546,38.29
185.047,38.32
185.549,38.32
186.050,38.29
186.552,38.32
187.053,38.32
187.555,38.34
188.056,38.34
188.558,38.34
189.059,38.36
189.561,38.39
190.062,38.39
190.564,38.39
191.065,38.39
191.567,38.41
192.068,38.43
192.570,38.43
193.071,38.46
193.573,38.46
194.074,38.48
194.576,38.48
195.077,38.48
195.579,38.53
196.080,38.53
196.582,38.53
197.084,38.55
197.585,38.55
198.087,38.58
198.588,38.60
199.090,38.62
199.591,38.62
200.093,38.65
200.594,38.65
201.096,38.67
201.597,38.67
202.099,38.67
202.600,38.69
203.102,38.69
203.603,38.72
204.105,38.72
204.606,38.72
205.108,38.72
205.609,38.72
206.111,38.74
206.612,38.74
207.114,38.76
207.615,38.79
208.117,38.81
208.618,38.81
209.120,38.81
209.621,38.83
210.123,38.81
210.624,38.83
211.126,38.86
211.627,38.86
212.129,38.88
212.631,38.90
213.132,38.90
213.633,38.93
214.135,38.93
214.637,38.93
215.138,38.93
215.639,38.95
216.141,38.98
216.643,38.98
217.144,38.98
217.645,38.95
218.147,38.95
218.649,38.95
219.150,38.95
219.651,38.95
220.153,38.93
220.655,38.93
221.156,38.93
221.657,38.95
222.159,38.95
222.661,38.98
223.163,38.98
223.663,38.98
224.165,39.00
224.667,39.00
225.169,39.02
225.669,39.02
226.171,39.02
226.673,39.02
227.175,39.05
227.676,39.07
228.177,39.07
228.679,39.09
229.181,39.09
229.682,39.09
230.183,39.12
230.685,39.09
231.187,39.09
231.688,39.12
232.189,39.14
232.691,39.14
233.193,39.14
233.694,39.16
234.195,39.16
234.697,39.07
235.199,39.19
235.701,39.19
236.201,39.21
236.703,39.21
237.205,39.24
237.707,39.24
238.207,39.21
238.709,39.26
239.211,39.26
239.713,39.26
240.213,39.28
240.715,39.28
241.217,39.28
241.719,39.28
242.219,39.28
242.721,39.28
243.223,39.31
243.725,39.31
244.226,39.26
244.727,39.33
245.229,39.33
245.731,39.33
246.232,39.35
246.733,39.33
247.235,39.35
247.737,39.35
248.238,39.38
248.739,39.38
249.241,39.38
249.743,39.38
250.244,39.38
250.745,39.40
251.247,39.40
251.749,39.38
