Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
36.27073097229004,23.0,0.0,19.93,21.23,21.45,,21.45,-10.0
36.76552486419678,23.0,0.0,19.93,21.23,21.45,,21.45,-10.0
37.26608657836914,23.0,0.0,19.93,21.23,21.45,,21.45,-10.0
37.76504993438721,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
38.27061438560486,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
38.77251052856445,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
39.270294189453125,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
39.770277976989746,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
40.271989822387695,23.0,0.0,19.88,21.23,21.45,,21.45,-10.0
40.77231788635254,23.0,0.0,19.84,21.23,21.45,,21.45,-10.0
41.279059171676636,23.0,0.0,19.84,21.23,21.49,,21.49,-10.0
41.77116417884827,23.0,0.0,19.84,21.23,21.49,,21.49,-10.0
42.273083448410034,23.0,0.0,19.84,21.19,21.49,,21.49,-10.0
42.77327537536621,23.0,0.0,19.84,21.19,21.49,,21.49,-10.0
43.276872873306274,23.0,0.0,19.84,21.23,21.49,,21.49,-10.0
43.786166191101074,23.0,0.0,19.84,21.23,21.49,,21.49,-10.0
44.28539967536926,23.0,0.0,19.79,21.23,21.49,,21.49,-10.0
44.79090762138367,23.0,0.0,19.84,21.19,21.49,,21.49,-10.0
45.29827833175659,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
45.80466318130493,23.0,0.0,19.84,21.19,21.49,,21.49,-10.0
46.29744100570679,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
46.805686950683594,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
47.29617357254028,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
47.80526781082153,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
48.29719042778015,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
48.805036306381226,23.0,0.0,19.79,21.19,21.49,,21.49,-10.0
49.31041646003723,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
49.80090856552124,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
50.31022906303406,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
50.815934896469116,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
51.305790185928345,23.0,0.0,19.75,21.19,21.49,,21.49,-10.0
51.81416177749634,23.0,0.0,19.75,21.16,21.49,,21.49,-10.0
52.32176470756531,23.0,0.0,19.75,21.16,21.49,,21.49,-10.0
52.81204605102539,23.0,0.0,19.75,21.16,21.49,,21.49,-10.0
53.32114338874817,23.0,0.0,19.75,21.16,21.49,,21.49,-10.0
53.81254529953003,23.0,0.0,19.75,21.16,21.49,,21.49,-10.0
54.31320333480835,23.0,0.0,19.7,21.16,21.49,,21.49,-10.0
54.82145023345947,23.0,0.0,19.7,21.16,21.49,,21.49,-10.0
55.311933755874634,23.0,0.0,19.7,21.13,21.49,,21.49,-10.0
55.823527097702026,23.0,0.0,19.7,21.16,21.49,,21.49,-10.0
56.330775022506714,23.0,0.0,19.7,21.13,21.49,,21.49,-10.0
56.82214403152466,23.0,0.0,19.7,21.13,21.49,,21.49,-10.0
57.32904052734375,23.0,0.0,19.7,21.13,21.49,,21.49,-10.0
57.83685040473938,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
58.31201982498169,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
58.835193157196045,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
59.32744836807251,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
59.832860469818115,23.0,0.0,19.66,21.13,21.49,,21.49,-10.0
