Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.2423005104064941,30,0.0,18.05,19.5,19.79,,19.79,0.0,1.1,0.98,1.09
1.619112253189087,30,0.0,18.05,19.5,19.79,,19.79,0.0,1.1,0.98,1.09
1.978990077972412,30,0.0,18.05,19.5,19.79,,19.79,0.0,1.1,0.98,1.09
2.3334906101226807,30,0.0,18.09,19.5,19.79,,19.79,0.0,1.1,0.98,1.09
2.6848764419555664,30,0.0,18.09,19.5,19.79,,19.79,0.0,1.11,0.98,1.09
3.0430448055267334,30,0.0,18.14,19.5,19.79,,19.79,0.0,1.11,0.98,1.09
3.3847758769989014,30,0.0,18.18,19.5,19.79,,19.79,0.0,1.12,0.98,1.09
3.730062246322632,30,0.0,18.23,19.5,19.79,,19.79,0.0,1.13,0.98,1.09
4.074221134185791,30,0.0,18.32,19.5,19.79,,19.79,0.0,1.13,0.98,1.09
4.418406009674072,30,0.0,18.36,19.5,19.79,,19.79,0.0,1.14,0.98,1.09
4.761780261993408,30,0.0,18.45,19.5,19.79,,19.79,0.0,1.15,0.98,1.09
5.102890253067017,30,0.0,18.5,19.5,19.79,,19.79,0.0,1.15,0.98,1.09
5.446881294250488,30,0.0,18.54,19.5,19.79,,19.79,0.0,1.16,0.98,1.09
5.787925958633423,30,0.0,18.58,19.5,19.79,,19.79,0.0,1.16,0.98,1.09
6.131739616394043,30,0.0,18.67,19.5,19.79,,19.79,0.0,1.17,0.98,1.09
6.4717066287994385,30,0.0,18.72,19.5,19.79,,19.79,0.0,1.18,0.98,1.09
6.815383434295654,30,0.0,18.76,19.54,19.79,,19.79,0.0,1.18,0.98,1.09
7.159581422805786,30,0.0,18.81,19.54,19.79,,19.79,0.0,1.19,0.98,1.09
7.501355886459351,30,0.0,18.85,19.54,19.79,,19.79,0.0,1.19,0.98,1.09
7.847396612167358,30,0.0,18.9,19.54,19.79,,19.79,0.0,1.2,0.98,1.09
8.188611030578613,30,0.0,18.94,19.54,19.79,,19.79,0.0,1.2,0.98,1.09
8.532274723052979,30,0.0,18.99,19.54,19.79,,19.79,0.0,1.21,0.98,1.09
8.87623381614685,30,0.0,19.03,19.57,19.79,,19.79,0.0,1.21,0.99,1.09
9.221384286880493,30,0.0,19.08,19.57,19.79,,19.79,0.0,1.21,0.99,1.09
9.56522536277771,30,0.0,19.08,19.57,19.79,,19.79,0.0,1.22,0.99,1.09
9.925166130065918,30,0.0,19.12,19.57,19.79,,19.79,0.0,1.22,0.99,1.09
10.271237134933472,30,0.0,19.17,19.6,19.79,,19.79,0.0,1.23,0.99,1.09
10.612678527832031,30,0.0,19.21,19.6,19.79,,19.79,0.0,1.23,0.99,1.09
10.957041025161743,30,0.0,19.21,19.6,19.79,,19.79,0.0,1.23,0.99,1.09
11.300705194473267,30,0.0,19.26,19.64,19.79,,19.79,0.0,1.24,1.0,1.09
11.971895694732666,30,0.0,21.4,21.5,21.34,,21.34,20.0,1.47,1.27,1.3
12.329948663711548,30,0.0,21.45,21.5,21.34,,21.34,20.0,1.47,1.27,1.3
12.69007658958435,30,0.0,21.45,21.5,21.34,,21.34,20.0,1.48,1.27,1.3
13.04950761795044,30,0.0,21.49,21.53,21.34,,21.34,20.0,1.48,1.27,1.3
13.406105041503906,30,0.0,21.58,21.53,21.38,,21.38,20.0,1.49,1.27,1.3
13.764588594436646,30,0.0,21.67,21.53,21.38,,21.38,20.0,1.5,1.27,1.3
14.125078678131104,30,0.0,21.81,21.53,21.38,,21.38,20.0,1.52,1.27,1.3
14.485886812210083,30,0.0,21.94,21.53,21.38,,21.38,20.0,1.53,1.27,1.3
14.849671363830566,30,0.0,22.08,21.56,21.38,,21.38,20.0,1.54,1.27,1.3
15.240644216537476,30,0.0,22.25,21.56,21.41,,21.41,20.0,1.56,1.28,1.31
15.601454973220825,30,0.0,22.39,21.56,21.41,,21.41,20.0,1.58,1.28,1.31
15.96127963066101,30,0.0,22.52,21.56,21.41,,21.41,20.0,1.59,1.28,1.31
16.3343346118927,30,0.0,22.7,21.6,21.41,,21.41,20.0,1.61,1.28,1.31
16.694111585617065,30,0.0,22.84,21.6,21.41,,21.41,20.0,1.63,1.28,1.31
17.05277419090271,30,0.0,22.97,21.6,21.45,,21.45,20.0,1.64,1.29,1.31
17.414392471313477,30,0.0,23.1,21.63,21.45,,21.45,20.0,1.66,1.29,1.31
17.774582386016846,30,0.0,23.24,21.66,21.45,,21.45,20.0,1.67,1.29,1.31
18.13403034210205,30,0.0,23.33,21.66,21.45,,21.45,20.0,1.68,1.29,1.31
18.49415922164917,30,0.0,23.46,21.7,21.45,,21.45,20.0,1.7,1.3,1.31
18.851197957992554,30,0.0,23.55,21.73,21.45,,21.45,20.0,1.71,1.3,1.31
19.209048748016357,30,0.0,23.69,21.73,21.49,,21.49,20.0,1.72,1.3,1.32
19.568676710128784,30,0.0,23.78,21.73,21.49,,21.49,20.0,1.73,1.3,1.32
19.928096055984497,30,0.0,23.91,21.76,21.49,,21.49,20.0,1.74,1.3,1.32
20.28814172744751,30,0.0,24.0,21.8,21.49,,21.49,20.0,1.75,1.31,1.32
20.645272731781006,30,0.0,24.09,21.83,21.52,,21.52,20.0,1.76,1.31,1.32
21.03976798057556,30,0.0,24.18,21.86,21.52,,21.52,20.0,1.77,1.32,1.32
21.39988136291504,30,0.0,24.27,21.9,21.52,,21.52,20.0,1.78,1.32,1.32
21.76099133491516,30,0.0,24.36,21.93,21.52,,21.52,20.0,1.79,1.32,1.32
