time,T1,T2,T3
143.5,24.9163528276024,23.2409247781373,22.6754696519653
144,24.9228001584632,23.2478940834674,22.6828434476227
144.5,24.9292089327599,23.2548340426646,22.6901963470598
145,24.9355793646821,23.2617446785107,22.6975282338073
145.5,24.9419116675674,23.2686260153981,22.7048389941611
146,24.9482060538984,23.2754780793029,22.7121285171562
146.5,24.9544627352978,23.2823008977572,22.7193966945406
147,24.9606819225253,23.2890944998221,22.7266434207485
147.5,24.9668638254739,23.2958589160618,22.7338685928747
148,24.9730086531664,23.3025941785166,22.7410721106482
148.5,24.9791166137526,23.3093003206771,22.7482538764061
149,24.9851879145062,23.3159773774589,22.7554137950677
149.5,24.991222761822,23.3226253851767,22.7625517741081
150,24.9972213612135,23.3292443815193,22.7696677235328
150.5,25.0031839173103,23.3358344055251,22.7767615558515
151,25.0091106338561,23.3423954975569,22.7838331860523
151.5,25.0150017137065,23.3489276992785,22.7908825315762
152,25.020857358827,23.3554310536299,22.7979095122911
152.5,25.0266777702917,23.3619056048043,22.8049140504667
153,25.0324631482812,23.3683513982243,22.8118960707484
153.5,25.0382136920815,23.3747684805187,22.8188555001325
154,25.0439296000827,23.3811568994999,22.8257922679405
154.5,25.0496110697777,23.3875167041413,22.8327063057939
155,25.0552582977615,23.3938479445547,22.8395975475892
155.5,25.0608714797298,23.4001506719686,22.8464659294731
156,25.0664508104791,23.4064249387061,22.8533113898169
156.5,25.0719964839054,23.4126707981637,22.8601338691924
157,25.0775086930039,23.4188883047897,22.8669333103466
157.5,25.082987629869,23.4250775140636,22.8737096581776
158,25.0884334856936,23.4312384824748,22.8804628597098
158.5,25.0938464507693,23.4373712675029,22.8871928640695
159,25.0992267144864,23.4434759275966,22.893899622461
159.5,25.1045744653338,23.4495525221543,22.9005830881418
160,25.1098898908994,23.4556011115044,22.9072432163994
160.5,25.1151731778706,23.4616217568852,22.9138799645266
161,25.1204245120343,23.4676145204265,22.9204932917985
161.5,25.1256440782779,23.4735794651299,22.9270831594481
162,25.1308320605895,23.4795166548504,22.9336495306434
162.5,25.1359886420589,23.4854261542778,22.9401923704637
163,25.1411140048787,23.4913080289185,22.9467116458764
163.5,25.1462083303443,23.4971623450773,22.953207325714
164,25.1512717988559,23.5029891698396,22.9596793806509
164.5,25.156304589919,23.5087885710538,22.9661277831809
165,25.1613068821458,23.5145606173143,22.9725525075941
165.5,25.1662788532562,23.5203053779437,22.9789535299546
166,25.1712206800794,23.5260229229764,22.985330828078
166.5,25.1761325385552,23.531713323142,22.9916843815091
167,25.1810146037354,23.5373766498481,22.9980141715
167.5,25.1858670497853,23.5430129751649,23.0043201809877
168,25.1906900499856,23.5486223718088,23.0106023945725
168.5,25.1954837767338,23.5542049131263,23.0168607984963
169,25.2002484015459,23.5597606730789,23.0230953806211
169.5,25.2049840950584,23.5652897262274,23.0293061304075
170,25.2096910270303,23.5707921477167,23.0354930388935
170.5,25.2143693663444,23.5762680132609,23.0416560986732
171,25.2190192810101,23.5817173991284,23.0477953038764
171.5,25.2236409381649,23.5871403821275,23.0539106501471
172,25.2282345040766,23.5925370395917,23.0600021346234
172.5,25.2328001441455,23.5979074493659,23.0660697559168
173,25.2373380229068,23.6032516897921,23.0721135140918
173.5,25.2418483040325,23.6085698396957,23.0781334106459
174,25.2463311503336,23.6138619783718,23.0841294484893
174.5,25.2507867237632,23.619128185572,23.0901016319255
175,25.2552151854179,23.6243685414908,23.0960499666309
175.5,25.259616695541,23.6295831267529,23.1019744596359
176,25.2639914135246,23.6347720224001,23.1078751193051
176.5,25.2683394979122,23.6399353098788,23.1137519553183
177,25.2726611064012,23.6450730710274,23.119604978651
177.5,25.2769563958457,23.6501853880637,23.1254342015559
178,25.2812255222587,23.6552723435732,23.1312396375439
178.5,25.2854686408153,23.660334020497,23.1370213013656
179,25.289685905855,23.6653705021196,23.1427792089927
179.5,25.2938774708846,23.6703818720579,23.1485133775997
180,25.2980434885809,23.6753682142492,23.1542238255457
180.5,25.3021841107935,23.6803296129401,23.1599105723566
181,25.3062994885478,23.6852661526754,23.1655736387072
181.5,25.3103897720475,23.690177918287,23.1712130464032
182,25.3144551106778,23.6950649948832,23.1768288183641
182.5,25.318495653008,23.699927467838,23.1824209786056
183,25.3225115467948,23.7047654227805,23.1879895522224
183.5,25.3265029389849,23.7095789455848,23.193534565371
184,25.3304699757182,23.7143681223597,23.1990560452531
184.5,25.3344128023307,23.7191330394384,23.2045540200986
185,25.3383315633576,23.723873783369,23.210028519149
185.5,25.3422264025362,23.7285904409046,23.2154795726412
186,25.3460974628092,23.7332830989937,23.2209072117908
186.5,25.3499448863273,23.7379518447708,23.2263114687763
187,25.3537688144529,23.7425967655471,23.231692376723
187.5,25.3575693877628,23.7472179488012,23.237049969687
188,25.3613467460515,23.7518154821703,23.2423842826397
188.5,25.3651010283342,23.7563894534413,23.2476953514524
189,25.3688323728502,23.7609399505418,23.2529832128804
189.5,25.3725409170657,23.765467061532,23.2582479045484
190,25.3762267976774,23.7699708745956,23.263489464935
190.5,25.3798901506154,23.774451478032,23.2687079333578
191,25.3835311110465,23.7789089602477,23.2739033499588
191.5,25.3871498133773,23.7833434097487,23.2790757556896
192,25.3907463912578,23.7877549151321,23.2842251922969
192.5,25.3943209775841,23.7921435650783,23.2893517023083
193,25.3978737045021,23.7965094483438,23.294455329018
193.5,25.4014047034105,23.8008526537531,23.2995361164726
194,25.4049141049641,23.8051732701914,23.3045941094576
194.5,25.4084020390771,23.8094713865975,23.3096293534832
195,25.4118686349265,23.8137470919563,23.3146418947709
195.5,25.4153140209551,23.8180004752918,23.3196317802399
196,25.418738324875,23.8222316256603,23.324599057494
196.5,25.4221416736707,23.8264406321432,23.3295437748082
197,25.4255241936027,23.8306275838408,23.3344659811155
197.5,25.4288860102105,23.8347925698651,23.3393657259944
198,25.432227248316,23.8389356793335,23.3442430596557
198.5,25.4355480320268,23.8430570013626,23.3490980329303
199,25.4388484847396,23.8471566250616,23.3539306972562
199.5,25.4421287291434,23.8512346395261,23.3587411046666
200,25.4453888872226,23.8552911338325,23.3635293077773
200.5,25.4486290802608,23.8593261970314,23.3682953597748
201,25.4518494288438,23.863339918142,23.3730393144044
201.5,25.4550500528628,23.8673323861464,23.377761225958
202,25.458231071518,23.8713036899838,23.3824611492632
202.5,25.4613926033217,23.875253918545,23.3871391396706
203,25.4645347661017,23.8791831606668,23.3917952530436
203.5,25.4676576770044,23.8830915051268,23.3964295457459
204,25.4707614524985,23.886979040638,23.4010420746314
204.5,25.4738462083779,23.8908458558436,23.4056328970325
205,25.4769120597652,23.894692039312,23.4102020707493
205.5,25.479959121115,23.8985176795317,23.4147496540388
206,25.4829875062172,23.9023228649065,23.4192757056046
206.5,25.4859973282001,23.9061076837503,23.4237802845859
207,25.4889886995338,23.9098722242832,23.4282634505472
207.5,25.4919617320336,23.9136165746258,23.4327252634681
208,25.4949165368632,23.9173408227955,23.4371657837331
208.5,25.4978532245376,23.9210450567015,23.4415850721217
209,25.5007719049271,23.9247293641408,23.445983189798
209.5,25.50367268726,23.9283938327934,23.4503601983015
210,25.5065556801259,23.9320385502187,23.4547161595371
210.5,25.5094209914792,23.9356636038508,23.4590511357654
211,25.5122687286421,23.9392690809947,23.4633651895934
211.5,25.5150989983079,23.9428550688223,23.4676583839654
212,25.5179119065444,23.9464216543686,23.4719307821534
212.5,25.5207075587967,23.9499689245274,23.476182447748
213,25.5234860598908,23.9534969660483,23.4804134446497
213.5,25.5262475140369,23.9570058655324,23.4846238370599
214,25.5289920248321,23.9604957094288,23.488813689472
214.5,25.531719695264,23.9639665840314,23.4929830666628
215,25.5344306277137,23.967418575475,23.497132033684
215.5,25.537124923959,23.9708517697323,23.5012606558538
216,25.5398026851777,23.9742662526103,23.5053689987485
216.5,25.5424640119505,23.9776621097472,23.5094571281941
217,25.5451090042645,23.9810394266092,23.5135251102586
217.5,25.547737761516,23.9843982884872,23.5175730112436
218,25.5503503825138,23.9877387804942,23.5216008976766
218.5,25.5529469654822,23.9910609875616,23.525608836303
219,25.5555276080644,23.9943649944371,23.5295968940788
219.5,25.5580924073253,23.9976508856813,23.5335651381623
220,25.5606414597546,24.000918745665,23.5375136359074
220.5,25.5631748612702,24.0041686585667,23.5414424548556
221,25.5656927072209,24.0074007083696,23.5453516627291
221.5,25.5681950923895,24.0106149788592,23.5492413274232
222,25.5706821109964,24.0138115536207,23.5531115169995
222.5,25.5731538567018,24.0169905160366,23.5569622996789
223,25.5756104226093,24.020151949284,23.5607937438344
223.5,25.5780519012689,24.0232959363325,23.5646059179845
224,25.5804783846796,24.0264225599419,23.5683988907865
224.5,25.5828899642931,24.0295319026596,23.5721727310298
225,25.585286731016,24.0326240468188,23.5759275076294
225.5,25.5876687752133,24.0356990745359,23.5796632896192
226,25.5900361867114,24.038757067709,23.5833801461461
226.5,25.5923890548006,24.0417981080152,23.5870781464634
227,25.5947274682386,24.0448222769091,23.5907573599246
227.5,25.597051515253,24.0478296556204,23.5944178559776
228,25.5993612835445,24.0508203251526,23.5980597041582
228.5,25.6016568602897,24.0537943662804,23.6016829740849
229,25.603938332144,24.0567518595486,23.6052877354523
229.5,25.6062057852446,24.0596928852699,23.6088740580259
230,25.6084593052131,24.0626175235235,23.6124420116361
230.5,25.6106989771587,24.065525854153,23.6159916661728
231,25.6129248856811,24.0684179567655,23.6195230915799
231.5,25.6151371148728,24.0712939107291,23.6230363578498
232,25.6173357483225,24.0741537951722,23.626531535018
232.5,25.6195208691178,24.0769976889816,23.6300086931581
233,25.6216925598478,24.0798256708013,23.6334679023762
233.5,25.6238509026061,24.0826378190308,23.6369092328064
234,25.6259959789934,24.0854342118239,23.6403327546051
234.5,25.6281278701206,24.0882149270876,23.6437385379465
235,25.6302466566112,24.0909800424804,23.6471266530175
235.5,25.6323524186043,24.0937296354116,23.6504971700133
236,25.6344452357573,24.0964637830394,23.653850159132
236.5,25.6365251872483,24.0991825622707,23.6571856905705
237,25.6385923517795,24.101886049759,23.6605038345198
237.5,25.6406468075793,24.104574321904,23.6638046611603
238,25.642688632405,24.1072474548504,23.6670882406575
238.5,25.644717903546,24.1099055244866,23.6703546431579
239,25.6467346978261,24.1125486064442,23.673603938784
239.5,25.6487390916058,24.1151767760967,23.6768361976309
240,25.6507311607859,24.117790108559,23.6800514897617
240.5,25.6527109808093,24.1203886786861,23.6832498852031
241,25.6546786266637,24.1229725610723,23.6864314539423
241.5,25.6566341728847,24.125541830051,23.6895962659221
242,25.658577693558,24.1280965596932,23.6927443910374
242.5,25.660509262322,24.1306368238071,23.6958758991315
243,25.6624289523705,24.1331626959376,23.6989908599921
243.5,25.6643368364552,24.1356742493653,23.7020893433478
244,25.6662329868883,24.138171557106,23.7051714188641
244.5,25.6681174755448,24.14065469191,23.7082371561405
245,25.6699903738655,24.1431237262618,23.711286624706
