temps_s,T1_C,T2_C,T3_C,T3_estimT2,T3_estimT1,T3_moy,erreur,commande_u
119.501,31.13,29.09,28.79,27.95,26.84,27.40,0.6037,12.22
120.001,31.17,29.09,28.79,27.95,26.84,27.40,0.6038,12.23
120.501,31.13,29.09,28.79,27.95,26.84,27.40,0.6038,12.24
121.001,31.13,29.09,28.79,27.95,26.84,27.40,0.6039,12.26
121.501,31.13,29.06,28.79,27.95,26.84,27.40,0.6041,12.27
122.001,31.13,29.06,28.79,27.96,26.84,27.40,0.6045,12.29
122.501,31.13,29.06,28.79,27.96,26.83,27.40,0.6049,12.30
123.001,31.13,29.06,28.79,27.96,26.83,27.39,0.6052,12.32
123.501,31.13,29.06,28.79,27.96,26.83,27.39,0.6056,12.34
124.001,31.13,29.06,28.79,27.96,26.83,27.39,0.6060,12.35
124.501,31.13,29.06,28.79,27.96,26.83,27.39,0.6064,12.37
125.001,31.13,29.06,28.79,27.96,26.83,27.39,0.6067,12.38
125.501,31.17,29.06,28.79,27.96,26.83,27.39,0.6071,12.40
126.001,31.13,29.06,28.79,27.96,26.83,27.39,0.6074,12.42
126.501,31.17,29.06,28.79,27.96,26.83,27.39,0.6077,12.43
127.001,31.13,29.06,28.79,27.96,26.83,27.39,0.6080,12.45
127.501,31.13,29.06,28.79,27.96,26.83,27.39,0.6084,12.46
128.001,31.13,29.06,28.79,27.96,26.82,27.39,0.6088,12.48
128.501,31.13,29.06,28.79,27.96,26.82,27.39,0.6091,12.49
129.001,31.13,29.06,28.79,27.96,26.82,27.39,0.6095,12.51
129.501,31.13,29.06,28.79,27.96,26.82,27.39,0.6099,12.53
130.001,31.13,29.06,28.79,27.96,26.82,27.39,0.6102,12.54
130.501,31.13,29.06,28.79,27.96,26.82,27.39,0.6106,12.56
131.001,31.13,29.06,28.79,27.96,26.82,27.39,0.6109,12.58
131.501,31.13,29.03,28.79,27.96,26.82,27.39,0.6114,12.59
132.001,31.13,29.03,28.76,27.96,26.82,27.39,0.6121,12.61
132.501,31.13,29.03,28.76,27.96,26.82,27.39,0.6127,12.63
133.001,31.13,29.03,28.76,27.96,26.82,27.39,0.6133,12.65
133.501,31.13,29.03,28.76,27.96,26.82,27.39,0.6140,12.67
134.001,31.10,29.03,28.76,27.96,26.81,27.39,0.6146,12.69
134.501,31.10,29.03,28.76,27.96,26.81,27.38,0.6153,12.71
135.001,31.10,29.03,28.76,27.96,26.81,27.38,0.6160,12.73
135.501,31.10,29.03,28.76,27.96,26.81,27.38,0.6167,12.75
136.001,31.10,29.03,28.76,27.96,26.81,27.38,0.6174,12.77
136.501,31.10,29.03,28.76,27.95,26.81,27.38,0.6180,12.79
137.001,31.10,29.03,28.76,27.95,26.81,27.38,0.6187,12.81
137.501,31.10,29.03,28.76,27.95,26.81,27.38,0.6193,12.83
138.001,31.10,29.03,28.76,27.95,26.81,27.38,0.6200,12.85
138.501,31.10,29.03,28.76,27.95,26.81,27.38,0.6206,12.86
139.001,31.10,29.03,28.76,27.95,26.80,27.38,0.6212,12.88
139.501,31.10,29.03,28.76,27.95,26.80,27.38,0.6218,12.90
140.001,31.10,29.03,28.72,27.95,26.80,27.38,0.6225,12.92
140.501,31.10,29.03,28.76,27.95,26.80,27.38,0.6231,12.94
141.001,31.10,29.00,28.76,27.95,26.80,27.38,0.6238,12.96
141.501,31.10,29.03,28.72,27.95,26.80,27.38,0.6246,12.98
142.001,31.10,29.03,28.72,27.95,26.80,27.37,0.6251,13.00
142.501,31.10,29.03,28.72,27.95,26.80,27.37,0.6257,13.02
143.001,31.10,29.00,28.72,27.95,26.80,27.37,0.6264,13.04
143.501,31.10,29.00,28.72,27.95,26.80,27.37,0.6273,13.06
144.001,31.10,29.03,28.72,27.95,26.80,27.37,0.6280,13.08
144.501,31.10,29.00,28.72,27.95,26.79,27.37,0.6287,13.10
145.001,31.13,29.00,28.72,27.95,26.79,27.37,0.6295,13.12
145.501,31.13,29.00,28.72,27.95,26.79,27.37,0.6302,13.14
146.001,31.13,29.00,28.72,27.95,26.79,27.37,0.6309,13.16
146.501,31.13,29.00,28.72,27.95,26.79,27.37,0.6316,13.18
147.001,31.13,29.00,28.72,27.94,26.79,27.37,0.6323,13.21
147.501,31.17,29.00,28.72,27.94,26.79,27.37,0.6330,13.22
148.001,31.17,29.00,28.72,27.94,26.79,27.37,0.6336,13.24
148.501,31.17,29.00,28.72,27.94,26.79,27.37,0.6342,13.26
149.001,31.17,29.00,28.72,27.94,26.79,27.37,0.6348,13.28
149.501,31.20,29.00,28.76,27.94,26.79,27.36,0.6353,13.30
150.001,31.20,29.00,28.76,27.94,26.79,27.36,0.6358,13.32
150.501,31.20,29.00,28.72,27.94,26.79,27.36,0.6362,13.34
151.001,31.20,29.00,28.72,27.94,26.79,27.36,0.6367,13.35
151.501,31.20,29.00,28.72,27.94,26.79,27.36,0.6372,13.37
152.001,31.20,29.00,28.72,27.94,26.79,27.36,0.6376,13.39
152.501,31.20,29.00,28.72,27.94,26.79,27.36,0.6381,13.41
153.001,31.20,29.00,28.72,27.94,26.79,27.36,0.6385,13.42
153.501,31.20,29.00,28.72,27.94,26.79,27.36,0.6389,13.44
154.001,31.24,29.00,28.72,27.94,26.79,27.36,0.6393,13.46
154.501,31.24,29.00,28.72,27.94,26.79,27.36,0.6396,13.48
155.001,31.24,29.00,28.72,27.93,26.79,27.36,0.6400,13.49
155.501,31.24,29.00,28.72,27.93,26.79,27.36,0.6403,13.51
156.001,31.24,29.00,28.72,27.93,26.79,27.36,0.6406,13.52
156.501,31.24,29.00,28.72,27.93,26.79,27.36,0.6409,13.54
157.001,31.24,29.00,28.72,27.93,26.79,27.36,0.6412,13.56
157.501,31.24,29.00,28.72,27.93,26.78,27.36,0.6415,13.57
158.001,31.24,29.00,28.72,27.93,26.78,27.36,0.6418,13.59
158.501,31.24,29.00,28.72,27.93,26.78,27.36,0.6421,13.60
159.001,31.24,29.00,28.72,27.93,26.78,27.36,0.6424,13.62
159.501,31.24,29.00,28.72,27.93,26.78,27.36,0.6427,13.64
160.001,31.24,29.00,28.72,27.93,26.78,27.36,0.6429,13.65
160.501,31.24,29.00,28.72,27.93,26.78,27.36,0.6432,13.67
161.001,31.24,29.00,28.72,27.93,26.78,27.36,0.6435,13.68
161.501,31.24,29.00,28.72,27.93,26.78,27.36,0.6437,13.70
162.001,31.27,29.00,28.72,27.93,26.78,27.36,0.6440,13.71
162.501,31.27,29.00,28.72,27.93,26.78,27.36,0.6441,13.73
163.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6441,13.74
163.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6440,13.75
164.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6439,13.77
164.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6438,13.78
165.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6436,13.79
165.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6435,13.80
166.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6434,13.81
166.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6433,13.82
167.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6432,13.83
167.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6431,13.85
168.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6429,13.86
168.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6428,13.87
169.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6427,13.88
169.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6426,13.89
170.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6425,13.90
170.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6424,13.92
171.001,31.27,29.03,28.72,27.93,26.78,27.36,0.6423,13.93
171.501,31.27,29.03,28.72,27.93,26.78,27.36,0.6422,13.94
172.001,31.27,29.03,28.72,27.93,26.79,27.36,0.6421,13.95
172.501,31.27,29.03,28.72,27.93,26.79,27.36,0.6420,13.96
173.001,31.27,29.03,28.72,27.93,26.79,27.36,0.6419,13.98
173.501,31.31,29.03,28.72,27.93,26.79,27.36,0.6418,13.99
174.001,31.31,29.03,28.72,27.93,26.79,27.36,0.6416,14.00
174.501,31.31,29.03,28.72,27.93,26.79,27.36,0.6414,14.01
175.001,31.27,29.03,28.72,27.93,26.79,27.36,0.6413,14.02
175.501,31.31,29.03,28.72,27.93,26.79,27.36,0.6412,14.03
176.001,31.31,29.03,28.72,27.93,26.79,27.36,0.6410,14.04
176.501,31.31,29.03,28.72,27.93,26.79,27.36,0.6409,14.05
177.001,31.31,29.03,28.72,27.93,26.79,27.36,0.6407,14.06
177.501,31.31,29.03,28.72,27.93,26.79,27.36,0.6405,14.08
178.001,31.34,29.03,28.72,27.93,26.79,27.36,0.6403,14.09
178.501,31.34,29.03,28.72,27.93,26.79,27.36,0.6401,14.10
179.001,31.34,29.03,28.72,27.93,26.79,27.36,0.6399,14.11
179.501,31.38,29.03,28.72,27.93,26.79,27.36,0.6396,14.12
180.001,31.38,29.03,28.72,27.93,26.79,27.36,0.6393,14.13
180.501,31.38,29.03,28.72,27.93,26.79,27.36,0.6390,14.14
181.001,31.38,29.03,28.72,27.93,26.79,27.36,0.6386,14.14
181.501,31.38,29.03,28.72,27.93,26.79,27.36,0.6383,14.15
182.001,31.41,29.03,28.72,27.93,26.79,27.36,0.6380,14.16
182.501,31.41,29.03,28.69,27.93,26.79,27.36,0.6376,14.17
183.001,31.41,29.03,28.72,27.93,26.79,27.36,0.6372,14.18
183.501,31.41,29.03,28.72,27.93,26.79,27.36,0.6368,14.19
184.001,31.41,29.03,28.72,27.93,26.79,27.36,0.6365,14.20
184.501,31.41,29.03,28.72,27.93,26.79,27.36,0.6361,14.21
185.001,31.41,29.03,28.72,27.93,26.79,27.36,0.6357,14.22
185.501,31.41,29.03,28.72,27.93,26.80,27.36,0.6354,14.22
186.001,31.44,29.03,28.72,27.93,26.80,27.37,0.6350,14.23
186.501,31.44,29.03,28.72,27.93,26.80,27.37,0.6345,14.24
187.001,31.44,29.03,28.72,27.93,26.80,27.37,0.6341,14.25
