temps_s,T1_C,T2_C,T3_C,T3_estimT2,T3_estimT1,T3_moy,erreur,commande_u
187.501,31.44,29.03,28.69,27.93,26.80,27.37,0.6336,14.26
188.001,31.44,29.03,28.69,27.93,26.80,27.37,0.6332,14.26
188.501,31.44,29.03,28.69,27.93,26.80,27.37,0.6328,14.27
189.001,31.44,29.03,28.65,27.93,26.80,27.37,0.6324,14.28
189.501,31.41,29.03,28.65,27.93,26.80,27.37,0.6320,14.29
190.001,31.41,29.00,28.65,27.93,26.80,27.37,0.6318,14.30
190.501,31.44,29.00,28.65,27.93,26.80,27.37,0.6317,14.31
191.001,31.41,29.03,28.65,27.93,26.80,27.37,0.6315,14.32
191.501,31.44,29.03,28.65,27.93,26.80,27.37,0.6311,14.33
192.001,31.44,29.03,28.69,27.93,26.81,27.37,0.6307,14.34
192.501,31.48,29.03,28.69,27.93,26.81,27.37,0.6302,14.35
193.001,31.48,29.03,28.69,27.93,26.81,27.37,0.6297,14.35
193.501,31.48,29.06,28.72,27.93,26.81,27.37,0.6291,14.36
194.001,31.48,29.06,28.72,27.93,26.81,27.37,0.6283,14.36
194.501,31.48,29.06,28.72,27.94,26.81,27.37,0.6276,14.37
195.001,31.48,29.06,28.72,27.94,26.81,27.37,0.6268,14.37
195.501,31.48,29.06,28.72,27.94,26.81,27.37,0.6261,14.38
196.001,31.51,29.06,28.72,27.94,26.81,27.37,0.6253,14.38
196.501,31.51,29.06,28.72,27.94,26.81,27.38,0.6245,14.38
197.001,31.51,29.09,28.72,27.94,26.81,27.38,0.6235,14.39
197.501,31.51,29.09,28.72,27.94,26.82,27.38,0.6224,14.39
198.001,31.55,29.09,28.76,27.94,26.82,27.38,0.6213,14.39
198.501,31.55,29.09,28.76,27.94,26.82,27.38,0.6202,14.39
199.001,31.55,29.09,28.76,27.94,26.82,27.38,0.6191,14.39
199.501,31.55,29.09,28.76,27.94,26.82,27.38,0.6180,14.39
200.001,31.55,29.09,28.76,27.95,26.82,27.38,0.6169,14.39
200.501,31.58,29.09,28.76,27.95,26.82,27.38,0.6158,14.39
201.001,31.58,29.12,28.76,27.95,26.82,27.39,0.6145,14.39
201.501,31.58,29.12,28.76,27.95,26.82,27.39,0.6130,14.38
202.001,31.58,29.12,28.76,27.95,26.83,27.39,0.6116,14.38
202.501,31.62,29.12,28.76,27.95,26.83,27.39,0.6102,14.38
203.001,31.62,29.12,28.76,27.95,26.83,27.39,0.6088,14.37
203.501,31.62,29.12,28.76,27.96,26.83,27.39,0.6073,14.37
204.001,31.62,29.12,28.76,27.96,26.83,27.39,0.6059,14.37
204.501,31.65,29.16,28.76,27.96,26.83,27.40,0.6044,14.36
205.001,31.65,29.16,28.76,27.96,26.83,27.40,0.6026,14.36
205.501,31.65,29.16,28.76,27.96,26.84,27.40,0.6009,14.35
206.001,31.65,29.16,28.76,27.96,26.84,27.40,0.5992,14.34
206.501,31.65,29.16,28.76,27.97,26.84,27.40,0.5975,14.34
207.001,31.65,29.16,28.76,27.97,26.84,27.40,0.5959,14.33
207.501,31.65,29.16,28.79,27.97,26.84,27.41,0.5943,14.32
208.001,31.65,29.16,28.79,27.97,26.84,27.41,0.5927,14.32
208.501,31.69,29.16,28.79,27.97,26.85,27.41,0.5911,14.31
209.001,31.69,29.16,28.79,27.97,26.85,27.41,0.5894,14.31
209.501,31.69,29.16,28.79,27.98,26.85,27.41,0.5878,14.30
210.001,31.69,29.16,28.79,27.98,26.85,27.41,0.5862,14.30
210.501,31.69,29.16,28.79,27.98,26.85,27.42,0.5847,14.29
211.001,31.69,29.16,28.83,27.98,26.85,27.42,0.5831,14.29
211.501,31.69,29.19,28.83,27.98,26.85,27.42,0.5814,14.28
212.001,31.69,29.19,28.83,27.98,26.86,27.42,0.5796,14.27
212.501,31.69,29.19,28.83,27.99,26.86,27.42,0.5779,14.26
213.001,31.69,29.19,28.83,27.99,26.86,27.42,0.5761,14.26
213.501,31.69,29.19,28.83,27.99,26.86,27.43,0.5744,14.25
214.001,31.69,29.19,28.83,27.99,26.86,27.43,0.5727,14.24
214.501,31.69,29.19,28.83,27.99,26.86,27.43,0.5710,14.24
215.001,31.69,29.19,28.83,28.00,26.87,27.43,0.5694,14.23
215.501,31.69,29.19,28.83,28.00,26.87,27.43,0.5678,14.22
216.001,31.69,29.19,28.83,28.00,26.87,27.43,0.5662,14.22
216.501,31.69,29.19,28.83,28.00,26.87,27.44,0.5646,14.21
217.001,31.69,29.19,28.83,28.00,26.87,27.44,0.5630,14.21
217.501,31.69,29.19,28.83,28.00,26.87,27.44,0.5615,14.20
218.001,31.72,29.19,28.83,28.01,26.87,27.44,0.5600,14.19
218.501,31.72,29.22,28.83,28.01,26.88,27.44,0.5582,14.19
219.001,31.72,29.22,28.83,28.01,26.88,27.44,0.5564,14.18
219.501,31.72,29.22,28.83,28.01,26.88,27.45,0.5546,14.17
220.001,31.72,29.22,28.83,28.01,26.88,27.45,0.5528,14.16
220.501,31.72,29.22,28.83,28.02,26.88,27.45,0.5510,14.15
221.001,31.72,29.22,28.83,28.02,26.88,27.45,0.5493,14.15
221.501,31.72,29.22,28.83,28.02,26.88,27.45,0.5476,14.14
222.001,31.72,29.22,28.83,28.02,26.89,27.45,0.5459,14.13
222.501,31.72,29.22,28.83,28.02,26.89,27.46,0.5442,14.12
223.001,31.76,29.22,28.83,28.03,26.89,27.46,0.5426,14.12
223.501,31.76,29.22,28.86,28.03,26.89,27.46,0.5409,14.11
224.001,31.76,29.22,28.86,28.03,26.89,27.46,0.5392,14.10
224.501,31.76,29.22,28.86,28.03,26.89,27.46,0.5375,14.09
225.001,31.76,29.22,28.86,28.03,26.90,27.46,0.5359,14.09
225.501,31.76,29.25,28.86,28.03,26.90,27.47,0.5341,14.08
226.001,31.76,29.25,28.86,28.04,26.90,27.47,0.5323,14.07
226.501,31.76,29.25,28.86,28.04,26.90,27.47,0.5304,14.06
227.001,31.79,29.25,28.86,28.04,26.90,27.47,0.5286,14.05
227.501,31.79,29.25,28.86,28.04,26.90,27.47,0.5267,14.04
228.001,31.76,29.25,28.86,28.04,26.91,27.48,0.5249,14.03
228.501,31.79,29.25,28.86,28.05,26.91,27.48,0.5231,14.02
229.001,31.79,29.25,28.89,28.05,26.91,27.48,0.5213,14.01
229.501,31.79,29.25,28.89,28.05,26.91,27.48,0.5195,14.00
230.001,31.79,29.25,28.89,28.05,26.91,27.48,0.5178,14.00
230.501,31.79,29.25,28.89,28.05,26.91,27.48,0.5160,13.99
231.001,31.79,29.25,28.89,28.06,26.92,27.49,0.5143,13.98
231.501,31.79,29.25,28.89,28.06,26.92,27.49,0.5127,13.97
232.001,31.79,29.28,28.89,28.06,26.92,27.49,0.5109,13.96
232.501,31.79,29.28,28.89,28.06,26.92,27.49,0.5090,13.95
233.001,31.76,29.28,28.89,28.06,26.92,27.49,0.5071,13.94
233.501,31.76,29.28,28.89,28.07,26.92,27.49,0.5053,13.93
234.001,31.76,29.28,28.89,28.07,26.92,27.50,0.5036,13.92
234.501,31.76,29.28,28.89,28.07,26.93,27.50,0.5018,13.91
235.001,31.76,29.28,28.93,28.07,26.93,27.50,0.5001,13.91
235.501,31.72,29.28,28.93,28.07,26.93,27.50,0.4985,13.90
236.001,31.72,29.28,28.93,28.08,26.93,27.50,0.4969,13.89
236.501,31.72,29.28,28.93,28.08,26.93,27.50,0.4954,13.88
237.001,31.72,29.28,28.93,28.08,26.93,27.51,0.4939,13.88
237.501,31.72,29.28,28.93,28.08,26.93,27.51,0.4924,13.87
238.001,31.72,29.28,28.93,28.08,26.93,27.51,0.4909,13.87
238.501,31.72,29.28,28.93,28.09,26.94,27.51,0.4895,13.86
239.001,31.69,29.28,28.93,28.09,26.94,27.51,0.4881,13.85
239.501,31.69,29.32,28.93,28.09,26.94,27.51,0.4866,13.85
240.001,31.69,29.32,28.93,28.09,26.94,27.51,0.4850,13.84
240.501,31.69,29.32,28.93,28.09,26.94,27.52,0.4834,13.83
241.001,31.69,29.32,28.93,28.10,26.94,27.52,0.4819,13.83
241.501,31.69,29.32,28.96,28.10,26.94,27.52,0.4804,13.82
242.001,31.69,29.32,28.96,28.10,26.94,27.52,0.4789,13.81
242.501,31.69,29.32,28.96,28.10,26.94,27.52,0.4774,13.81
243.001,31.69,29.32,28.96,28.10,26.94,27.52,0.4760,13.80
243.501,31.69,29.32,28.96,28.11,26.94,27.53,0.4746,13.79
244.001,31.69,29.32,28.96,28.11,26.95,27.53,0.4732,13.79
244.501,31.69,29.32,28.96,28.11,26.95,27.53,0.4718,13.78
245.001,31.69,29.32,28.96,28.11,26.95,27.53,0.4704,13.78
245.501,31.69,29.32,28.96,28.11,26.95,27.53,0.4691,13.77
246.001,31.69,29.32,28.96,28.12,26.95,27.53,0.4678,13.77
246.501,31.69,29.32,28.96,28.12,26.95,27.53,0.4665,13.76
247.001,31.69,29.32,28.96,28.12,26.95,27.53,0.4652,13.76
247.501,31.69,29.32,28.96,28.12,26.95,27.54,0.4640,13.75
248.001,31.69,29.32,28.96,28.12,26.95,27.54,0.4627,13.75
248.501,31.69,29.32,28.96,28.12,26.95,27.54,0.4615,13.75
249.001,31.69,29.32,28.96,28.13,26.95,27.54,0.4603,13.74
249.501,31.69,29.32,28.96,28.13,26.95,27.54,0.4592,13.74
250.001,31.69,29.32,28.96,28.13,26.96,27.54,0.4580,13.74
250.501,31.69,29.32,28.96,28.13,26.96,27.54,0.4569,13.73
251.001,31.69,29.32,28.96,28.13,26.96,27.54,0.4557,13.73
251.501,31.69,29.32,28.96,28.13,26.96,27.55,0.4546,13.73
252.001,31.69,29.32,28.96,28.13,26.96,27.55,0.4536,13.72
252.501,31.69,29.32,28.96,28.14,26.96,27.55,0.4525,13.72
253.001,31.69,29.32,28.96,28.14,26.96,27.55,0.4514,13.72
253.501,31.69,29.32,28.96,28.14,26.96,27.55,0.4504,13.72
254.001,31.69,29.35,28.96,28.14,26.96,27.55,0.4492,13.71
254.501,31.69,29.35,28.96,28.14,26.96,27.55,0.4479,13.71
255.001,31.69,29.35,28.96,28.14,26.96,27.55,0.4467,13.70
255.501,31.72,29.35,28.96,28.15,26.96,27.55,0.4454,13.70
256.001,31.72,29.35,28.96,28.15,26.96,27.56,0.4441,13.69
256.501,31.72,29.38,28.96,28.15,26.97,27.56,0.4426,13.69
257.001,31.72,29.38,28.96,28.15,26.97,27.56,0.4410,13.68
257.501,31.72,29.38,28.96,28.15,26.97,27.56,0.4395,13.67
258.001,31.72,29.38,28.96,28.16,26.97,27.56,0.4380,13.66
258.501,31.76,29.41,28.96,28.16,26.97,27.56,0.4363,13.65
259.001,31.76,29.41,28.96,28.16,26.97,27.57,0.4345,13.64
259.501,31.76,29.41,28.96,28.16,26.97,27.57,0.4327,13.63
260.001,31.76,29.41,28.96,28.17,26.97,27.57,0.4309,13.62
260.501,31.79,29.44,28.96,28.17,26.97,27.57,0.4289,13.61
261.001,31.79,29.44,28.96,28.17,26.97,27.57,0.4268,13.59
261.501,31.79,29.44,28.96,28.17,26.98,27.58,0.4248,13.58
262.001,31.82,29.44,29.00,28.18,26.98,27.58,0.4227,13.57
262.501,31.82,29.48,29.00,28.18,26.98,27.58,0.4205,13.55
263.001,31.82,29.48,29.00,28.18,26.98,27.58,0.4181,13.53
263.501,31.82,29.48,29.00,28.19,26.98,27.58,0.4158,13.52
264.001,31.86,29.48,29.00,28.19,26.98,27.59,0.4135,13.50
264.501,31.86,29.48,29.00,28.19,26.98,27.59,0.4112,13.48
265.001,31.86,29.51,29.00,28.20,26.99,27.59,0.4088,13.46
265.501,31.86,29.51,29.00,28.20,26.99,27.59,0.4063,13.45
266.001,31.89,29.51,29.00,28.20,26.99,27.60,0.4038,13.43
266.501,31.89,29.51,29.00,28.21,26.99,27.60,0.4013,13.41
267.001,31.89,29.54,29.03,28.21,26.99,27.60,0.3986,13.39
267.501,31.89,29.54,29.03,28.22,26.99,27.60,0.3959,13.36
268.001,31.93,29.54,29.03,28.22,26.99,27.61,0.3932,13.34
268.501,31.93,29.57,29.03,28.22,27.00,27.61,0.3903,13.32
269.001,31.93,29.57,29.03,28.23,27.00,27.61,0.3873,13.29
269.501,31.96,29.57,29.03,28.23,27.00,27.62,0.3843,13.27
270.001,31.96,29.57,29.03,28.24,27.00,27.62,0.3814,13.25
270.501,31.96,29.57,29.03,28.24,27.00,27.62,0.3785,13.22
271.001,32.00,29.60,29.03,28.24,27.01,27.62,0.3754,13.20
271.501,32.00,29.60,29.03,28.25,27.01,27.63,0.3722,13.17
272.001,32.00,29.60,29.03,28.25,27.01,27.63,0.3691,13.14
272.501,32.00,29.60,29.07,28.26,27.01,27.63,0.3660,13.12
273.001,32.03,29.64,29.07,28.26,27.01,27.64,0.3627,13.09
273.501,32.03,29.64,29.07,28.27,27.02,27.64,0.3594,13.06
274.001,32.03,29.64,29.07,28.27,27.02,27.64,0.3560,13.03
274.501,32.03,29.64,29.07,28.28,27.02,27.65,0.3528,13.00
275.001,32.07,29.64,29.07,28.28,27.02,27.65,0.3495,12.97
275.501,32.07,29.64,29.07,28.28,27.02,27.65,0.3463,12.95
276.001,32.07,29.67,29.10,28.29,27.03,27.66,0.3430,12.92
276.501,32.07,29.67,29.10,28.29,27.03,27.66,0.3395,12.89
277.001,32.07,29.67,29.10,28.30,27.03,27.66,0.3361,12.86
277.501,32.07,29.67,29.10,28.30,27.03,27.67,0.3328,12.83
278.001,32.07,29.70,29.10,28.31,27.03,27.67,0.3294,12.80
278.501,32.10,29.70,29.10,28.31,27.04,27.67,0.3259,12.76
279.001,32.07,29.70,29.10,28.32,27.04,27.68,0.3224,12.73
279.501,32.07,29.70,29.10,28.32,27.04,27.68,0.3190,12.70
280.001,32.07,29.70,29.10,28.33,27.04,27.68,0.3156,12.67
280.501,32.07,29.73,29.10,28.33,27.04,27.69,0.3122,12.64
281.001,32.07,29.73,29.10,28.34,27.05,27.69,0.3087,12.61
281.501,32.07,29.73,29.14,28.34,27.05,27.69,0.3052,12.58
282.001,32.07,29.73,29.14,28.35,27.05,27.70,0.3018,12.55
282.501,32.10,29.76,29.14,28.35,27.05,27.70,0.2983,12.51
283.001,32.10,29.76,29.14,28.36,27.05,27.71,0.2946,12.48
283.501,32.10,29.76,29.14,28.36,27.06,27.71,0.2910,12.45
284.001,32.10,29.76,29.14,28.37,27.06,27.71,0.2875,12.41
284.501,32.10,29.76,29.14,28.37,27.06,27.72,0.2840,12.38
285.001,32.10,29.80,29.14,28.38,27.06,27.72,0.2804,12.35
285.501,32.10,29.76,29.17,28.38,27.06,27.72,0.2769,12.32
286.001,32.10,29.80,29.17,28.39,27.07,27.73,0.2734,12.28
286.501,32.10,29.80,29.17,28.39,27.07,27.73,0.2698,12.25
287.001,32.10,29.80,29.17,28.40,27.07,27.73,0.2663,12.22
287.501,32.10,29.80,29.17,28.40,27.07,27.74,0.2629,12.19
288.001,32.10,29.80,29.17,28.41,27.07,27.74,0.2595,12.16
288.501,32.10,29.80,29.17,28.41,27.08,27.74,0.2562,12.12
289.001,32.10,29.83,29.21,28.42,27.08,27.75,0.2528,12.09
289.501,32.10,29.83,29.21,28.42,27.08,27.75,0.2492,12.06
290.001,32.10,29.83,29.21,28.43,27.08,27.75,0.2458,12.03
290.501,32.10,29.83,29.21,28.43,27.08,27.76,0.2424,11.99
291.001,32.10,29.83,29.21,28.44,27.09,27.76,0.2391,11.96
291.501,32.10,29.86,29.21,28.44,27.09,27.76,0.2356,11.93
292.001,32.10,29.83,29.21,28.45,27.09,27.77,0.2323,11.90
292.501,32.10,29.83,29.24,28.45,27.09,27.77,0.2291,11.87
293.001,32.10,29.86,29.24,28.45,27.09,27.77,0.2258,11.84
293.501,32.10,29.83,29.24,28.46,27.10,27.78,0.2226,11.81
294.001,32.10,29.86,29.24,28.46,27.10,27.78,0.2194,11.78
294.501,32.07,29.86,29.24,28.47,27.10,27.78,0.2162,11.75
295.001,32.07,29.86,29.24,28.47,27.10,27.79,0.2131,11.72
295.501,32.07,29.86,29.28,28.48,27.10,27.79,0.2101,11.69
296.001,32.07,29.86,29.28,28.48,27.10,27.79,0.2070,11.66
296.501,32.07,29.86,29.28,28.49,27.11,27.80,0.2041,11.63
297.001,32.07,29.86,29.28,28.49,27.11,27.80,0.2012,11.60
297.501,32.03,29.86,29.28,28.50,27.11,27.80,0.1983,11.58
298.001,32.03,29.86,29.28,28.50,27.11,27.80,0.1956,11.55
298.501,32.03,29.86,29.28,28.50,27.11,27.81,0.1929,11.53
299.001,32.03,29.86,29.28,28.51,27.11,27.81,0.1903,11.50
299.501,32.03,29.86,29.28,28.51,27.11,27.81,0.1877,11.48
300.001,32.03,29.86,29.28,28.52,27.11,27.81,0.1851,11.45
300.501,32.00,29.86,29.31,28.52,27.12,27.82,0.1827,11.43
301.001,32.00,29.86,29.31,28.52,27.12,27.82,0.1803,11.41
301.501,32.00,29.86,29.31,28.53,27.12,27.82,0.1779,11.39
302.001,32.00,29.86,29.31,28.53,27.12,27.82,0.1756,11.37
302.501,32.00,29.86,29.31,28.53,27.12,27.83,0.1734,11.34
303.001,32.00,29.86,29.31,28.54,27.12,27.83,0.1711,11.32
303.501,32.00,29.86,29.31,28.54,27.12,27.83,0.1689,11.30
304.001,32.00,29.86,29.31,28.54,27.12,27.83,0.1668,11.28
304.501,32.00,29.89,29.31,28.55,27.12,27.84,0.1645,11.26
305.001,32.00,29.86,29.31,28.55,27.13,27.84,0.1623,11.24
305.501,32.00,29.86,29.34,28.55,27.13,27.84,0.1603,11.22
306.001,32.00,29.89,29.34,28.56,27.13,27.84,0.1581,11.20
306.501,32.00,29.89,29.34,28.56,27.13,27.84,0.1558,11.18
307.001,32.00,29.89,29.34,28.56,27.13,27.85,0.1536,11.16
307.501,32.00,29.89,29.34,28.57,27.13,27.85,0.1514,11.14
308.001,32.00,29.89,29.38,28.57,27.13,27.85,0.1493,11.12
308.501,32.00,29.89,29.38,28.57,27.13,27.85,0.1472,11.10
309.001,32.00,29.89,29.38,28.58,27.13,27.85,0.1451,11.08
309.501,32.00,29.89,29.38,28.58,27.14,27.86,0.1431,11.06
310.001,31.96,29.89,29.38,28.58,27.14,27.86,0.1411,11.04
310.501,31.96,29.89,29.38,28.58,27.14,27.86,0.1392,11.02
311.001,31.96,29.89,29.38,28.59,27.14,27.86,0.1373,11.01
311.501,32.00,29.92,29.38,28.59,27.14,27.86,0.1353,10.99
312.001,31.96,29.92,29.38,28.59,27.14,27.87,0.1332,10.97
312.501,31.96,29.92,29.38,28.60,27.14,27.87,0.1312,10.95
313.001,31.96,29.92,29.38,28.60,27.14,27.87,0.1291,10.93
313.501,31.96,29.92,29.41,28.60,27.14,27.87,0.1272,10.91
314.001,31.96,29.92,29.41,28.61,27.14,27.87,0.1252,10.89
314.501,31.96,29.92,29.41,28.61,27.14,27.88,0.1233,10.87
315.001,31.96,29.92,29.41,28.61,27.14,27.88,0.1215,10.85
315.501,31.96,29.92,29.41,28.62,27.14,27.88,0.1196,10.84
316.001,31.93,29.92,29.41,28.62,27.15,27.88,0.1178,10.82
316.501,31.93,29.92,29.41,28.62,27.15,27.88,0.1162,10.80
317.001,31.93,29.92,29.41,28.62,27.15,27.89,0.1145,10.79
317.501,31.89,29.92,29.41,28.63,27.15,27.89,0.1129,10.77
318.001,31.89,29.92,29.41,28.63,27.15,27.89,0.1114,10.76
318.501,31.89,29.92,29.41,28.63,27.15,27.89,0.1099,10.74
319.001,31.89,29.92,29.41,28.63,27.15,27.89,0.1084,10.73
319.501,31.89,29.92,29.41,28.64,27.15,27.89,0.1070,10.72
320.001,31.89,29.92,29.41,28.64,27.15,27.89,0.1056,10.70
320.501,31.86,29.92,29.45,28.64,27.15,27.90,0.1042,10.69
321.001,31.86,29.92,29.45,28.64,27.15,27.90,0.1030,10.68
321.501,31.86,29.92,29.45,28.65,27.15,27.90,0.1017,10.67
322.001,31.86,29.92,29.45,28.65,27.15,27.90,0.1005,10.66
322.501,31.82,29.92,29.45,28.65,27.15,27.90,0.0993,10.65
323.001,31.82,29.92,29.45,28.65,27.15,27.90,0.0982,10.64
323.501,31.82,29.92,29.45,28.66,27.15,27.90,0.0971,10.63
324.001,31.82,29.92,29.45,28.66,27.15,27.90,0.0961,10.62
324.501,31.82,29.92,29.45,28.66,27.15,27.90,0.0950,10.61
325.001,31.82,29.92,29.45,28.66,27.15,27.91,0.0940,10.60
325.501,31.82,29.92,29.45,28.66,27.15,27.91,0.0930,10.59
326.001,31.82,29.92,29.45,28.67,27.15,27.91,0.0921,10.58
326.501,31.82,29.92,29.45,28.67,27.15,27.91,0.0911,10.57
327.001,31.79,29.92,29.48,28.67,27.15,27.91,0.0902,10.57
327.501,31.79,29.92,29.48,28.67,27.15,27.91,0.0894,10.56
328.001,31.79,29.92,29.48,28.67,27.15,27.91,0.0886,10.55
328.501,31.79,29.92,29.48,28.67,27.15,27.91,0.0878,10.54
329.001,31.79,29.92,29.48,28.68,27.15,27.91,0.0870,10.54
329.501,31.79,29.92,29.48,28.68,27.15,27.91,0.0862,10.53
330.001,31.79,29.92,29.48,28.68,27.15,27.91,0.0855,10.52
330.501,31.79,29.96,29.48,28.68,27.15,27.92,0.0846,10.52
331.001,31.79,29.96,29.48,28.68,27.15,27.92,0.0836,10.51
331.501,31.79,29.96,29.48,28.69,27.15,27.92,0.0826,10.50
332.001,31.76,29.92,29.48,28.69,27.15,27.92,0.0818,10.49
332.501,31.76,29.92,29.48,28.69,27.15,27.92,0.0812,10.49
333.001,31.76,29.92,29.48,28.69,27.15,27.92,0.0807,10.48
333.501,31.76,29.92,29.48,28.69,27.15,27.92,0.0801,10.48
334.001,31.76,29.92,29.48,28.69,27.15,27.92,0.0796,10.47
334.501,31.76,29.92,29.48,28.69,27.15,27.92,0.0791,10.47
335.001,31.76,29.92,29.48,28.70,27.15,27.92,0.0785,10.47
335.501,31.76,29.92,29.48,28.70,27.15,27.92,0.0780,10.46
336.001,31.76,29.92,29.48,28.70,27.15,27.92,0.0776,10.46
336.501,31.76,29.92,29.48,28.70,27.15,27.92,0.0771,10.45
337.001,31.76,29.92,29.48,28.70,27.15,27.92,0.0766,10.45
337.501,31.76,29.96,29.52,28.70,27.15,27.92,0.0760,10.45
338.001,31.76,29.96,29.52,28.70,27.15,27.92,0.0753,10.44
338.501,31.76,29.96,29.52,28.71,27.15,27.93,0.0746,10.43
339.001,31.79,29.96,29.52,28.71,27.15,27.93,0.0738,10.43
339.501,31.79,29.96,29.52,28.71,27.14,27.93,0.0731,10.42
340.001,31.79,29.96,29.52,28.71,27.14,27.93,0.0723,10.41
340.501,31.79,29.96,29.52,28.71,27.14,27.93,0.0716,10.41
341.001,31.79,29.96,29.52,28.71,27.14,27.93,0.0709,10.40
341.501,31.79,29.96,29.55,28.72,27.14,27.93,0.0702,10.39
342.001,31.79,29.96,29.55,28.72,27.14,27.93,0.0695,10.39
342.501,31.79,29.96,29.55,28.72,27.14,27.93,0.0688,10.38
343.001,31.79,29.96,29.55,28.72,27.14,27.93,0.0681,10.38
343.501,31.79,29.96,29.55,28.72,27.14,27.93,0.0675,10.37
344.001,31.79,29.96,29.55,28.72,27.14,27.93,0.0668,10.36
344.501,31.79,29.96,29.55,28.72,27.14,27.93,0.0662,10.36
345.001,31.79,29.96,29.55,28.72,27.14,27.93,0.0656,10.35
345.501,31.79,29.96,29.55,28.73,27.14,27.93,0.0650,10.35
346.001,31.79,29.96,29.55,28.73,27.14,27.94,0.0644,10.34
346.501,31.79,29.96,29.55,28.73,27.14,27.94,0.0639,10.34
347.001,31.79,29.96,29.55,28.73,27.14,27.94,0.0633,10.33
347.501,31.79,29.96,29.55,28.73,27.14,27.94,0.0627,10.33
348.001,31.79,29.99,29.55,28.73,27.14,27.94,0.0621,10.32
348.501,31.79,29.99,29.55,28.73,27.14,27.94,0.0612,10.32
349.001,31.79,29.99,29.55,28.74,27.14,27.94,0.0605,10.31
349.501,31.79,29.99,29.55,28.74,27.14,27.94,0.0597,10.30
350.001,31.76,29.99,29.59,28.74,27.14,27.94,0.0589,10.29
350.501,31.76,29.99,29.59,28.74,27.14,27.94,0.0583,10.29
351.001,31.76,29.99,29.59,28.74,27.14,27.94,0.0576,10.28
351.501,31.76,29.99,29.59,28.74,27.14,27.94,0.0570,10.28
352.001,31.76,29.99,29.59,28.75,27.14,27.94,0.0564,10.27
352.501,31.76,29.99,29.59,28.75,27.14,27.94,0.0558,10.27
353.001,31.76,29.96,29.59,28.75,27.14,27.94,0.0553,10.26
353.501,31.72,29.99,29.59,28.75,27.14,27.95,0.0549,10.26
354.001,31.72,29.96,29.59,28.75,27.14,27.95,0.0546,10.26
354.501,31.72,29.96,29.59,28.75,27.14,27.95,0.0544,10.25
355.001,31.72,29.96,29.59,28.75,27.14,27.95,0.0542,10.25
355.501,31.72,29.96,29.59,28.75,27.14,27.95,0.0540,10.25
356.001,31.72,29.96,29.59,28.75,27.14,27.95,0.0539,10.25
356.501,31.69,29.92,29.59,28.75,27.14,27.95,0.0539,10.25
357.001,31.69,29.92,29.55,28.75,27.14,27.95,0.0541,10.26
357.501,31.69,29.92,29.59,28.75,27.14,27.95,0.0543,10.26
358.001,31.69,29.92,29.59,28.75,27.14,27.95,0.0545,10.26
358.501,31.69,29.92,29.59,28.75,27.14,27.95,0.0547,10.27
359.001,31.69,29.92,29.59,28.75,27.14,27.95,0.0550,10.27
359.501,31.69,29.92,29.59,28.75,27.14,27.94,0.0552,10.27
360.001,31.69,29.92,29.59,28.75,27.14,27.94,0.0554,10.28
360.501,31.69,29.92,29.59,28.75,27.13,27.94,0.0556,10.28
361.001,31.69,29.92,29.59,28.75,27.13,27.94,0.0558,10.28
361.501,31.69,29.92,29.59,28.75,27.13,27.94,0.0560,10.29
362.001,31.69,29.92,29.59,28.75,27.13,27.94,0.0562,10.29
362.501,31.69,29.92,29.59,28.75,27.13,27.94,0.0564,10.29
363.001,31.69,29.92,29.59,28.75,27.13,27.94,0.0566,10.30
363.501,31.69,29.92,29.59,28.75,27.13,27.94,0.0568,10.30
364.001,31.69,29.92,29.59,28.76,27.13,27.94,0.0570,10.30
364.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0572,10.31
365.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0573,10.31
365.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0574,10.31
366.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0575,10.31
366.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0577,10.32
367.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0578,10.32
367.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0579,10.32
368.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0580,10.32
368.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0581,10.33
369.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0582,10.33
369.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0584,10.33
370.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0585,10.33
370.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0586,10.34
371.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0587,10.34
371.501,31.72,29.92,29.59,28.76,27.13,27.94,0.0588,10.34
372.001,31.72,29.92,29.55,28.76,27.13,27.94,0.0589,10.34
372.501,31.72,29.92,29.55,28.76,27.13,27.94,0.0590,10.35
373.001,31.72,29.92,29.59,28.76,27.13,27.94,0.0592,10.35
373.501,31.72,29.92,29.55,28.76,27.13,27.94,0.0593,10.35
374.001,31.72,29.92,29.59,28.76,27.12,27.94,0.0594,10.35
374.501,31.72,29.96,29.59,28.76,27.12,27.94,0.0593,10.35
375.001,31.72,29.92,29.59,28.76,27.12,27.94,0.0593,10.35
375.501,31.72,29.96,29.59,28.76,27.12,27.94,0.0593,10.36
