temps_s,temperature_C
199.590,23.65
200.092,23.65
200.594,23.65
201.096,23.65
201.596,23.67
202.098,23.67
202.600,23.67
203.102,23.67
203.602,23.69
204.104,23.69
204.606,23.67
205.108,23.69
205.608,23.67
206.110,23.67
206.612,23.69
207.114,23.67
207.614,23.67
208.116,23.67
208.618,23.69
209.120,23.72
209.620,23.72
210.122,23.69
210.624,23.69
211.126,23.69
211.626,23.72
212.128,23.72
212.630,23.69
213.132,23.72
213.632,23.72
214.134,23.72
214.636,23.74
215.138,23.74
215.638,23.74
216.140,23.74
216.642,23.72
217.144,23.74
217.644,23.72
218.146,23.74
218.648,23.74
219.150,23.74
