Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.0318095684051514,30.0,0.0,23.73,23.95,24.05,,24.05,0.0,1.73,1.63,1.67
1.2343213558197021,30.0,0.0,23.73,23.95,24.05,,24.05,0.0,1.73,1.63,1.67
1.424593448638916,30.0,0.0,23.73,23.95,24.05,,24.05,0.0,1.73,1.63,1.67
1.622633695602417,30.0,0.0,23.73,23.98,24.05,,24.05,0.0,1.73,1.63,1.67
1.7962772846221924,30.0,0.0,23.73,23.95,24.08,,24.08,0.0,1.73,1.63,1.67
1.9913842678070068,30.0,0.0,23.73,23.95,24.05,,24.05,0.0,1.73,1.63,1.67
2.182805061340332,30.0,0.0,23.78,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
2.3794894218444824,30.0,0.0,23.73,23.95,24.08,,24.08,0.0,1.73,1.63,1.68
2.5674312114715576,30.0,0.0,23.73,23.95,24.08,,24.08,0.0,1.73,1.63,1.68
2.75152850151062,30.0,0.0,23.73,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
2.937516689300537,30.0,0.0,23.73,23.95,24.08,,24.08,0.0,1.73,1.63,1.68
3.1313703060150146,30.0,0.0,23.73,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
3.335036516189575,30.0,0.0,23.78,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
3.529057264328003,30.0,0.0,23.73,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
3.699467182159424,30.0,0.0,23.73,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
3.876713514328003,30.0,0.0,23.73,23.98,24.08,,24.08,0.0,1.73,1.63,1.68
4.269065856933594,30.0,5.8838,23.78,24.01,24.12,,24.12,70.0,1.73,1.64,1.68
4.458604097366333,30.0,5.8838,23.78,24.01,24.12,,24.12,54.35,1.73,1.64,1.68
4.642683029174805,30.0,5.8838,23.82,24.01,24.12,,24.12,54.42,1.74,1.64,1.68
4.865349054336548,30.0,5.8835,23.95,24.01,24.12,,24.12,54.39,1.75,1.64,1.68
5.055623769760132,30.0,5.8827,24.22,24.01,24.12,,24.12,54.17,1.78,1.64,1.68
5.2639031410217285,30.0,5.8813,24.54,24.01,24.12,,24.12,53.82,1.81,1.64,1.68
5.45576810836792,30.0,5.879,24.94,24.01,24.12,,24.12,53.35,1.86,1.64,1.68
5.640261888504028,30.0,5.8758,25.39,23.98,24.12,,24.12,52.87,1.91,1.64,1.68
5.826807737350464,30.0,5.8716,25.79,24.01,24.15,,24.13,52.29,1.96,1.64,1.68
6.019028186798096,30.0,5.866,26.28,24.04,24.15,,24.13,51.47,2.0,1.64,1.69
6.219492673873901,30.0,5.8592,26.73,24.04,24.15,,24.14,50.71,2.05,1.64,1.69
6.542252540588379,30.0,5.8514,27.13,24.04,24.12,,24.15,50.12,2.1,1.64,1.68
7.043325662612915,30.0,5.8426,27.53,24.08,24.15,,24.16,49.45,2.14,1.65,1.69
7.5371925830841064,30.0,5.8326,27.94,24.08,24.15,,24.17,48.79,2.18,1.65,1.69
8.046710729598999,30.0,5.8217,28.3,24.11,24.15,,24.18,48.16,2.22,1.65,1.69
8.546529054641724,30.0,5.8098,28.61,24.14,24.15,,24.19,47.49,2.26,1.66,1.69
9.0499746799469,30.0,5.7968,28.97,24.18,24.15,,24.2,46.82,2.3,1.66,1.69
9.545334577560425,30.0,5.7829,29.28,24.21,24.12,,24.22,46.16,2.33,1.67,1.69
10.047437906265259,30.0,5.7679,29.55,24.27,24.15,,24.23,45.46,2.36,1.67,1.69
10.5449538230896,30.0,5.7519,29.82,24.31,24.15,,24.25,44.8,2.39,1.68,1.69
11.052659511566162,30.0,5.7352,30.09,24.34,24.15,,24.26,44.23,2.42,1.69,1.69
11.558499813079834,30.0,5.7175,30.31,24.4,24.15,,24.28,43.6,2.44,1.7,1.69
12.06040358543396,30.0,5.699,30.53,24.44,24.15,,24.3,43.0,2.47,1.71,1.69
12.560905456542969,30.0,5.6798,30.71,24.5,24.15,,24.32,42.44,2.49,1.71,1.69
13.061630487442017,30.0,5.6597,30.94,24.57,24.15,,24.34,41.78,2.51,1.72,1.69
13.560247898101807,30.0,5.6387,31.16,24.6,24.15,,24.36,41.19,2.53,1.73,1.69
14.06391716003418,30.0,5.6172,31.29,24.67,24.19,,24.38,40.66,2.55,1.74,1.69
14.56346344947815,30.0,5.5947,31.47,24.76,24.19,,24.41,39.97,2.57,1.74,1.69
15.063405513763428,30.0,5.5714,31.61,24.8,24.19,,24.43,39.38,2.59,1.75,1.69
15.566676616668701,30.0,5.5476,31.74,24.86,24.19,,24.45,38.93,2.61,1.76,1.69
16.0697500705719,30.0,5.5232,31.88,24.93,24.19,,24.48,38.38,2.61,1.77,1.69
16.57169532775879,30.0,5.4981,32.01,24.99,24.19,,24.5,37.83,2.63,1.78,1.69
17.067898273468018,30.0,5.4725,32.1,25.06,24.22,,24.53,37.31,2.64,1.79,1.7
