Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.2265949249267578,28.0,3.6021,23.95,24.24,24.4,,24.4,70.0,1.75,1.67,1.72
1.5172865390777588,28.0,3.6021,23.95,24.24,24.4,,24.4,33.27,1.75,1.67,1.72
2.0158286094665527,28.0,3.602,24.0,24.24,24.4,,24.4,33.3,1.75,1.67,1.72
2.521121025085449,28.0,3.6017,24.13,24.24,24.4,,24.4,33.23,1.77,1.67,1.72
3.020906686782837,28.0,3.601,24.36,24.24,24.4,,24.4,33.01,1.79,1.67,1.72
3.523155450820923,28.0,3.5998,24.58,24.24,24.36,,24.4,32.71,1.82,1.67,1.72
4.025210380554199,28.0,3.5979,24.85,24.24,24.4,,24.4,32.38,1.85,1.67,1.72
4.516908407211304,28.0,3.5954,25.16,24.24,24.4,,24.4,31.98,1.88,1.67,1.72
5.027497053146362,28.0,3.5922,25.43,24.24,24.36,,24.41,31.57,1.91,1.67,1.72
5.530003309249878,28.0,3.5884,25.7,24.24,24.36,,24.41,31.2,1.94,1.67,1.72
6.030085325241089,28.0,3.5838,25.92,24.27,24.36,,24.42,30.76,1.96,1.68,1.72
6.530611276626587,28.0,3.5785,26.19,24.27,24.4,,24.42,30.32,1.99,1.68,1.72
7.030858993530273,28.0,3.5727,26.42,24.27,24.36,,24.43,29.97,2.02,1.68,1.72
7.529786825180054,28.0,3.5663,26.64,24.27,24.36,,24.43,29.66,2.04,1.68,1.72
8.03503942489624,28.0,3.5594,26.82,24.31,24.4,,24.44,29.28,2.06,1.68,1.72
8.537035465240479,28.0,3.5518,27.0,24.34,24.4,,24.45,28.84,2.08,1.69,1.72
9.038705110549927,28.0,3.5437,27.18,24.34,24.4,,24.46,28.5,2.1,1.69,1.72
9.538494110107422,28.0,3.5351,27.36,24.37,24.36,,24.46,28.15,2.12,1.69,1.72
10.040777921676636,28.0,3.5258,27.49,24.4,24.36,,24.47,27.74,2.14,1.7,1.72
10.529460430145264,28.0,3.5162,27.67,24.4,24.36,,24.48,27.43,2.16,1.7,1.72
11.045281887054443,28.0,3.5059,27.8,24.47,24.36,,24.49,27.02,2.17,1.7,1.72
11.544666528701782,28.0,3.4951,27.94,24.47,24.36,,24.5,26.64,2.18,1.71,1.72
12.047166347503662,28.0,3.4839,28.07,24.5,24.36,,24.52,26.37,2.19,1.71,1.72
12.545522451400757,28.0,3.4723,28.16,24.54,24.36,,24.53,26.02,2.21,1.72,1.72
13.051735401153564,28.0,3.4602,28.25,24.57,24.4,,24.54,25.72,2.22,1.72,1.72
13.551181077957153,28.0,3.4477,28.39,24.6,24.4,,24.55,25.38,2.23,1.73,1.72
14.046562433242798,28.0,3.4348,28.47,24.63,24.4,,24.57,25.04,2.24,1.73,1.72
14.555595874786377,28.0,3.4213,28.56,24.7,24.4,,24.58,24.63,2.25,1.74,1.72
15.045844078063965,28.0,3.4073,28.65,24.73,24.4,,24.59,24.23,2.26,1.74,1.72
