temps_s,T1_C,T2_C,T3_C
436.895,47.50,41.47,39.90
437.399,47.50,41.47,39.90
437.902,47.50,41.47,39.94
438.405,47.50,41.47,39.94
438.909,47.50,41.47,39.94
439.412,47.50,41.47,39.94
439.916,47.50,41.51,39.94
440.419,47.50,41.51,39.94
440.922,47.50,41.54,39.98
441.425,47.50,41.51,39.98
441.929,47.50,41.51,39.98
442.432,47.50,41.51,39.94
442.936,47.50,41.54,39.94
443.439,47.50,41.51,39.98
443.942,47.50,41.54,39.94
444.446,47.50,41.51,39.98
444.949,47.50,41.54,39.94
445.453,47.50,41.51,39.98
445.955,47.50,41.51,39.98
446.459,47.50,41.54,39.94
446.962,47.50,41.54,39.94
447.466,47.50,41.54,39.94
447.970,47.50,41.54,39.94
448.472,47.50,41.54,39.94
448.976,47.50,41.54,39.94
449.479,47.50,41.58,39.94
449.983,47.50,41.58,39.94
450.486,47.50,41.58,39.94
450.989,47.50,41.58,39.94
451.493,47.50,41.58,39.94
451.996,47.50,41.58,39.90
452.500,47.50,41.58,39.90
453.003,47.50,41.58,39.90
453.506,47.50,41.58,39.90
454.009,47.50,41.58,39.90
454.513,47.50,41.58,39.90
455.016,47.50,41.58,39.90
455.520,47.50,41.58,39.94
456.023,47.50,41.61,39.94
456.526,47.50,41.61,39.94
457.030,47.50,41.61,39.98
457.533,47.50,41.61,39.98
458.037,47.50,41.61,39.98
458.539,47.50,41.61,39.98
459.043,47.50,41.61,39.98
459.546,47.50,41.64,39.98
460.050,47.50,41.64,39.98
460.554,47.50,41.64,39.98
461.056,47.50,41.64,39.98
461.560,47.50,41.64,39.98
462.063,47.50,41.64,39.98
462.567,47.50,41.64,39.98
463.070,47.50,41.61,39.98
463.573,47.50,41.61,39.94
464.077,47.50,41.61,39.94
464.580,47.50,41.61,39.94
465.084,47.50,41.61,39.98
465.587,47.50,41.61,39.94
466.090,47.50,41.61,39.94
466.593,47.50,41.61,39.98
467.097,47.50,41.64,39.98
467.601,47.50,41.64,39.98
468.104,47.50,41.64,39.98
468.607,47.50,41.64,39.98
469.110,47.50,41.64,39.98
469.614,47.50,41.64,40.01
470.117,47.50,41.64,40.01
470.621,47.50,41.64,40.01
471.123,47.50,41.64,40.01
471.627,47.50,41.64,40.01
472.131,47.50,41.68,40.01
472.634,47.50,41.68,40.01
473.138,47.50,41.68,40.01
473.640,47.50,41.68,40.01
474.144,47.50,41.68,40.01
474.647,47.50,41.68,40.01
475.151,47.50,41.64,40.01
475.653,47.50,41.68,40.01
476.157,47.50,41.68,40.05
476.661,47.50,41.68,40.01
477.164,47.50,41.68,40.01
477.668,47.50,41.68,40.01
478.170,47.50,41.68,40.05
478.674,47.50,41.68,40.05
479.177,47.50,41.68,40.05
479.681,47.50,41.68,40.05
480.185,47.50,41.68,40.05
480.687,47.50,41.68,40.05
481.191,47.50,41.68,40.05
481.694,47.50,41.68,40.05
482.198,47.50,41.68,40.05
482.701,47.50,41.68,40.05
483.204,47.50,41.68,40.05
483.707,47.50,41.68,40.01
484.211,47.50,41.68,40.05
484.715,47.50,41.68,40.05
485.218,47.50,41.68,40.01
485.721,47.50,41.68,40.01
486.224,47.50,41.68,40.01
486.728,47.50,41.68,40.05
487.231,47.50,41.68,40.01
487.735,47.50,41.68,40.01
488.237,47.50,41.68,40.05
488.741,47.50,41.68,40.05
489.245,47.50,41.68,40.05
489.748,47.50,41.68,40.05
490.252,47.50,41.68,40.05
490.754,47.50,41.71,40.05
491.258,47.50,41.71,40.05
491.761,47.50,41.71,40.05
492.265,47.50,41.71,40.05
492.769,47.50,41.71,40.05
493.271,47.50,41.71,40.05
493.775,47.50,41.74,40.05
494.278,47.50,41.74,40.05
494.782,47.50,41.74,40.08
495.285,47.50,41.74,40.08
495.788,47.50,41.74,40.08
496.291,47.50,41.74,40.08
496.795,47.50,41.74,40.08
497.299,47.50,41.74,40.08
497.802,47.50,41.74,40.08
498.305,47.50,41.74,40.08
498.808,47.50,41.74,40.08
499.312,47.50,41.74,40.12
499.815,47.50,41.74,40.12
500.319,47.50,41.74,40.12
500.822,47.50,41.74,40.12
501.325,47.50,41.74,40.12
501.829,47.50,41.74,40.12
502.332,47.50,41.74,40.12
502.836,47.50,41.78,40.12
503.338,47.50,41.78,40.15
503.842,47.50,41.78,40.12
504.346,47.50,41.78,40.15
504.849,47.50,41.78,40.15
505.353,47.50,41.78,40.15
505.855,47.50,41.78,40.15
506.359,47.50,41.78,40.15
506.862,47.50,41.78,40.15
507.366,47.50,41.78,40.15
507.869,47.50,41.78,40.15
508.372,47.50,41.78,40.15
508.876,47.50,41.81,40.15
509.379,47.50,41.78,40.15
509.883,47.50,41.78,40.19
510.386,47.50,41.78,40.15
510.889,47.50,41.81,40.19
511.392,47.50,41.78,40.19
511.896,47.50,41.78,40.19
512.400,47.50,41.78,40.19
512.903,47.50,41.78,40.19
513.406,47.50,41.78,40.19
513.909,47.50,41.78,40.19
514.413,47.50,41.78,40.19
514.916,47.50,41.78,40.19
515.420,47.50,41.78,40.19
515.923,47.50,41.78,40.22
516.426,47.50,41.81,40.22
516.930,47.50,41.81,40.22
517.433,47.50,41.81,40.22
517.937,47.50,41.78,40.22
518.439,47.50,41.78,40.22
518.943,47.50,41.81,40.22
519.447,47.50,41.81,40.26
519.950,47.50,41.81,40.26
520.453,47.50,41.81,40.26
520.956,47.50,41.78,40.26
521.460,47.50,41.78,40.26
521.963,47.50,41.78,40.26
522.467,47.50,41.78,40.26
522.969,47.50,41.81,40.26
523.473,47.50,41.81,40.26
523.977,47.54,41.81,40.26
524.480,47.50,41.81,40.26
524.984,47.50,41.81,40.26
525.486,47.50,41.81,40.26
525.990,47.50,41.81,40.30
526.493,47.50,41.81,40.30
526.997,47.50,41.81,40.30
527.501,47.50,41.81,40.30
528.003,47.50,41.81,40.30
528.507,47.50,41.81,40.30
529.010,47.50,41.81,40.30
529.514,47.50,41.81,40.30
530.017,47.50,41.81,40.30
530.520,47.50,41.81,40.30
531.024,47.50,41.81,40.30
531.527,47.50,41.81,40.33
532.031,47.50,41.81,40.33
532.534,47.50,41.81,40.33
533.037,47.50,41.81,40.33
533.540,47.50,41.81,40.37
534.044,47.50,41.84,40.37
534.547,47.50,41.84,40.37
535.051,47.54,41.84,40.40
535.554,47.50,41.84,40.40
536.057,47.50,41.84,40.40
536.561,47.50,41.84,40.40
537.064,47.50,41.84,40.44
537.568,47.50,41.88,40.44
538.070,47.50,41.88,40.44
538.574,47.50,41.88,40.44
539.077,47.50,41.88,40.44
539.581,47.50,41.88,40.44
540.085,47.50,41.88,40.44
540.587,47.50,41.88,40.40
541.091,47.50,41.88,40.40
541.594,47.50,41.88,40.40
542.098,47.50,41.88,40.40
542.601,47.50,41.88,40.44
543.104,47.50,41.88,40.44
543.608,47.50,41.88,40.44
544.111,47.50,41.88,40.47
544.615,47.50,41.88,40.47
545.118,47.50,41.91,40.47
545.621,47.50,41.91,40.47
546.124,47.50,41.88,40.51
546.628,47.50,41.88,40.51
547.131,47.50,41.88,40.51
547.635,47.50,41.88,40.55
548.138,47.50,41.88,40.55
548.641,47.50,41.88,40.55
549.145,47.50,41.88,40.55
549.648,47.50,41.91,40.58
550.152,47.50,41.91,40.58
550.654,47.50,41.91,40.58
551.158,47.54,41.91,40.58
551.662,47.50,41.91,40.58
552.165,47.50,41.91,40.58
552.669,47.50,41.91,40.58
553.171,47.50,41.91,40.58
553.675,47.50,41.91,40.58
554.178,47.50,41.91,40.58
554.682,47.50,41.91,40.58
555.186,47.50,41.91,40.58
555.688,47.50,41.91,40.58
556.192,47.50,41.94,40.58
556.695,47.50,41.91,40.58
557.199,47.50,41.94,40.58
557.701,47.50,41.94,40.58
558.205,47.50,41.94,40.58
558.709,47.50,41.94,40.58
559.212,47.50,41.98,40.58
559.716,47.50,41.98,40.58
560.218,47.50,41.98,40.58
560.722,47.50,41.98,40.58
561.225,47.50,41.98,40.58
561.729,47.50,41.98,40.55
562.233,47.50,42.01,40.58
562.735,47.50,42.01,40.55
563.239,47.50,42.01,40.55
563.742,47.50,42.01,40.55
564.246,47.50,42.01,40.58
564.749,47.50,42.01,40.55
565.252,47.50,42.01,40.58
565.755,47.50,42.01,40.58
566.259,47.50,42.01,40.55
566.763,47.50,42.01,40.55
567.266,47.50,42.01,40.58
567.769,47.50,42.01,40.55
568.272,47.50,42.01,40.55
568.776,47.50,42.01,40.55
569.279,47.50,42.01,40.55
569.783,47.50,42.01,40.55
570.285,47.50,42.05,40.55
570.789,47.50,42.01,40.55
571.293,47.50,42.05,40.55
571.796,47.50,42.05,40.55
572.300,47.50,42.05,40.55
572.802,47.50,42.05,40.55
573.306,47.50,42.05,40.55
573.809,47.50,42.08,40.55
574.313,47.50,42.08,40.51
574.817,47.50,42.05,40.55
575.319,47.50,42.08,40.51
575.823,47.50,42.08,40.55
576.326,47.50,42.08,40.51
576.830,47.50,42.05,40.55
577.333,47.50,42.05,40.51
577.836,47.50,42.05,40.51
578.339,47.50,42.05,40.51
578.843,47.50,42.05,40.51
579.347,47.50,42.05,40.51
579.850,47.50,42.05,40.51
580.353,47.50,42.05,40.51
580.856,47.50,42.05,40.51
581.360,47.50,42.05,40.51
581.863,47.50,42.05,40.51
582.367,47.50,42.05,40.51
582.869,47.50,42.05,40.51
583.373,47.50,42.05,40.51
583.876,47.50,42.05,40.51
584.380,47.50,42.05,40.51
584.884,47.50,42.05,40.51
585.386,47.50,42.08,40.51
585.890,47.50,42.08,40.51
586.393,47.50,42.08,40.51
586.897,47.50,42.08,40.51
587.400,47.50,42.08,40.55
587.903,47.50,42.08,40.55
588.406,47.50,42.08,40.55
588.910,47.50,42.08,40.55
589.414,47.50,42.08,40.55
589.917,47.50,42.08,40.55
590.420,47.50,42.08,40.55
590.923,47.50,42.08,40.55
591.427,47.50,42.08,40.55
591.930,47.50,42.11,40.55
592.434,47.50,42.11,40.55
592.936,47.50,42.11,40.55
593.440,47.50,42.11,40.58
593.944,47.50,42.11,40.58
594.447,47.50,42.11,40.58
594.951,47.50,42.11,40.58
595.453,47.50,42.11,40.58
595.957,47.50,42.11,40.58
596.460,47.50,42.11,40.58
596.964,47.50,42.15,40.58
597.468,47.50,42.15,40.62
597.970,47.50,42.15,40.62
598.474,47.50,42.11,40.62
598.977,47.50,42.11,40.62
599.481,47.50,42.11,40.62
599.983,47.50,42.15,40.62
600.487,47.50,42.11,40.62
600.991,47.50,42.11,40.62
601.494,47.50,42.11,40.62
601.998,47.50,42.11,40.62
602.500,47.50,42.11,40.62
603.004,47.50,42.11,40.58
603.507,47.50,42.11,40.62
604.011,47.50,42.11,40.58
604.515,47.50,42.11,40.62
605.017,47.50,42.11,40.58
605.521,47.50,42.11,40.62
606.024,47.50,42.11,40.62
606.528,47.50,42.11,40.62
607.031,47.50,42.11,40.62
607.534,47.50,42.11,40.62
608.038,47.50,42.11,40.62
608.541,47.50,42.11,40.62
609.045,47.50,42.11,40.62
609.548,47.50,42.11,40.62
610.051,47.50,42.11,40.62
610.554,47.50,42.11,40.62
611.058,47.50,42.11,40.62
611.562,47.50,42.11,40.62
612.065,47.50,42.11,40.62
612.568,47.54,42.15,40.62
613.071,47.50,42.15,40.62
613.575,47.50,42.15,40.62
614.078,47.50,42.15,40.62
614.582,47.50,42.15,40.62
615.084,47.50,42.15,40.62
615.588,47.50,42.15,40.62
616.092,47.50,42.15,40.62
616.595,47.50,42.15,40.62
617.099,47.50,42.15,40.62
617.601,47.50,42.15,40.58
618.105,47.50,42.15,40.58
618.608,47.50,42.15,40.58
619.112,47.54,42.15,40.58
619.616,47.50,42.15,40.58
620.118,47.50,42.15,40.58
620.622,47.50,42.15,40.58
621.125,47.50,42.15,40.58
621.629,47.50,42.15,40.58
622.132,47.50,42.15,40.58
622.635,47.50,42.15,40.58
623.139,47.50,42.15,40.58
623.642,47.50,42.15,40.58
624.146,47.50,42.15,40.58
624.649,47.50,42.18,40.58
625.152,47.50,42.18,40.62
625.655,47.50,42.18,40.62
626.159,47.50,42.18,40.62
626.662,47.50,42.18,40.62
627.166,47.50,42.18,40.62
627.669,47.50,42.18,40.62
628.172,47.50,42.18,40.62
628.676,47.50,42.15,40.62
629.179,47.50,42.15,40.62
629.683,47.50,42.15,40.62
630.185,47.50,42.18,40.62
630.689,47.50,42.18,40.62
631.193,47.50,42.18,40.62
631.696,47.50,42.18,40.62
632.200,47.50,42.18,40.58
632.702,47.54,42.18,40.58
633.206,47.50,42.18,40.58
633.709,47.50,42.18,40.58
634.213,47.50,42.18,40.58
634.717,47.50,42.18,40.58
635.219,47.50,42.18,40.58
635.723,47.50,42.18,40.58
636.226,47.50,42.18,40.58
636.730,47.50,42.15,40.58
637.233,47.50,42.15,40.58
637.736,47.50,42.15,40.58
638.239,47.50,42.15,40.58
638.743,47.50,42.15,40.58
639.247,47.50,42.15,40.58
639.749,47.50,42.15,40.58
640.253,47.50,42.15,40.58
640.756,47.50,42.15,40.58
641.260,47.50,42.18,40.58
641.763,47.50,42.18,40.58
642.266,47.50,42.18,40.62
642.770,47.50,42.18,40.62
643.273,47.50,42.18,40.62
643.777,47.50,42.18,40.62
644.280,47.50,42.21,40.62
644.783,47.50,42.21,40.62
645.286,47.50,42.21,40.62
645.790,47.50,42.21,40.62
646.294,47.54,42.21,40.62
646.797,47.50,42.25,40.62
647.300,47.50,42.25,40.62
647.803,47.50,42.25,40.62
648.307,47.50,42.25,40.62
648.810,47.50,42.25,40.65
649.314,47.50,42.25,40.65
649.817,47.50,42.25,40.65
650.320,47.50,42.25,40.65
650.824,47.50,42.25,40.65
651.327,47.50,42.25,40.62
651.831,47.50,42.25,40.62
652.333,47.50,42.25,40.62
652.837,47.50,42.25,40.62
653.340,47.54,42.21,40.62
653.844,47.50,42.21,40.62
654.348,47.50,42.21,40.62
654.850,47.50,42.21,40.62
655.354,47.50,42.21,40.65
655.857,47.50,42.21,40.65
656.361,47.50,42.21,40.65
656.864,47.50,42.25,40.65
657.367,47.50,42.21,40.65
657.871,47.50,42.21,40.65
658.374,47.50,42.21,40.65
658.878,47.54,42.21,40.65
659.381,47.50,42.21,40.65
659.884,47.50,42.21,40.65
660.387,47.50,42.21,40.65
660.891,47.54,42.21,40.65
661.395,47.50,42.25,40.65
661.898,47.50,42.25,40.65
662.401,47.50,42.25,40.65
662.904,47.50,42.25,40.65
663.408,47.50,42.25,40.65
663.911,47.50,42.25,40.65
664.415,47.50,42.25,40.65
664.918,47.50,42.25,40.69
665.421,47.50,42.25,40.69
665.925,47.50,42.25,40.69
666.428,47.50,42.28,40.69
666.932,47.50,42.28,40.69
667.434,47.50,42.25,40.69
667.938,47.54,42.25,40.69
668.442,47.50,42.25,40.69
668.945,47.50,42.25,40.72
669.449,47.50,42.25,40.72
669.951,47.50,42.25,40.72
670.455,47.50,42.25,40.72
670.958,47.50,42.28,40.72
671.462,47.50,42.28,40.72
671.966,47.50,42.28,40.69
672.468,47.50,42.28,40.72
672.972,47.50,42.25,40.72
673.475,47.50,42.28,40.72
673.979,47.50,42.28,40.72
674.482,47.50,42.28,40.72
674.985,47.50,42.28,40.72
675.488,47.50,42.28,40.72
675.992,47.50,42.32,40.72
676.496,47.50,42.32,40.72
676.999,47.50,42.32,40.72
677.502,47.50,42.32,40.72
678.005,47.50,42.28,40.72
678.509,47.50,42.32,40.72
679.012,47.50,42.32,40.72
679.516,47.50,42.28,40.72
680.018,47.50,42.32,40.76
680.522,47.50,42.32,40.72
681.026,47.50,42.32,40.76
681.529,47.50,42.32,40.76
682.033,47.54,42.32,40.72
682.535,47.50,42.32,40.72
683.039,47.50,42.32,40.72
683.542,47.50,42.32,40.72
684.046,47.50,42.28,40.72
684.549,47.50,42.32,40.72
685.052,47.50,42.28,40.72
685.556,47.50,42.32,40.72
686.059,47.50,42.28,40.72
686.563,47.50,42.28,40.72
687.065,47.50,42.28,40.72
687.569,47.50,42.32,40.72
688.072,47.50,42.28,40.72
688.576,47.50,42.32,40.72
689.080,47.50,42.32,40.72
689.582,47.50,42.32,40.72
690.086,47.54,42.32,40.72
690.589,47.50,42.32,40.72
691.093,47.50,42.32,40.72
691.596,47.50,42.32,40.72
692.099,47.50,42.32,40.72
692.602,47.50,42.28,40.72
693.106,47.50,42.28,40.69
693.610,47.54,42.28,40.72
694.113,47.54,42.28,40.72
694.616,47.50,42.28,40.72
695.119,47.50,42.28,40.72
695.623,47.54,42.28,40.72
696.126,47.50,42.28,40.72
696.630,47.54,42.28,40.72
697.133,47.50,42.28,40.72
697.636,47.50,42.28,40.72
698.140,47.50,42.28,40.72
698.643,47.50,42.28,40.72
699.147,47.50,42.28,40.72
699.649,47.50,42.28,40.72
700.153,47.50,42.28,40.72
700.656,47.50,42.25,40.72
701.160,47.50,42.25,40.72
701.664,47.54,42.25,40.72
702.166,47.50,42.28,40.72
702.670,47.50,42.28,40.72
703.173,47.50,42.28,40.72
703.677,47.54,42.28,40.72
704.180,47.50,42.28,40.72
704.683,47.54,42.28,40.72
705.187,47.50,42.28,40.72
705.690,47.50,42.28,40.72
706.194,47.50,42.28,40.72
706.697,47.50,42.28,40.72
707.200,47.50,42.28,40.72
707.703,47.50,42.28,40.76
708.207,47.50,42.28,40.72
708.710,47.50,42.28,40.76
709.214,47.50,42.28,40.76
709.717,47.50,42.28,40.76
710.220,47.50,42.28,40.76
710.724,47.50,42.28,40.76
711.227,47.54,42.28,40.76
711.731,47.50,42.28,40.76
712.233,47.50,42.28,40.76
712.737,47.50,42.28,40.72
713.240,47.50,42.28,40.76
713.744,47.50,42.28,40.76
714.248,47.50,42.32,40.76
714.750,47.50,42.32,40.76
715.254,47.50,42.32,40.76
715.757,47.50,42.32,40.76
716.261,47.50,42.32,40.76
716.764,47.50,42.32,40.76
717.267,47.50,42.32,40.76
717.770,47.50,42.32,40.76
718.274,47.50,42.32,40.76
718.778,47.50,42.32,40.76
719.281,47.50,42.32,40.76
719.784,47.50,42.32,40.76
720.287,47.50,42.32,40.76
720.791,47.50,42.32,40.76
721.294,47.50,42.32,40.76
721.797,47.50,42.32,40.76
722.301,47.50,42.32,40.76
722.804,47.50,42.32,40.76
723.308,47.54,42.32,40.76
723.811,47.50,42.32,40.76
724.314,47.50,42.32,40.76
724.817,47.50,42.32,40.76
725.321,47.54,42.32,40.76
725.824,47.50,42.32,40.76
726.328,47.50,42.32,40.76
726.831,47.50,42.32,40.76
727.334,47.54,42.32,40.76
727.838,47.50,42.32,40.76
728.341,47.50,42.32,40.76
728.845,47.50,42.32,40.76
729.347,47.50,42.32,40.76
729.851,47.50,42.32,40.76
730.355,47.50,42.32,40.76
730.858,47.50,42.32,40.76
731.362,47.50,42.32,40.76
731.864,47.50,42.32,40.76
732.368,47.50,42.32,40.72
732.871,47.50,42.32,40.72
733.375,47.50,42.32,40.72
733.878,47.50,42.32,40.72
734.381,47.50,42.32,40.72
734.885,47.50,42.32,40.72
735.388,47.50,42.32,40.76
735.892,47.50,42.32,40.76
736.395,47.50,42.32,40.76
736.898,47.50,42.32,40.76
737.401,47.50,42.32,40.76
737.905,47.50,42.32,40.76
738.409,47.50,42.32,40.76
738.912,47.50,42.32,40.76
739.415,47.50,42.32,40.76
739.918,47.54,42.32,40.76
740.422,47.54,42.32,40.76
740.925,47.50,42.28,40.76
741.429,47.50,42.32,40.76
741.931,47.50,42.32,40.76
742.435,47.50,42.32,40.76
742.939,47.50,42.32,40.76
743.442,47.50,42.32,40.76
743.946,47.50,42.32,40.76
744.448,47.50,42.32,40.76
744.952,47.50,42.32,40.76
745.455,47.50,42.32,40.76
745.959,47.50,42.32,40.76
746.463,47.50,42.32,40.76
746.965,47.54,42.32,40.76
747.469,47.54,42.32,40.76
747.972,47.50,42.32,40.76
748.476,47.50,42.35,40.76
748.979,47.50,42.32,40.76
749.482,47.50,42.35,40.76
749.985,47.50,42.35,40.80
750.489,47.50,42.32,40.76
750.993,47.54,42.35,40.76
751.496,47.50,42.35,40.76
751.999,47.50,42.32,40.76
752.502,47.50,42.32,40.76
753.006,47.50,42.32,40.76
753.509,47.50,42.32,40.76
754.013,47.50,42.32,40.76
754.516,47.50,42.32,40.76
755.019,47.50,42.32,40.76
755.523,47.50,42.32,40.76
756.026,47.50,42.32,40.76
756.530,47.50,42.32,40.80
757.032,47.50,42.32,40.80
757.536,47.50,42.32,40.80
758.039,47.50,42.32,40.80
758.543,47.50,42.32,40.80
759.047,47.50,42.32,40.80
759.549,47.50,42.32,40.80
760.053,47.50,42.32,40.76
760.556,47.50,42.28,40.76
761.060,47.50,42.28,40.76
761.562,47.50,42.28,40.76
762.066,47.50,42.28,40.76
762.569,47.50,42.28,40.76
763.073,47.50,42.32,40.76
763.577,47.50,42.32,40.80
764.079,47.50,42.32,40.76
764.583,47.50,42.32,40.76
765.086,47.50,42.32,40.76
765.590,47.50,42.32,40.76
766.093,47.50,42.28,40.76
766.596,47.50,42.28,40.76
767.099,47.50,42.32,40.76
767.603,47.50,42.32,40.76
768.107,47.50,42.32,40.76
768.610,47.50,42.32,40.76
769.113,47.50,42.32,40.80
769.616,47.54,42.32,40.76
770.120,47.50,42.32,40.80
770.623,47.50,42.32,40.80
771.127,47.50,42.32,40.80
771.629,47.50,42.32,40.80
772.133,47.50,42.32,40.80
772.637,47.50,42.32,40.80
773.140,47.50,42.32,40.80
773.644,47.50,42.32,40.80
774.146,47.50,42.32,40.80
774.650,47.50,42.32,40.80
775.153,47.50,42.32,40.80
775.657,47.50,42.32,40.80
776.160,47.50,42.32,40.80
776.663,47.54,42.28,40.76
777.167,47.50,42.28,40.80
777.670,47.50,42.32,40.76
778.174,47.50,42.28,40.76
778.677,47.50,42.28,40.76
779.180,47.50,42.28,40.76
779.683,47.50,42.28,40.72
780.187,47.50,42.28,40.72
780.690,47.50,42.28,40.76
781.194,47.50,42.28,40.76
781.697,47.50,42.25,40.72
782.200,47.50,42.28,40.72
782.704,47.50,42.28,40.72
783.207,47.50,42.28,40.72
783.711,47.50,42.28,40.72
784.213,47.50,42.28,40.72
784.717,47.50,42.28,40.72
785.220,47.50,42.28,40.72
785.724,47.50,42.28,40.72
786.228,47.50,42.28,40.72
786.730,47.50,42.28,40.72
787.234,47.50,42.28,40.72
787.737,47.50,42.28,40.72
788.241,47.54,42.28,40.69
788.744,47.50,42.25,40.69
789.247,47.50,42.25,40.69
789.751,47.50,42.25,40.69
790.254,47.50,42.25,40.69
790.758,47.50,42.25,40.69
791.261,47.50,42.25,40.69
791.764,47.50,42.25,40.69
792.267,47.50,42.25,40.69
792.771,47.50,42.25,40.69
793.275,47.54,42.25,40.65
793.778,47.50,42.25,40.65
794.281,47.50,42.25,40.65
794.784,47.50,42.25,40.65
795.288,47.50,42.25,40.69
795.791,47.50,42.25,40.69
796.295,47.50,42.25,40.65
796.798,47.50,42.25,40.69
797.301,47.50,42.25,40.69
797.805,47.50,42.25,40.69
798.308,47.50,42.25,40.69
798.812,47.50,42.28,40.69
799.314,47.54,42.28,40.69
799.818,47.50,42.28,40.72
800.321,47.50,42.28,40.72
800.825,47.50,42.28,40.72
801.329,47.50,42.28,40.72
801.831,47.50,42.28,40.72
802.335,47.50,42.28,40.72
802.838,47.50,42.28,40.72
803.342,47.50,42.28,40.72
803.844,47.50,42.28,40.72
804.348,47.50,42.28,40.72
804.851,47.50,42.28,40.72
805.355,47.50,42.28,40.72
805.859,47.50,42.28,40.72
806.361,47.50,42.28,40.72
806.865,47.50,42.28,40.72
807.368,47.54,42.28,40.72
807.872,47.50,42.28,40.72
808.375,47.50,42.28,40.72
808.878,47.50,42.28,40.72
809.382,47.50,42.25,40.72
809.885,47.50,42.28,40.72
810.389,47.50,42.28,40.72
810.892,47.50,42.28,40.72
811.395,47.50,42.25,40.72
811.898,47.50,42.25,40.72
812.402,47.54,42.25,40.72
812.906,47.54,42.25,40.72
813.409,47.50,42.21,40.72
813.912,47.50,42.21,40.72
814.415,47.50,42.21,40.72
814.919,47.50,42.21,40.72
815.422,47.50,42.21,40.72
815.926,47.50,42.18,40.72
816.428,47.50,42.21,40.72
816.932,47.50,42.18,40.72
817.436,47.50,42.18,40.72
817.939,47.54,42.18,40.76
818.443,47.50,42.18,40.76
818.945,47.50,42.18,40.76
819.449,47.50,42.18,40.76
819.952,47.54,42.18,40.76
820.456,47.50,42.18,40.76
820.960,47.50,42.18,40.80
821.462,47.50,42.18,40.76
821.966,47.50,42.18,40.76
822.469,47.50,42.18,40.80
822.973,47.50,42.18,40.80
823.476,47.50,42.18,40.80
823.979,47.50,42.18,40.80
824.482,47.50,42.18,40.80
824.986,47.50,42.21,40.80
825.490,47.50,42.21,40.80
825.993,47.50,42.21,40.80
826.496,47.50,42.21,40.80
826.999,47.50,42.21,40.80
827.503,47.50,42.21,40.80
828.006,47.50,42.21,40.80
828.510,47.50,42.21,40.80
829.013,47.50,42.21,40.80
829.516,47.50,42.21,40.80
830.020,47.50,42.21,40.80
830.523,47.50,42.25,40.80
831.027,47.50,42.25,40.80
831.529,47.50,42.25,40.80
832.033,47.50,42.25,40.80
832.536,47.50,42.25,40.83
833.040,47.50,42.25,40.83
833.544,47.50,42.25,40.80
834.046,47.50,42.25,40.80
834.550,47.50,42.28,40.80
835.053,47.50,42.25,40.80
835.557,47.50,42.25,40.80
836.060,47.50,42.28,40.80
836.563,47.50,42.25,40.80
837.066,47.50,42.28,40.80
837.570,47.50,42.25,40.80
838.074,47.50,42.28,40.80
838.577,47.50,42.25,40.80
839.080,47.50,42.28,40.76
839.583,47.50,42.28,40.76
840.087,47.50,42.28,40.76
840.590,47.50,42.28,40.76
841.093,47.50,42.25,40.76
841.596,47.50,42.25,40.76
842.100,47.50,42.25,40.76
842.604,47.50,42.25,40.76
843.107,47.50,42.28,40.76
843.610,47.50,42.25,40.76
844.113,47.50,42.28,40.76
844.617,47.50,42.25,40.76
845.120,47.50,42.25,40.76
845.624,47.50,42.25,40.76
846.127,47.50,42.25,40.76
846.630,47.50,42.28,40.76
847.134,47.50,42.28,40.76
847.637,47.50,42.25,40.76
848.141,47.50,42.25,40.76
848.643,47.54,42.25,40.76
849.147,47.50,42.25,40.76
849.651,47.50,42.25,40.72
850.154,47.50,42.25,40.72
850.658,47.50,42.25,40.72
851.160,47.50,42.25,40.72
851.664,47.50,42.21,40.72
852.167,47.50,42.21,40.72
852.671,47.50,42.21,40.72
853.174,47.50,42.21,40.72
853.677,47.50,42.21,40.72
854.181,47.50,42.21,40.72
854.684,47.50,42.21,40.72
855.188,47.50,42.21,40.72
855.691,47.50,42.21,40.72
856.194,47.50,42.21,40.72
856.697,47.50,42.21,40.72
857.201,47.50,42.18,40.72
857.705,47.50,42.18,40.72
858.208,47.50,42.18,40.72
858.711,47.50,42.18,40.72
859.214,47.50,42.18,40.72
859.718,47.50,42.18,40.72
860.221,47.50,42.18,40.72
860.725,47.50,42.18,40.72
861.228,47.50,42.18,40.72
861.731,47.50,42.18,40.72
862.235,47.50,42.18,40.72
862.738,47.50,42.18,40.72
863.242,47.50,42.21,40.72
863.744,47.50,42.18,40.76
864.248,47.50,42.18,40.76
864.752,47.50,42.18,40.76
865.255,47.50,42.18,40.76
865.759,47.50,42.18,40.76
866.261,47.50,42.18,40.80
866.765,47.50,42.18,40.80
867.268,47.50,42.18,40.80
867.772,47.50,42.18,40.80
868.275,47.50,42.18,40.83
868.778,47.50,42.18,40.83
869.282,47.50,42.21,40.83
869.785,47.50,42.21,40.83
870.289,47.50,42.21,40.83
870.792,47.50,42.21,40.80
871.295,47.50,42.21,40.80
871.798,47.50,42.21,40.80
872.302,47.50,42.21,40.80
872.806,47.54,42.25,40.80
873.309,47.50,42.21,40.80
873.812,47.50,42.25,40.80
874.315,47.50,42.25,40.80
874.819,47.50,42.28,40.80
875.322,47.54,42.28,40.80
875.826,47.50,42.28,40.80
