temps_s,T1_C,T2_C,T3_C
436.881,11.02,13.26,14.38
437.385,10.98,13.26,14.38
437.887,10.98,13.26,14.38
438.391,10.98,13.26,14.34
438.894,10.98,13.26,14.34
439.398,10.98,13.26,14.34
439.902,10.98,13.23,14.34
440.404,10.98,13.23,14.34
440.908,10.98,13.23,14.34
441.411,10.98,13.23,14.34
441.915,11.02,13.23,14.30
442.418,10.98,13.19,14.34
442.921,10.98,13.23,14.34
443.424,10.98,13.19,14.34
443.928,10.98,13.19,14.34
444.431,10.98,13.19,14.30
444.935,11.02,13.19,14.30
445.437,10.98,13.19,14.30
445.941,10.98,13.19,14.30
446.444,11.02,13.19,14.30
446.948,10.98,13.19,14.30
447.450,11.02,13.19,14.30
447.954,10.98,13.19,14.26
448.457,11.02,13.19,14.26
448.961,10.98,13.15,14.26
449.465,11.02,13.15,14.26
449.967,10.98,13.15,14.26
450.471,11.02,13.15,14.26
450.974,10.98,13.15,14.26
451.478,10.98,13.15,14.26
451.981,10.98,13.15,14.26
452.484,10.98,13.15,14.22
452.987,10.98,13.11,14.26
453.491,11.02,13.11,14.22
453.994,10.98,13.11,14.22
454.498,10.98,13.11,14.22
455.000,10.98,13.11,14.22
455.504,10.98,13.11,14.22
456.007,10.98,13.11,14.18
456.511,10.98,13.11,14.22
457.014,10.98,13.11,14.18
457.517,10.98,13.11,14.18
458.021,10.98,13.08,14.18
458.524,11.02,13.08,14.18
459.028,10.98,13.08,14.18
459.531,10.98,13.08,14.18
460.034,10.98,13.08,14.18
460.537,10.98,13.08,14.18
461.041,10.98,13.04,14.14
461.544,10.98,13.04,14.14
462.048,10.98,13.04,14.14
462.550,10.98,13.04,14.14
463.054,11.02,13.04,14.14
463.557,10.98,13.04,14.14
464.061,10.98,13.04,14.14
464.564,10.98,13.04,14.11
465.067,11.02,13.00,14.11
465.570,10.98,13.04,14.11
466.074,10.98,13.04,14.11
466.577,10.98,13.00,14.11
467.081,11.02,13.00,14.11
467.584,10.98,13.00,14.11
468.087,10.98,13.00,14.11
468.591,11.02,13.00,14.11
469.094,11.02,13.00,14.11
469.598,10.98,13.00,14.11
470.100,10.98,13.00,14.11
470.604,10.98,12.96,14.07
471.107,10.98,12.96,14.07
471.611,10.98,12.96,14.11
472.114,11.02,12.96,14.11
472.617,10.98,12.96,14.07
473.120,10.98,12.96,14.07
473.624,10.98,12.96,14.07
474.128,10.98,12.96,14.07
474.631,11.02,12.96,14.07
475.134,10.98,12.96,14.07
475.637,10.98,12.93,14.07
476.141,10.98,12.93,14.07
476.644,10.98,12.96,14.07
477.148,10.98,12.93,14.03
477.650,10.98,12.93,14.03
478.154,10.98,12.93,14.03
478.657,10.98,12.93,14.03
479.161,10.98,12.93,14.03
479.665,11.02,12.93,14.03
480.167,10.98,12.93,14.03
480.671,11.02,12.93,14.03
481.174,10.98,12.93,14.03
481.678,11.02,12.93,14.03
482.180,10.98,12.89,14.03
482.684,10.98,12.89,14.03
483.187,10.98,12.93,13.99
483.691,10.98,12.89,14.03
484.194,11.02,12.89,13.99
484.697,10.98,12.89,13.99
485.200,10.98,12.89,13.99
485.704,11.02,12.89,13.99
486.208,10.98,12.89,13.99
486.711,10.98,12.89,13.99
487.214,10.98,12.85,13.99
487.717,11.02,12.85,13.99
488.221,10.98,12.85,13.99
488.724,10.98,12.85,13.99
489.228,11.02,12.85,13.99
489.730,10.98,12.85,13.95
490.234,10.98,12.85,13.95
490.737,10.98,12.85,13.95
491.241,10.98,12.81,13.95
491.744,10.98,12.85,13.95
492.247,10.98,12.85,13.95
492.751,10.98,12.85,13.95
493.254,10.98,12.81,13.95
493.758,11.02,12.85,13.95
494.261,11.02,12.81,13.95
494.764,11.02,12.81,13.95
495.267,11.02,12.81,13.95
495.771,10.98,12.81,13.95
496.274,10.98,12.81,13.91
496.778,10.98,12.81,13.95
497.280,11.02,12.81,13.91
497.784,10.98,12.81,13.91
498.288,10.98,12.78,13.91
498.791,10.98,12.78,13.91
499.295,11.02,12.78,13.91
499.797,10.98,12.78,13.91
500.301,10.98,12.78,13.91
500.804,10.98,12.78,13.87
501.308,10.98,12.78,13.87
501.811,10.98,12.78,13.87
502.314,10.98,12.78,13.87
502.817,11.02,12.78,13.87
503.321,10.98,12.78,13.87
503.825,10.98,12.78,13.87
504.328,10.98,12.78,13.87
504.831,10.98,12.78,13.83
505.334,10.98,12.78,13.83
505.838,10.98,12.78,13.83
506.341,11.02,12.78,13.83
506.845,10.98,12.78,13.83
507.347,11.02,12.78,13.83
507.851,11.02,12.78,13.83
508.355,11.02,12.78,13.83
508.858,10.98,12.74,13.79
509.362,10.98,12.74,13.79
509.864,10.98,12.74,13.79
510.368,11.02,12.74,13.79
510.871,10.98,12.74,13.79
511.375,10.98,12.74,13.79
511.877,10.98,12.74,13.79
512.381,10.98,12.70,13.79
512.885,11.02,12.70,13.79
513.388,11.02,12.74,13.79
513.892,10.98,12.70,13.79
514.394,10.98,12.70,13.79
514.898,10.98,12.74,13.79
515.401,10.98,12.70,13.79
515.905,10.98,12.70,13.79
516.408,10.98,12.70,13.79
516.911,10.98,12.70,13.79
517.414,10.98,12.70,13.75
517.918,10.98,12.70,13.75
518.421,10.98,12.70,13.75
518.925,10.98,12.70,13.75
519.428,10.98,12.70,13.75
519.931,10.98,12.70,13.75
520.435,10.98,12.70,13.71
520.938,10.98,12.66,13.71
521.442,11.02,12.66,13.71
521.944,10.98,12.66,13.71
522.448,10.98,12.66,13.71
522.951,10.98,12.66,13.71
523.455,10.98,12.66,13.71
523.959,11.02,12.62,13.71
524.461,10.98,12.62,13.71
524.965,10.98,12.62,13.71
525.468,10.98,12.62,13.71
525.972,10.98,12.62,13.71
526.475,10.98,12.62,13.71
526.978,10.98,12.62,13.71
527.481,10.98,12.62,13.67
527.985,10.98,12.62,13.71
528.488,10.98,12.62,13.71
528.992,11.02,12.62,13.67
529.495,10.98,12.62,13.67
529.998,10.98,12.62,13.67
530.502,10.98,12.62,13.67
531.005,10.98,12.62,13.67
531.509,10.98,12.59,13.67
532.011,11.02,12.59,13.67
532.515,10.98,12.59,13.64
533.018,10.98,12.59,13.67
533.522,10.98,12.59,13.67
534.025,10.98,12.59,13.67
534.528,10.98,12.59,13.64
535.032,10.98,12.59,13.64
535.535,10.98,12.62,13.64
536.039,10.98,12.62,13.67
536.542,10.98,12.62,13.64
537.045,10.98,12.59,13.64
537.548,10.98,12.62,13.64
538.052,11.02,12.59,13.64
538.555,11.02,12.59,13.64
539.059,10.98,12.59,13.64
539.562,10.98,12.59,13.64
540.065,10.98,12.59,13.64
540.569,10.98,12.59,13.64
541.072,11.02,12.59,13.64
541.576,10.98,12.59,13.64
542.078,10.98,12.59,13.64
542.582,10.98,12.59,13.64
543.085,10.98,12.55,13.64
543.589,10.98,12.59,13.64
544.092,10.98,12.59,13.64
544.595,10.98,12.59,13.64
545.099,10.98,12.55,13.64
545.602,10.98,12.59,13.64
546.106,11.02,12.55,13.64
546.609,10.98,12.55,13.60
547.112,10.98,12.55,13.64
547.615,10.98,12.55,13.60
548.119,10.98,12.55,13.60
548.622,10.98,12.55,13.60
549.125,11.02,12.55,13.60
549.629,10.98,12.55,13.60
550.132,11.02,12.55,13.60
550.636,11.02,12.55,13.60
551.139,10.98,12.55,13.60
551.642,10.98,12.55,13.60
552.145,10.98,12.55,13.60
552.649,10.98,12.55,13.60
553.152,10.98,12.55,13.60
553.656,10.98,12.51,13.60
554.158,10.98,12.51,13.60
554.662,10.98,12.51,13.60
555.166,10.98,12.51,13.56
555.669,10.98,12.51,13.56
556.173,10.98,12.51,13.56
556.675,11.02,12.51,13.56
557.179,10.98,12.51,13.60
557.682,10.98,12.51,13.56
558.186,10.98,12.51,13.56
558.689,10.98,12.51,13.56
559.192,10.98,12.51,13.56
559.696,10.98,12.51,13.56
560.199,10.98,12.51,13.60
560.703,10.98,12.51,13.56
561.206,11.02,12.51,13.56
561.709,10.98,12.51,13.56
562.212,11.02,12.51,13.56
562.716,10.98,12.51,13.56
563.219,10.98,12.51,13.56
563.723,10.98,12.51,13.56
564.226,10.98,12.51,13.56
564.729,10.98,12.51,13.56
565.233,10.98,12.51,13.56
565.736,10.98,12.51,13.56
566.240,10.98,12.51,13.56
566.742,10.98,12.51,13.56
567.246,10.98,12.51,13.56
567.749,10.98,12.51,13.56
568.253,10.98,12.51,13.56
568.757,10.98,12.51,13.56
569.259,10.98,12.51,13.56
569.763,10.98,12.51,13.56
570.266,11.02,12.51,13.56
570.770,10.98,12.51,13.56
571.273,10.98,12.51,13.56
571.776,10.98,12.51,13.56
572.279,10.98,12.51,13.56
572.783,10.98,12.51,13.56
573.286,10.98,12.51,13.52
573.790,11.02,12.51,13.52
574.293,10.98,12.51,13.52
574.796,10.98,12.51,13.52
575.300,11.02,12.51,13.52
575.803,10.98,12.47,13.52
576.307,10.98,12.47,13.52
576.809,10.98,12.47,13.52
577.313,10.98,12.47,13.52
577.816,10.98,12.47,13.52
578.320,10.98,12.47,13.52
578.824,11.02,12.47,13.52
579.326,10.98,12.47,13.52
579.830,11.02,12.47,13.52
580.333,10.98,12.47,13.48
580.837,10.98,12.47,13.48
581.340,10.98,12.47,13.48
581.843,10.98,12.47,13.48
582.346,10.98,12.47,13.48
582.850,11.02,12.47,13.48
583.353,10.98,12.47,13.48
583.857,10.98,12.47,13.48
584.360,10.98,12.47,13.48
584.863,11.02,12.47,13.48
585.367,10.98,12.47,13.48
585.870,10.98,12.47,13.48
586.373,10.98,12.47,13.48
586.876,10.98,12.47,13.48
587.380,10.98,12.47,13.48
587.883,10.98,12.47,13.48
588.387,10.98,12.47,13.48
588.889,10.98,12.47,13.44
589.393,10.98,12.47,13.48
589.897,10.98,12.47,13.44
590.400,10.98,12.47,13.44
590.904,10.98,12.43,13.44
591.406,10.98,12.47,13.44
591.910,10.98,12.43,13.44
592.413,10.98,12.43,13.44
592.917,11.02,12.43,13.44
593.420,10.98,12.43,13.44
593.923,10.98,12.43,13.40
594.426,11.02,12.47,13.40
594.930,10.98,12.43,13.40
595.434,10.98,12.43,13.40
595.937,10.98,12.43,13.40
596.440,10.98,12.43,13.40
596.943,10.98,12.43,13.40
597.447,11.02,12.43,13.40
597.950,10.98,12.43,13.40
598.454,10.98,12.43,13.40
598.956,11.02,12.43,13.40
599.460,10.98,12.40,13.40
599.963,10.98,12.43,13.36
600.467,10.98,12.40,13.36
600.971,10.98,12.40,13.36
601.473,10.98,12.40,13.36
601.977,10.98,12.40,13.36
602.480,11.02,12.40,13.36
602.984,10.98,12.40,13.36
603.487,10.98,12.40,13.36
603.990,10.98,12.40,13.36
604.493,10.98,12.40,13.36
604.997,11.02,12.40,13.36
605.500,11.02,12.40,13.36
606.004,10.98,12.36,13.36
606.506,10.98,12.40,13.32
607.010,10.98,12.36,13.32
607.514,10.98,12.40,13.36
608.017,10.98,12.36,13.36
608.521,10.98,12.36,13.36
609.023,10.98,12.40,13.36
609.527,10.98,12.36,13.36
610.030,10.98,12.36,13.36
610.534,10.98,12.36,13.36
611.037,10.98,12.36,13.36
611.540,10.98,12.36,13.36
612.043,10.98,12.36,13.36
612.547,10.98,12.36,13.32
613.051,10.98,12.36,13.36
613.554,10.98,12.36,13.36
614.057,10.98,12.36,13.36
614.560,10.98,12.36,13.32
615.064,10.98,12.36,13.36
615.567,10.98,12.36,13.32
616.071,10.98,12.36,13.36
616.573,10.98,12.36,13.32
617.077,10.98,12.36,13.36
617.580,10.98,12.36,13.36
618.084,10.98,12.36,13.36
618.588,10.98,12.36,13.32
619.090,10.98,12.36,13.32
619.594,10.98,12.36,13.32
620.097,10.98,12.36,13.32
620.601,10.98,12.36,13.32
621.103,10.98,12.36,13.32
621.607,11.02,12.36,13.32
622.110,10.98,12.36,13.32
622.614,10.98,12.36,13.32
623.117,10.98,12.36,13.32
623.620,10.98,12.36,13.32
624.124,10.98,12.36,13.32
624.627,10.98,12.36,13.32
625.131,10.98,12.36,13.32
625.634,10.98,12.36,13.32
626.137,10.98,12.36,13.32
626.640,11.02,12.36,13.32
627.144,10.98,12.36,13.32
627.647,10.98,12.36,13.32
628.151,10.98,12.36,13.32
628.654,11.02,12.36,13.32
629.157,10.98,12.36,13.32
629.661,10.98,12.36,13.32
630.164,10.98,12.36,13.32
630.668,10.98,12.36,13.32
631.170,11.02,12.36,13.32
631.674,10.98,12.36,13.32
632.177,11.02,12.36,13.32
632.681,10.98,12.36,13.32
633.185,10.98,12.36,13.32
633.687,10.98,12.36,13.32
634.191,10.98,12.36,13.32
634.694,10.98,12.36,13.32
635.198,11.02,12.36,13.32
635.701,10.98,12.36,13.32
636.204,10.98,12.36,13.32
636.707,11.02,12.36,13.32
637.211,11.02,12.36,13.32
637.714,10.98,12.36,13.32
638.218,10.98,12.36,13.32
638.721,10.98,12.36,13.32
639.224,10.98,12.36,13.32
639.728,10.98,12.36,13.28
640.231,10.98,12.36,13.32
640.735,10.98,12.36,13.32
641.237,10.98,12.36,13.32
641.741,10.98,12.36,13.32
642.244,10.98,12.36,13.32
642.748,11.02,12.36,13.32
643.252,10.98,12.36,13.32
643.754,10.98,12.36,13.32
644.258,10.98,12.36,13.32
644.761,10.98,12.36,13.32
645.265,10.98,12.36,13.32
645.768,10.98,12.36,13.32
646.271,10.98,12.36,13.28
646.774,10.98,12.36,13.32
647.278,10.98,12.36,13.32
647.781,10.98,12.36,13.32
648.285,10.98,12.36,13.32
648.788,10.98,12.36,13.32
649.291,10.98,12.36,13.28
649.795,11.02,12.36,13.32
650.298,10.98,12.36,13.32
650.802,10.98,12.36,13.28
651.304,10.98,12.36,13.28
651.808,10.98,12.36,13.28
652.311,10.98,12.36,13.28
652.815,11.02,12.36,13.28
653.317,10.98,12.36,13.28
653.821,10.98,12.36,13.28
654.325,10.98,12.36,13.28
654.828,10.98,12.36,13.28
655.332,10.98,12.36,13.28
655.834,10.98,12.36,13.28
656.338,10.98,12.36,13.28
656.841,10.98,12.36,13.28
657.345,10.98,12.36,13.28
657.848,10.98,12.36,13.28
658.351,10.98,12.36,13.28
658.855,11.02,12.36,13.28
659.358,10.98,12.36,13.28
659.862,10.98,12.36,13.28
660.365,10.98,12.32,13.28
660.868,11.02,12.36,13.28
661.371,10.98,12.36,13.28
661.875,10.98,12.36,13.28
662.378,10.98,12.36,13.28
662.882,10.98,12.36,13.28
663.384,10.98,12.36,13.28
663.888,11.02,12.36,13.28
664.392,10.98,12.36,13.28
664.895,10.98,12.36,13.28
665.399,11.02,12.36,13.28
665.901,10.98,12.36,13.28
666.405,10.98,12.36,13.28
666.908,10.98,12.36,13.28
667.412,10.98,12.36,13.28
667.915,10.98,12.36,13.28
668.418,10.98,12.36,13.28
668.921,10.98,12.36,13.28
669.425,10.98,12.36,13.28
669.929,10.98,12.36,13.28
670.432,10.98,12.36,13.28
670.935,10.98,12.36,13.28
671.438,10.98,12.36,13.28
671.942,10.98,12.36,13.28
672.445,10.98,12.36,13.28
672.949,10.98,12.36,13.28
673.451,10.98,12.36,13.28
673.955,10.98,12.36,13.28
674.459,10.98,12.36,13.28
674.962,10.98,12.36,13.28
675.466,10.98,12.36,13.28
675.968,10.98,12.36,13.28
676.472,10.98,12.36,13.28
676.975,10.98,12.36,13.28
677.479,10.98,12.36,13.28
677.982,10.98,12.36,13.28
678.485,10.98,12.36,13.28
678.988,10.98,12.36,13.28
679.492,10.98,12.36,13.28
679.996,10.98,12.36,13.28
680.499,10.98,12.36,13.28
681.002,10.98,12.36,13.28
681.505,10.98,12.36,13.28
682.009,10.98,12.36,13.28
682.512,10.98,12.36,13.28
683.016,10.98,12.36,13.28
683.518,10.98,12.36,13.28
684.022,10.98,12.36,13.28
684.525,11.02,12.36,13.28
685.029,10.98,12.36,13.28
685.533,10.98,12.36,13.32
686.035,10.98,12.36,13.32
686.539,10.98,12.36,13.32
687.042,10.98,12.36,13.32
687.546,10.98,12.32,13.28
688.049,10.98,12.36,13.32
688.552,10.98,12.36,13.32
689.055,10.98,12.36,13.32
689.559,11.02,12.36,13.28
690.062,10.98,12.36,13.32
690.565,10.98,12.36,13.32
691.069,10.98,12.36,13.32
691.572,10.98,12.36,13.32
692.076,10.98,12.36,13.32
692.579,10.98,12.36,13.32
693.082,10.98,12.36,13.32
693.585,10.98,12.36,13.32
694.089,10.98,12.36,13.32
694.592,10.98,12.36,13.32
695.096,10.98,12.36,13.32
695.598,11.02,12.36,13.32
696.102,10.98,12.36,13.32
696.606,10.98,12.36,13.28
697.109,10.98,12.36,13.28
697.613,10.98,12.36,13.28
698.115,10.98,12.36,13.28
698.619,10.98,12.36,13.28
699.122,10.98,12.36,13.28
699.626,10.98,12.36,13.28
700.129,10.98,12.36,13.28
700.632,10.98,12.36,13.28
701.136,10.98,12.36,13.28
701.639,10.98,12.36,13.28
702.143,10.98,12.36,13.28
702.646,10.98,12.36,13.28
703.149,10.98,12.36,13.28
703.652,10.98,12.36,13.28
704.156,10.98,12.36,13.28
704.659,10.98,12.36,13.28
705.163,10.98,12.36,13.28
705.665,10.98,12.36,13.28
706.169,10.98,12.36,13.28
706.673,10.98,12.36,13.28
707.176,10.98,12.36,13.28
707.680,10.98,12.36,13.28
708.182,10.98,12.36,13.28
708.686,10.98,12.36,13.28
709.189,10.98,12.36,13.28
709.693,10.98,12.36,13.28
710.196,10.98,12.36,13.28
710.699,10.98,12.36,13.28
711.203,10.98,12.36,13.28
711.706,10.98,12.36,13.28
712.210,10.98,12.36,13.24
712.713,10.98,12.36,13.24
713.216,10.98,12.32,13.28
713.719,10.98,12.36,13.24
714.223,10.98,12.36,13.24
714.726,10.98,12.36,13.24
715.230,10.98,12.36,13.24
715.732,11.02,12.36,13.24
716.236,10.98,12.36,13.24
716.740,10.98,12.36,13.24
717.243,10.98,12.36,13.24
717.747,10.98,12.36,13.24
718.249,10.98,12.36,13.24
718.753,10.98,12.36,13.24
719.256,10.98,12.36,13.24
719.760,10.98,12.36,13.24
720.263,10.98,12.36,13.24
720.766,10.98,12.36,13.24
721.269,10.98,12.36,13.24
721.773,10.98,12.36,13.24
722.277,10.98,12.36,13.24
722.780,10.98,12.36,13.24
723.283,10.98,12.36,13.24
723.786,10.98,12.36,13.24
724.290,10.98,12.36,13.24
724.793,10.98,12.36,13.24
725.297,10.98,12.36,13.24
725.799,10.98,12.36,13.24
726.303,10.98,12.36,13.24
726.806,10.98,12.36,13.24
727.310,11.02,12.36,13.24
727.813,10.98,12.36,13.24
728.316,10.98,12.36,13.24
728.820,10.98,12.36,13.24
729.323,10.98,12.36,13.24
729.827,10.98,12.36,13.20
730.329,10.98,12.36,13.24
730.833,10.98,12.36,13.24
731.336,10.98,12.32,13.20
731.840,10.98,12.36,13.24
732.343,10.98,12.36,13.24
732.846,10.98,12.36,13.24
733.350,10.98,12.36,13.24
733.853,11.02,12.36,13.24
734.357,10.98,12.36,13.24
734.860,10.98,12.36,13.24
735.363,10.98,12.36,13.24
735.866,10.98,12.36,13.24
736.370,10.98,12.36,13.24
736.873,10.98,12.36,13.24
737.377,11.02,12.36,13.24
737.880,10.98,12.36,13.24
738.383,10.98,12.36,13.24
738.887,10.98,12.36,13.24
739.390,10.98,12.36,13.24
739.894,10.98,12.36,13.24
740.396,10.98,12.36,13.24
740.900,10.98,12.36,13.24
741.403,10.98,12.36,13.24
741.907,11.02,12.36,13.24
742.410,10.98,12.36,13.24
742.913,10.98,12.36,13.24
743.417,11.02,12.36,13.24
743.920,10.98,12.36,13.24
744.424,10.98,12.36,13.24
744.927,10.98,12.36,13.24
745.430,10.98,12.36,13.24
745.933,10.98,12.36,13.24
746.437,11.02,12.32,13.24
746.940,10.98,12.36,13.20
747.444,10.98,12.36,13.24
747.946,10.98,12.36,13.24
748.450,10.98,12.36,13.24
748.954,10.98,12.36,13.20
749.457,10.98,12.36,13.20
749.961,10.98,12.36,13.20
750.463,10.98,12.36,13.20
750.967,10.98,12.36,13.20
751.470,10.98,12.36,13.24
751.974,10.98,12.36,13.20
752.477,11.02,12.32,13.20
752.980,10.98,12.36,13.20
753.483,10.98,12.36,13.20
753.987,10.98,12.36,13.20
754.491,10.98,12.36,13.20
754.994,10.98,12.36,13.20
755.497,10.98,12.36,13.20
756.000,11.02,12.36,13.20
756.504,10.98,12.36,13.20
757.007,10.98,12.36,13.16
757.511,10.98,12.36,13.20
758.013,10.98,12.36,13.20
758.517,10.98,12.36,13.20
759.020,10.98,12.36,13.20
759.524,10.98,12.36,13.20
760.026,10.98,12.36,13.20
760.530,10.98,12.36,13.16
761.034,10.98,12.36,13.20
761.537,10.98,12.36,13.20
762.041,10.98,12.36,13.16
762.543,11.02,12.36,13.16
763.047,10.98,12.36,13.16
763.550,10.98,12.36,13.16
764.054,10.98,12.36,13.16
764.557,10.98,12.36,13.16
765.060,10.98,12.36,13.16
765.563,11.02,12.36,13.16
766.067,10.98,12.36,13.16
766.571,10.98,12.36,13.16
767.074,10.98,12.36,13.16
767.577,10.98,12.36,13.16
768.080,10.98,12.36,13.16
768.584,10.98,12.36,13.16
769.087,10.98,12.36,13.16
769.591,10.98,12.36,13.16
770.093,10.98,12.36,13.16
770.597,10.98,12.36,13.16
771.101,10.98,12.36,13.16
771.604,10.98,12.36,13.16
772.108,10.98,12.36,13.16
772.610,10.98,12.36,13.16
773.114,10.98,12.36,13.16
773.617,10.98,12.36,13.16
774.121,10.98,12.36,13.16
774.624,10.98,12.36,13.16
775.127,10.98,12.36,13.16
775.630,11.02,12.36,13.16
776.134,11.02,12.36,13.16
776.638,10.98,12.36,13.16
777.141,10.98,12.36,13.16
777.644,10.98,12.36,13.16
778.147,10.98,12.36,13.16
778.651,10.98,12.36,13.16
779.154,10.98,12.36,13.16
779.658,10.98,12.36,13.16
780.160,10.98,12.36,13.16
780.664,10.98,12.36,13.16
781.168,10.98,12.36,13.16
781.671,10.98,12.36,13.16
782.175,10.98,12.36,13.16
782.677,10.98,12.36,13.16
783.181,10.98,12.36,13.16
783.684,10.98,12.36,13.16
784.188,10.98,12.36,13.16
784.691,10.98,12.36,13.16
785.194,10.98,12.36,13.16
785.697,10.98,12.36,13.16
786.201,10.98,12.36,13.16
786.705,10.98,12.36,13.16
787.208,10.98,12.36,13.16
787.711,11.02,12.36,13.16
788.214,10.98,12.36,13.16
788.718,10.98,12.36,13.16
789.221,10.98,12.36,13.16
789.725,10.98,12.36,13.16
790.227,10.98,12.36,13.16
790.731,10.98,12.36,13.16
791.234,10.98,12.36,13.16
791.738,11.02,12.36,13.12
792.242,10.98,12.36,13.12
792.744,11.02,12.36,13.16
793.248,10.98,12.36,13.12
793.751,10.98,12.36,13.12
794.255,10.98,12.36,13.16
794.757,10.98,12.32,13.12
795.261,10.98,12.36,13.12
795.764,10.98,12.36,13.12
796.268,10.98,12.36,13.16
796.772,11.02,12.36,13.12
797.274,10.98,12.36,13.12
797.778,10.98,12.36,13.12
798.281,10.98,12.36,13.12
798.785,10.98,12.36,13.12
799.288,10.98,12.36,13.12
799.791,10.98,12.36,13.12
800.294,10.98,12.36,13.12
800.798,10.98,12.36,13.12
801.302,10.98,12.36,13.12
801.805,10.98,12.36,13.12
802.308,10.98,12.32,13.12
802.811,10.98,12.36,13.12
803.315,10.98,12.36,13.12
803.818,10.98,12.36,13.12
804.322,10.98,12.36,13.12
804.824,10.98,12.36,13.12
805.328,10.98,12.32,13.12
805.831,10.98,12.36,13.12
806.335,10.98,12.36,13.12
806.839,10.98,12.36,13.12
807.341,10.98,12.36,13.12
807.845,10.98,12.36,13.12
808.348,10.98,12.36,13.12
808.852,11.02,12.36,13.12
809.355,10.98,12.36,13.12
809.858,11.02,12.32,13.12
810.361,10.98,12.36,13.12
810.865,10.98,12.36,13.12
811.368,10.98,12.36,13.12
811.872,10.98,12.36,13.12
812.375,10.98,12.36,13.12
812.878,10.98,12.36,13.12
813.382,10.98,12.36,13.12
813.885,10.98,12.36,13.08
814.389,10.98,12.36,13.08
814.891,10.98,12.36,13.12
815.395,10.98,12.36,13.08
815.898,10.98,12.32,13.12
816.402,10.98,12.36,13.12
816.905,10.98,12.36,13.12
817.408,10.98,12.36,13.12
817.912,10.98,12.36,13.12
818.415,10.98,12.36,13.08
818.919,10.98,12.36,13.12
819.422,10.98,12.36,13.12
819.925,10.98,12.36,13.08
820.428,10.98,12.32,13.12
820.932,10.98,12.36,13.08
821.435,10.98,12.36,13.08
821.939,10.98,12.36,13.08
822.441,11.02,12.36,13.08
822.945,10.98,12.36,13.08
823.449,10.98,12.36,13.08
823.952,10.98,12.36,13.08
824.456,10.98,12.36,13.08
824.958,10.98,12.36,13.08
825.462,10.98,12.36,13.08
825.965,10.98,12.36,13.08
826.469,10.98,12.36,13.08
826.972,10.98,12.36,13.08
827.475,10.98,12.36,13.08
827.978,11.02,12.36,13.08
828.482,10.98,12.36,13.08
828.986,10.98,12.36,13.08
829.489,10.98,12.36,13.08
829.992,11.02,12.36,13.08
830.495,10.98,12.36,13.08
830.999,10.98,12.36,13.08
831.502,10.98,12.36,13.08
832.005,10.98,12.36,13.08
832.508,11.02,12.36,13.08
833.012,10.98,12.36,13.08
833.515,10.98,12.36,13.08
834.019,10.98,12.36,13.08
834.522,10.98,12.36,13.08
835.025,10.98,12.36,13.08
835.529,10.98,12.36,13.08
836.032,10.98,12.36,13.08
836.536,10.98,12.36,13.08
837.038,10.98,12.36,13.04
837.542,10.98,12.36,13.08
838.045,10.98,12.36,13.08
838.549,10.98,12.36,13.08
839.052,10.98,12.36,13.04
839.555,10.98,12.36,13.04
840.058,10.98,12.36,13.04
840.562,11.02,12.36,13.04
841.066,10.98,12.36,13.04
841.569,10.98,12.36,13.04
842.072,11.02,12.36,13.04
842.575,10.98,12.36,13.04
843.079,10.98,12.36,13.04
843.582,11.02,12.36,13.04
844.086,10.98,12.36,13.04
844.588,10.98,12.36,13.04
845.092,11.02,12.36,13.04
845.595,10.98,12.36,13.04
846.099,10.98,12.36,13.04
846.603,10.98,12.36,13.04
847.105,10.98,12.36,13.04
847.609,10.98,12.36,13.04
848.112,10.98,12.36,13.04
848.616,10.98,12.36,13.04
849.119,10.98,12.36,13.04
849.622,10.98,12.36,13.04
850.125,10.98,12.36,13.04
850.629,10.98,12.36,13.04
851.132,10.98,12.36,13.04
851.636,10.98,12.36,13.04
852.139,10.98,12.36,13.04
852.642,10.98,12.36,13.04
853.146,10.98,12.36,13.04
853.649,10.98,12.36,13.04
854.153,10.98,12.36,13.04
854.655,10.98,12.36,13.04
855.159,10.98,12.36,13.04
855.662,10.98,12.36,13.04
856.166,10.98,12.32,13.04
856.669,10.98,12.36,13.04
857.172,10.98,12.36,13.04
857.675,10.98,12.36,13.04
858.179,10.98,12.36,13.04
858.683,10.98,12.36,13.04
859.186,10.98,12.36,13.04
859.689,10.98,12.36,13.04
860.192,10.98,12.36,13.04
860.696,11.02,12.36,13.08
861.199,10.98,12.36,13.04
861.703,10.98,12.36,13.08
862.205,10.98,12.36,13.04
862.709,10.98,12.36,13.04
863.212,10.98,12.36,13.04
863.716,10.98,12.36,13.04
864.220,10.98,12.36,13.04
864.722,10.98,12.36,13.04
865.226,10.98,12.36,13.08
865.729,10.98,12.36,13.04
866.233,10.98,12.36,13.04
866.735,10.98,12.36,13.04
867.239,11.02,12.36,13.08
867.742,10.98,12.36,13.04
868.246,10.98,12.36,13.04
868.749,10.98,12.36,13.04
869.252,10.98,12.36,13.08
869.756,10.98,12.36,13.04
870.259,10.98,12.36,13.04
870.763,10.98,12.36,13.04
871.266,10.98,12.36,13.04
871.769,10.98,12.36,13.08
872.272,10.98,12.36,13.04
872.776,10.98,12.36,13.04
873.279,10.98,12.36,13.04
873.783,10.98,12.36,13.04
874.285,10.98,12.36,13.04
874.789,10.98,12.36,13.04
875.293,10.98,12.36,13.04
875.796,10.98,12.36,13.04
