73.501,19.66,20.25,20.11,20.44,19.86,20.15,2.8484,255.00
850.52
-1690.5
840
97.501,23.51,21.50,20.73,21.19,20.71,20.95,2.0482,7.26
850.52
-1690.5
840
98.001,23.51,21.50,20.76,21.21,20.73,20.97,2.0279,7.06
850.52
-1690.5
840
98.501,23.51,21.53,20.80,21.23,20.75,20.99,2.0077,7.00
850.52
-1690.5
840
99.001,23.51,21.56,20.80,21.25,20.77,21.01,1.9875,6.82
850.52
-1690.5
840
99.501,23.51,21.60,20.84,21.27,20.79,21.03,1.9673,6.63
850.52
-1690.5
840
100.001,23.51,21.63,20.84,21.29,20.81,21.05,1.9470,6.44
850.52
-1690.5
840
100.501,23.51,21.66,20.87,21.32,20.83,21.07,1.9267,6.25
850.52
-1690.5
840
101.001,23.55,21.66,20.87,21.34,20.85,21.09,1.9065,6.15
850.52
-1690.5
840
101.501,23.55,21.70,20.91,21.36,20.87,21.11,1.8864,6.04
850.52
-1690.5
840
102.001,23.51,21.73,20.95,21.38,20.89,21.13,1.8663,5.90
850.52
-1690.5
840
102.501,23.51,21.76,20.98,21.40,20.91,21.15,1.8462,5.76
850.52
-1690.5
840
103.001,23.51,21.76,20.98,21.42,20.93,21.17,1.8263,5.70
850.52
-1690.5
840
103.501,23.51,21.80,21.02,21.44,20.94,21.19,1.8065,5.65
850.52
-1690.5
840
104.001,23.55,21.80,21.02,21.46,20.96,21.21,1.7868,5.54
850.52
-1690.5
840
104.501,23.55,21.83,21.02,21.49,20.98,21.23,1.7671,5.43
850.52
-1690.5
840
105.001,23.51,21.90,21.05,21.51,21.00,21.25,1.7473,5.16
850.52
-1690.5
840
105.501,23.51,21.90,21.09,21.53,21.02,21.27,1.7276,5.02
850.52
-1690.5
840
106.001,23.51,21.93,21.09,21.55,21.03,21.29,1.7080,4.96
850.52
-1690.5
840
106.501,23.51,21.93,21.13,21.57,21.05,21.31,1.6885,4.91
850.52
-1690.5
840
107.001,23.51,21.96,21.16,21.59,21.07,21.33,1.6691,4.85
850.52
-1690.5
840
107.501,23.51,21.96,21.16,21.61,21.09,21.35,1.6499,4.79
850.52
-1690.5
840
108.001,23.51,22.03,21.20,21.64,21.10,21.37,1.6306,4.60
850.52
-1690.5
840
108.501,23.51,22.03,21.23,21.66,21.12,21.39,1.6113,4.41
850.52
-1690.5
840
109.001,23.51,22.06,21.23,21.68,21.14,21.41,1.5922,4.35
850.52
-1690.5
840
109.501,23.46,22.06,21.27,21.70,21.15,21.43,1.5732,4.34
850.52
-1690.5
840
110.001,23.51,22.10,21.31,21.72,21.17,21.45,1.5543,4.28
850.52
-1690.5
840
110.501,23.46,22.10,21.31,21.74,21.19,21.46,1.5356,4.22
850.52
-1690.5
840
111.001,23.46,22.13,21.31,21.76,21.20,21.48,1.5170,4.20
850.52
-1690.5
840
111.501,23.46,22.13,21.34,21.78,21.22,21.50,1.4985,4.14
850.52
-1690.5
840
112.001,23.46,22.16,21.38,21.81,21.23,21.52,1.4802,4.08
850.52
-1690.5
840
112.501,23.46,22.20,21.41,21.83,21.25,21.54,1.4618,3.89
850.52
-1690.5
840
113.001,23.46,22.20,21.41,21.85,21.27,21.56,1.4436,3.83
850.52
-1690.5
840
113.501,23.46,22.23,21.45,21.87,21.28,21.57,1.4254,3.77
850.52
-1690.5
840
114.001,23.42,22.26,21.45,21.89,21.30,21.59,1.4073,3.62
850.52
-1690.5
840
114.501,23.46,22.26,21.49,21.91,21.31,21.61,1.3893,3.56
850.52
-1690.5
840
115.001,23.42,22.26,21.52,21.93,21.33,21.63,1.3715,3.63
850.52
-1690.5
840
115.501,23.42,22.30,21.52,21.95,21.34,21.65,1.3539,3.61
850.52
-1690.5
840
116.001,23.42,22.30,21.56,21.97,21.36,21.66,1.3364,3.54
850.52
-1690.5
840
116.501,23.42,22.30,21.56,21.99,21.37,21.68,1.3192,3.61
850.52
-1690.5
840
117.001,23.42,22.33,21.56,22.01,21.39,21.70,1.3021,3.54
850.52
-1690.5
840
117.501,23.42,22.33,21.59,22.03,21.40,21.71,1.2850,3.48
850.52
-1690.5
840
118.001,23.42,22.36,21.63,22.05,21.41,21.73,1.2681,3.41
850.52
-1690.5
840
118.501,23.42,22.36,21.66,22.07,21.43,21.75,1.2513,3.34
850.52
-1690.5
840
119.001,23.37,22.40,21.66,22.09,21.44,21.77,1.2346,3.32
850.52
-1690.5
840
119.501,23.37,22.40,21.70,22.11,21.46,21.78,1.2181,3.30
850.52
-1690.5
840
120.001,23.42,22.40,21.70,22.13,21.47,21.80,1.2017,3.31
850.52
-1690.5
840
120.501,23.37,22.43,21.74,22.15,21.48,21.81,1.1854,3.25
850.52
-1690.5
840
121.001,23.37,22.43,21.77,22.16,21.50,21.83,1.1693,3.22
850.52
-1690.5
840
121.501,23.37,22.46,21.77,22.18,21.51,21.85,1.1533,3.15
850.52
-1690.5
840
122.001,23.37,22.46,21.77,22.20,21.52,21.86,1.1373,3.08
850.52
-1690.5
840
122.501,23.37,22.46,21.81,22.22,21.54,21.88,1.1216,3.14
850.52
-1690.5
840
123.001,23.37,22.50,21.84,22.24,21.55,21.89,1.1060,3.07
850.52
-1690.5
840
123.501,23.37,22.50,21.84,22.26,21.56,21.91,1.0904,2.99
850.52
-1690.5
840
124.001,23.37,22.53,21.88,22.27,21.58,21.93,1.0750,2.92
850.52
-1690.5
840
124.501,23.37,22.53,21.88,22.29,21.59,21.94,1.0595,2.85
850.52
-1690.5
840
125.001,23.37,22.53,21.92,22.31,21.60,21.96,1.0444,2.90
850.52
-1690.5
840
125.501,23.37,22.56,21.95,22.33,21.61,21.97,1.0293,2.83
850.52
-1690.5
840
126.001,23.37,22.56,21.95,22.34,21.63,21.99,1.0142,2.75
850.52
-1690.5
840
126.501,23.37,22.59,21.95,22.36,21.64,22.00,0.9993,2.68
850.52
-1690.5
840
127.001,23.37,22.59,21.99,22.38,21.65,22.02,0.9844,2.60
850.52
-1690.5
840
127.501,23.37,22.59,22.02,22.40,21.66,22.03,0.9697,2.65
850.52
-1690.5
840
128.001,23.37,22.59,22.02,22.41,21.68,22.04,0.9552,2.70
850.52
-1690.5
840
128.501,23.37,22.63,22.06,22.43,21.69,22.06,0.9408,2.63
850.52
-1690.5
840
129.001,23.37,22.63,22.06,22.45,21.70,22.07,0.9265,2.55
850.52
-1690.5
840
129.501,23.37,22.63,22.09,22.46,21.71,22.09,0.9124,2.60
850.52
-1690.5
840
130.001,23.37,22.66,22.13,22.48,21.72,22.10,0.8983,2.52
850.52
-1690.5
840
130.501,23.33,22.66,22.13,22.50,21.74,22.12,0.8843,2.48
850.52
-1690.5
840
131.001,23.37,22.69,22.17,22.51,21.75,22.13,0.8704,2.40
850.52
-1690.5
840
131.501,23.33,22.69,22.17,22.53,21.76,22.14,0.8566,2.32
850.52
-1690.5
840
132.001,23.37,22.73,22.20,22.54,21.77,22.16,0.8428,2.24
850.52
-1690.5
840
132.501,23.33,22.73,22.20,22.56,21.78,22.17,0.8290,2.16
850.52
-1690.5
840
133.001,23.33,22.73,22.20,22.58,21.79,22.18,0.8156,2.25
850.52
-1690.5
840
133.501,23.37,22.73,22.24,22.59,21.80,22.20,0.8022,2.25
850.52
-1690.5
840
134.001,23.33,22.76,22.27,22.61,21.81,22.21,0.7889,2.17
850.52
-1690.5
840
134.501,23.33,22.76,22.27,22.62,21.83,22.22,0.7757,2.13
850.52
-1690.5
840
135.001,23.33,22.76,22.27,22.64,21.84,22.24,0.7627,2.18
850.52
-1690.5
840
135.501,23.33,22.76,22.31,22.65,21.85,22.25,0.7499,2.22
850.52
-1690.5
840
136.001,23.37,22.79,22.31,22.67,21.86,22.26,0.7371,2.09
850.52
-1690.5
840
136.501,23.33,22.79,22.34,22.68,21.87,22.28,0.7243,2.00
850.52
-1690.5
840
137.001,23.37,22.79,22.34,22.70,21.88,22.29,0.7117,2.05
850.52
-1690.5
840
137.501,23.33,22.83,22.34,22.71,21.89,22.30,0.6991,1.96
850.52
-1690.5
840
138.001,23.33,22.83,22.38,22.73,21.90,22.31,0.6866,1.92
850.52
-1690.5
840
138.501,23.37,22.83,22.42,22.74,21.91,22.33,0.6743,1.91
850.52
-1690.5
840
139.001,23.37,22.83,22.42,22.76,21.92,22.34,0.6621,1.91
850.52
-1690.5
840
139.501,23.37,22.86,22.45,22.77,21.93,22.35,0.6499,1.82
850.52
-1690.5
840
140.001,23.33,22.86,22.45,22.78,21.94,22.36,0.6378,1.77
850.52
-1690.5
840
140.501,23.37,22.86,22.45,22.80,21.95,22.37,0.6258,1.81
850.52
-1690.5
840
141.001,23.37,22.86,22.49,22.81,21.96,22.39,0.6140,1.81
850.52
-1690.5
840
141.501,23.33,22.89,22.49,22.83,21.97,22.40,0.6023,1.76
850.52
-1690.5
840
142.001,23.33,22.89,22.49,22.84,21.98,22.41,0.5906,1.71
850.52
-1690.5
840
142.501,23.33,22.93,22.52,22.85,21.99,22.42,0.5790,1.62
850.52
-1690.5
840
143.001,23.33,22.89,22.52,22.87,22.00,22.43,0.5675,1.66
850.52
-1690.5
840
143.501,23.33,22.93,22.52,22.88,22.01,22.44,0.5562,1.70
850.52
-1690.5
840
144.001,23.33,22.93,22.56,22.89,22.02,22.46,0.5450,1.60
850.52
-1690.5
840
144.501,23.33,22.93,22.56,22.91,22.03,22.47,0.5338,1.64
850.52
-1690.5
840
145.001,23.33,22.96,22.59,22.92,22.04,22.48,0.5227,1.54
850.52
-1690.5
840
145.501,23.33,22.93,22.59,22.93,22.05,22.49,0.5118,1.58
850.52
-1690.5
840
146.001,23.28,22.96,22.59,22.94,22.05,22.50,0.5011,1.66
850.52
-1690.5
840
146.501,23.33,22.96,22.63,22.96,22.06,22.51,0.4904,1.56
850.52
-1690.5
840
147.001,23.33,22.96,22.63,22.97,22.07,22.52,0.4797,1.55
850.52
-1690.5
840
147.501,23.28,22.96,22.66,22.98,22.08,22.53,0.4693,1.62
850.52
-1690.5
840
148.001,23.28,22.99,22.66,22.99,22.09,22.54,0.4590,1.58
850.52
-1690.5
840
148.501,23.28,22.99,22.66,23.00,22.10,22.55,0.4486,1.47
850.52
-1690.5
840
149.001,23.28,22.99,22.66,23.02,22.11,22.56,0.4384,1.51
850.52
-1690.5
840
149.501,23.28,22.99,22.70,23.03,22.12,22.57,0.4284,1.54
850.52
-1690.5
840
150.001,23.28,23.02,22.70,23.04,22.12,22.58,0.4184,1.44
850.52
-1690.5
840
150.501,23.28,23.02,22.70,23.05,22.13,22.59,0.4083,1.34
850.52
-1690.5
840
151.001,23.28,23.02,22.74,23.06,22.14,22.60,0.3984,1.37
850.52
-1690.5
840
151.501,23.28,23.02,22.74,23.07,22.15,22.61,0.3886,1.40
850.52
-1690.5
840
152.001,23.28,23.02,22.74,23.09,22.16,22.62,0.3790,1.43
850.52
-1690.5
840
152.501,23.28,23.02,22.77,23.10,22.16,22.63,0.3696,1.46
850.52
-1690.5
840
153.001,23.28,23.06,22.77,23.11,22.17,22.64,0.3601,1.35
850.52
-1690.5
840
153.501,23.28,23.06,22.77,23.12,22.18,22.65,0.3506,1.25
850.52
-1690.5
840
154.001,23.28,23.06,22.77,23.13,22.19,22.66,0.3412,1.28
850.52
-1690.5
840
154.501,23.28,23.06,22.77,23.14,22.20,22.67,0.3320,1.30
850.52
-1690.5
840
155.001,23.28,23.06,22.81,23.15,22.20,22.68,0.3229,1.33
850.52
-1690.5
840
155.501,23.28,23.06,22.81,23.16,22.21,22.69,0.3140,1.35
850.52
-1690.5
840
156.001,23.28,23.06,22.84,23.17,22.22,22.69,0.3051,1.38
850.52
-1690.5
840
156.501,23.28,23.09,22.84,23.18,22.23,22.70,0.2963,1.27
850.52
-1690.5
840
157.001,23.28,23.09,22.84,23.19,22.23,22.71,0.2874,1.17
850.52
-1690.5
840
157.501,23.28,23.09,22.88,23.20,22.24,22.72,0.2787,1.19
850.52
-1690.5
840
158.001,23.28,23.09,22.88,23.21,22.25,22.73,0.2701,1.21
850.52
-1690.5
840
158.501,23.33,23.12,22.88,23.22,22.26,22.74,0.2614,1.06
850.52
-1690.5
840
159.001,23.28,23.12,22.88,23.23,22.26,22.75,0.2527,0.95
850.52
-1690.5
840
159.501,23.28,23.12,22.91,23.24,22.27,22.76,0.2441,1.02
850.52
-1690.5
840
160.001,23.28,23.12,22.91,23.25,22.28,22.76,0.2357,1.04
850.52
-1690.5
840
160.501,23.28,23.12,22.91,23.26,22.29,22.77,0.2274,1.07
850.52
-1690.5
840
161.001,23.33,23.12,22.91,23.27,22.29,22.78,0.2192,1.04
850.52
-1690.5
840
161.501,23.28,23.16,22.91,23.28,22.30,22.79,0.2110,0.93
850.52
-1690.5
840
162.001,23.33,23.16,22.95,23.29,22.31,22.80,0.2027,0.82
850.52
-1690.5
840
162.501,23.28,23.16,22.95,23.30,22.32,22.81,0.1945,0.84
850.52
-1690.5
840
163.001,23.28,23.16,22.95,23.30,22.32,22.81,0.1865,0.91
850.52
-1690.5
840
163.501,23.28,23.16,22.98,23.31,22.33,22.82,0.1787,0.93
850.52
-1690.5
840
164.001,23.28,23.16,22.98,23.32,22.34,22.83,0.1709,0.95
850.52
-1690.5
840
164.501,23.28,23.16,22.98,23.33,22.34,22.84,0.1633,0.96
850.52
-1690.5
840
165.001,23.28,23.16,22.98,23.34,22.35,22.84,0.1557,0.98
850.52
-1690.5
840
165.501,23.28,23.19,22.98,23.35,22.36,22.85,0.1482,0.87
850.52
-1690.5
840
166.001,23.28,23.19,23.02,23.36,22.36,22.86,0.1405,0.76
850.52
-1690.5
840
166.501,23.28,23.19,23.02,23.36,22.37,22.87,0.1330,0.77
850.52
-1690.5
840
167.001,23.28,23.19,23.02,23.37,22.38,22.87,0.1256,0.79
850.52
-1690.5
840
167.501,23.28,23.19,23.02,23.38,22.38,22.88,0.1183,0.81
850.52
-1690.5
840
168.001,23.24,23.19,23.02,23.39,22.39,22.89,0.1112,0.87
850.52
-1690.5
840
168.501,23.24,23.19,23.06,23.40,22.39,22.90,0.1042,0.93
850.52
-1690.5
840
169.001,23.24,23.19,23.06,23.40,22.40,22.90,0.0973,0.95
850.52
-1690.5
840
169.501,23.24,23.19,23.06,23.41,22.41,22.91,0.0906,0.96
850.52
-1690.5
840
170.001,23.24,23.22,23.06,23.42,22.41,22.92,0.0837,0.84
850.52
-1690.5
840
170.501,23.24,23.22,23.09,23.43,22.42,22.92,0.0769,0.73
850.52
-1690.5
840
171.001,23.24,23.22,23.09,23.44,22.42,22.93,0.0701,0.74
850.52
-1690.5
840
171.501,23.24,23.22,23.09,23.44,22.43,22.94,0.0634,0.76
850.52
-1690.5
840
172.001,23.24,23.22,23.09,23.45,22.44,22.94,0.0568,0.77
850.52
-1690.5
840
172.501,23.24,23.22,23.09,23.46,22.44,22.95,0.0503,0.78
850.52
-1690.5
840
173.001,23.19,23.22,23.13,23.46,22.45,22.96,0.0440,0.84
850.52
-1690.5
840
173.501,23.24,23.26,23.13,23.47,22.45,22.96,0.0376,0.73
850.52
-1690.5
840
174.001,23.19,23.26,23.13,23.48,22.46,22.97,0.0311,0.61
850.52
-1690.5
840
174.501,23.19,23.26,23.13,23.49,22.46,22.98,0.0248,0.67
850.52
-1690.5
840
175.001,23.19,23.26,23.13,23.49,22.47,22.98,0.0186,0.68
850.52
-1690.5
840
175.501,23.19,23.26,23.13,23.50,22.47,22.99,0.0124,0.70
850.52
-1690.5
840
176.001,23.19,23.26,23.13,23.51,22.48,22.99,0.0064,0.71
850.52
-1690.5
840
176.501,23.19,23.26,23.16,23.51,22.49,23.00,0.0004,0.72
850.52
-1690.5
840
177.001,23.19,23.26,23.16,23.52,22.49,23.01,-0.0054,0.73
850.52
-1690.5
840
177.501,23.19,23.26,23.16,23.53,22.50,23.01,-0.0112,0.74
850.52
-1690.5
840
178.001,23.19,23.26,23.16,23.53,22.50,23.02,-0.0169,0.75
850.52
-1690.5
840
178.501,23.19,23.26,23.16,23.54,22.51,23.02,-0.0225,0.75
850.52
-1690.5
840
179.001,23.19,23.29,23.16,23.55,22.51,23.03,-0.0282,0.64
850.52
-1690.5
840
179.501,23.19,23.26,23.20,23.55,22.52,23.03,-0.0338,0.65
850.52
-1690.5
840
180.001,23.19,23.29,23.20,23.56,22.52,23.04,-0.0394,0.65
850.52
-1690.5
840
180.501,23.19,23.26,23.20,23.56,22.53,23.04,-0.0448,0.66
850.52
-1690.5
840
181.001,23.19,23.29,23.20,23.57,22.53,23.05,-0.0502,0.67
850.52
-1690.5
840
181.501,23.19,23.29,23.20,23.58,22.54,23.06,-0.0556,0.55
850.52
-1690.5
840
182.001,23.19,23.29,23.20,23.58,22.54,23.06,-0.0610,0.56
850.52
-1690.5
840
182.501,23.19,23.29,23.20,23.59,22.55,23.07,-0.0663,0.57
850.52
-1690.5
840
183.001,23.19,23.29,23.23,23.59,22.55,23.07,-0.0715,0.57
850.52
-1690.5
840
183.501,23.19,23.29,23.23,23.60,22.56,23.08,-0.0766,0.58
850.52
-1690.5
840
184.001,23.19,23.29,23.23,23.60,22.56,23.08,-0.0817,0.59
850.52
-1690.5
840
184.501,23.19,23.29,23.23,23.61,22.56,23.09,-0.0867,0.59
850.52
-1690.5
840
185.001,23.19,23.29,23.27,23.61,22.57,23.09,-0.0916,0.60
850.52
-1690.5
840
185.501,23.19,23.29,23.27,23.62,22.57,23.10,-0.0965,0.60
850.52
-1690.5
840
186.001,23.19,23.29,23.27,23.62,22.58,23.10,-0.1013,0.61
850.52
-1690.5
840
186.501,23.19,23.29,23.27,23.63,22.58,23.11,-0.1060,0.61
850.52
-1690.5
840
187.001,23.19,23.32,23.27,23.63,22.59,23.11,-0.1108,0.48
850.52
-1690.5
840
187.501,23.19,23.32,23.27,23.64,22.59,23.12,-0.1157,0.36
850.52
-1690.5
840
188.001,23.19,23.32,23.27,23.64,22.60,23.12,-0.1205,0.37
850.52
-1690.5
840
188.501,23.19,23.32,23.27,23.65,22.60,23.13,-0.1253,0.37
850.52
-1690.5
840
189.001,23.19,23.32,23.30,23.65,22.60,23.13,-0.1299,0.38
850.52
-1690.5
840
189.501,23.19,23.32,23.30,23.66,22.61,23.13,-0.1346,0.38
850.52
-1690.5
840
190.001,23.19,23.32,23.30,23.66,22.61,23.14,-0.1391,0.38
850.52
-1690.5
840
190.501,23.19,23.32,23.30,23.67,22.62,23.14,-0.1436,0.39
850.52
-1690.5
840
191.001,23.24,23.32,23.30,23.67,22.62,23.15,-0.1481,0.34
850.52
-1690.5
840
191.501,23.19,23.32,23.30,23.68,22.63,23.15,-0.1525,0.35
850.52
-1690.5
840
192.001,23.19,23.32,23.30,23.68,22.63,23.16,-0.1568,0.40
850.52
-1690.5
840
192.501,23.19,23.32,23.34,23.69,22.63,23.16,-0.1610,0.39
850.52
-1690.5
840
193.001,23.19,23.35,23.30,23.69,22.64,23.17,-0.1654,0.27
850.52
-1690.5
840
193.501,23.19,23.35,23.34,23.70,22.64,23.17,-0.1698,0.15
850.52
-1690.5
840
194.001,23.19,23.35,23.34,23.70,22.65,23.17,-0.1742,0.14
850.52
-1690.5
840
194.501,23.19,23.35,23.34,23.71,22.65,23.18,-0.1785,0.15
850.52
-1690.5
840
195.001,23.19,23.35,23.34,23.71,22.66,23.18,-0.1827,0.15
850.52
-1690.5
840
195.501,23.19,23.35,23.34,23.71,22.66,23.19,-0.1869,0.16
850.52
-1690.5
840
196.001,23.19,23.35,23.34,23.72,22.66,23.19,-0.1910,0.15
850.52
-1690.5
840
196.501,23.24,23.35,23.34,23.72,22.67,23.20,-0.1951,0.11
850.52
-1690.5
840
197.001,23.19,23.35,23.34,23.73,22.67,23.20,-0.1992,0.11
850.52
-1690.5
840
197.501,23.19,23.35,23.34,23.73,22.67,23.20,-0.2031,0.16
850.52
-1690.5
840
198.001,23.19,23.35,23.34,23.74,22.68,23.21,-0.2070,0.16
850.52
-1690.5
840
198.501,23.19,23.35,23.37,23.74,22.68,23.21,-0.2109,0.16
850.52
-1690.5
840
199.001,23.19,23.35,23.34,23.74,22.69,23.21,-0.2147,0.16
850.52
-1690.5
840
199.501,23.19,23.35,23.37,23.75,22.69,23.22,-0.2184,0.16
850.52
-1690.5
840
200.001,23.19,23.35,23.37,23.75,22.69,23.22,-0.2221,0.16
850.52
-1690.5
840
200.501,23.19,23.35,23.37,23.75,22.70,23.23,-0.2257,0.16
850.52
-1690.5
840
201.001,23.19,23.35,23.37,23.76,22.70,23.23,-0.2293,0.16
850.52
-1690.5
840
201.501,23.19,23.39,23.37,23.76,22.70,23.23,-0.2330,0.03
850.52
-1690.5
840
202.001,23.19,23.35,23.37,23.77,22.71,23.24,-0.2366,0.02
850.52
-1690.5
840
202.501,23.24,23.35,23.37,23.77,22.71,23.24,-0.2401,0.10
850.52
-1690.5
840
203.001,23.19,23.39,23.37,23.77,22.72,23.24,-0.2437,-0.03
850.52
-1690.5
840
203.501,23.24,23.39,23.37,23.78,22.72,23.25,-0.2474,-0.16
850.52
-1690.5
840
204.001,23.24,23.35,23.37,23.78,22.72,23.25,-0.2509,-0.07
850.52
-1690.5
840
204.501,23.24,23.39,23.41,23.78,22.73,23.25,-0.2544,-0.08
850.52
-1690.5
840
205.001,23.19,23.39,23.41,23.79,22.73,23.26,-0.2580,-0.16
850.52
-1690.5
840
205.501,23.19,23.39,23.41,23.79,22.73,23.26,-0.2614,-0.12
850.52
-1690.5
840
206.001,23.19,23.39,23.41,23.79,22.74,23.26,-0.2648,-0.12
850.52
-1690.5
840
206.501,23.19,23.39,23.41,23.80,22.74,23.27,-0.2682,-0.12
850.52
-1690.5
840
207.001,23.24,23.39,23.41,23.80,22.74,23.27,-0.2716,-0.17
850.52
-1690.5
840
207.501,23.24,23.39,23.41,23.80,22.75,23.27,-0.2749,-0.22
850.52
-1690.5
840
208.001,23.19,23.39,23.41,23.81,22.75,23.28,-0.2782,-0.18
850.52
-1690.5
840
208.501,23.24,23.39,23.41,23.81,22.75,23.28,-0.2814,-0.18
850.52
-1690.5
840
209.001,23.19,23.39,23.41,23.81,22.76,23.28,-0.2846,-0.19
850.52
-1690.5
840
209.501,23.24,23.39,23.41,23.82,22.76,23.29,-0.2878,-0.19
850.52
-1690.5
840
210.001,23.19,23.39,23.41,23.82,22.76,23.29,-0.2908,-0.19
850.52
-1690.5
840
210.501,23.19,23.39,23.41,23.82,22.77,23.29,-0.2939,-0.15
850.52
-1690.5
840
211.001,23.19,23.39,23.41,23.82,22.77,23.30,-0.2968,-0.15
850.52
-1690.5
840
211.501,23.24,23.39,23.45,23.83,22.77,23.30,-0.2998,-0.21
850.52
-1690.5
840
212.001,23.19,23.39,23.45,23.83,22.78,23.30,-0.3027,-0.21
850.52
-1690.5
840
212.501,23.24,23.42,23.45,23.83,22.78,23.31,-0.3058,-0.34
850.52
-1690.5
840
213.001,23.19,23.42,23.45,23.84,22.78,23.31,-0.3089,-0.47
850.52
-1690.5
840
213.501,23.24,23.42,23.45,23.84,22.79,23.31,-0.3121,-0.48
850.52
-1690.5
840
214.001,23.24,23.42,23.45,23.84,22.79,23.32,-0.3152,-0.53
850.52
-1690.5
840
214.501,23.19,23.42,23.45,23.84,22.79,23.32,-0.3182,-0.49
850.52
