Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
0.001028299331665039,30.0,0.0,16.26,15.43,15.27,,15.27,0.0
0.473285436630249,30.0,0.0,16.3,15.47,15.27,,15.27,0.0
0.8414955139160156,30.0,0.0,16.35,15.5,15.27,,15.27,0.0
1.198185920715332,30.0,0.0,16.35,15.54,15.27,,15.27,0.0
1.573256015777588,30.0,0.0,16.39,15.58,15.27,,15.27,0.0
1.9590225219726562,30.0,0.0,16.44,15.61,15.27,,15.27,0.0
2.3319108486175537,30.0,0.0,16.48,15.61,15.3,,15.3,0.0
2.7137813568115234,30.0,0.0,16.53,15.61,15.3,,15.3,0.0
3.074702262878418,30.0,0.0,16.53,15.68,15.3,,15.3,0.0
3.859116554260254,30.0,0.0,16.97,17.04,16.14,,16.14,40.0
4.219713449478149,30.0,0.0,17.02,17.07,16.18,,16.18,40.0
4.598541736602783,30.0,0.0,17.06,17.07,16.22,,16.22,40.0
4.974321603775024,30.0,0.0,17.2,17.11,16.26,,16.26,40.0
5.349325180053711,30.0,0.0,17.38,17.14,16.26,,16.26,40.0
5.7235107421875,30.0,0.0,17.6,17.18,16.3,,16.3,40.0
6.095536947250366,30.0,0.0,17.91,17.18,16.33,,16.33,40.0
6.473443984985352,30.0,0.0,18.27,17.21,16.37,,16.37,40.0
6.853369474411011,30.0,0.0,18.63,17.21,16.41,,16.41,40.0
7.216481924057007,30.0,0.0,18.94,17.25,16.45,,16.45,40.0
7.596182346343994,30.0,0.0,19.3,17.25,16.49,,16.49,40.0
7.973313331604004,30.0,0.0,19.66,17.28,16.49,,16.49,40.0
8.34878158569336,30.0,0.0,20.02,17.28,16.56,,16.56,40.0
8.72859263420105,30.0,0.0,20.33,17.32,16.56,,16.56,40.0
9.09891152381897,30.0,0.0,20.64,17.35,16.6,,16.6,40.0
9.476644039154053,30.0,0.0,20.96,17.39,16.64,,16.64,40.0
9.848694801330566,30.0,0.0,21.27,17.42,16.64,,16.64,40.0
10.199303388595581,30.0,0.0,21.54,17.46,16.71,,16.71,40.0
10.557522773742676,30.0,0.0,21.85,17.49,16.71,,16.71,40.0
10.927630424499512,30.0,0.0,22.12,17.56,16.71,,16.71,40.0
11.307479619979858,30.0,0.0,22.34,17.6,16.79,,16.79,40.0
11.694891452789307,30.0,0.0,22.61,17.67,16.82,,16.82,40.0
12.199483394622803,30.0,0.0,22.88,17.7,16.82,,16.82,40.0
12.693197250366211,30.0,0.0,23.1,17.77,16.86,,16.86,40.0
13.207514762878418,30.0,0.0,23.33,17.84,16.9,,16.9,40.0
13.698578596115112,30.0,0.0,23.55,17.91,16.9,,16.9,40.0
14.20696210861206,30.0,0.0,23.78,17.95,16.94,,16.94,40.0
14.706523180007935,30.0,0.0,24.0,18.05,16.98,,16.98,40.0
15.223925352096558,30.0,0.0,24.22,18.12,17.01,,17.01,40.0
15.706900835037231,30.0,0.0,24.45,18.19,17.01,,17.01,40.0
16.21404480934143,30.0,0.0,24.63,18.26,17.05,,17.05,40.0
16.72438955307007,30.0,0.0,24.81,18.33,17.09,,17.09,40.0
17.215460062026978,30.0,0.0,25.03,18.4,17.09,,17.09,40.0
17.72256588935852,30.0,0.0,25.21,18.47,17.16,,17.16,40.0
18.227064847946167,30.0,0.0,25.39,18.57,17.2,,17.2,40.0
18.72308111190796,30.0,0.0,25.57,18.64,17.2,,17.2,40.0
19.21538805961609,30.0,0.0,25.74,18.75,17.24,,17.24,40.0
19.722177028656006,30.0,0.0,25.92,18.81,17.28,,17.28,40.0
20.215578317642212,30.0,0.0,26.1,18.88,17.35,,17.35,40.0
20.722229957580566,30.0,0.0,26.28,18.95,17.35,,17.35,40.0
21.223339796066284,30.0,0.0,26.42,19.06,17.39,,17.39,40.0
21.737539291381836,30.0,0.0,26.6,19.12,17.42,,17.42,40.0
22.24078607559204,30.0,0.0,26.73,19.23,17.46,,17.46,40.0
22.722569942474365,30.0,0.0,26.91,19.33,17.5,,17.5,40.0
23.223606824874878,30.0,0.0,27.04,19.4,17.54,,17.54,40.0
23.739900827407837,30.0,0.0,27.18,19.47,17.54,,17.54,40.0
24.236342668533325,30.0,0.0,27.36,19.57,17.61,,17.61,40.0
24.740203857421875,30.0,0.0,27.49,19.67,17.69,,17.69,40.0
25.248945951461792,30.0,0.0,27.62,19.74,17.69,,17.69,40.0
25.737144708633423,30.0,0.0,27.76,19.81,17.76,,17.76,40.0
26.24049139022827,30.0,0.0,27.89,19.91,17.76,,17.76,40.0
26.739298343658447,30.0,0.0,28.03,20.01,17.83,,17.83,40.0
27.235697984695435,30.0,0.0,28.16,20.08,17.87,,17.87,40.0
27.755535364151,30.0,0.0,28.3,20.15,17.91,,17.91,40.0
28.24045991897583,30.0,0.0,28.43,20.25,17.98,,17.98,40.0
28.738727807998657,30.0,0.0,28.56,20.32,18.02,,18.02,40.0
29.253626823425293,30.0,0.0,28.65,20.42,18.06,,18.06,40.0
29.757155418395996,30.0,0.0,28.79,20.49,18.13,,18.13,40.0
30.24851655960083,30.0,0.0,28.92,20.62,18.17,,18.17,40.0
30.754837036132812,30.0,0.0,29.06,20.66,18.21,,18.21,40.0
31.255263090133667,30.0,0.0,29.15,20.76,18.28,,18.28,40.0
31.745439529418945,30.0,0.0,29.28,20.86,18.32,,18.32,40.0
32.25609993934631,30.0,0.0,29.37,20.93,18.39,,18.39,40.0
32.756410360336304,30.0,0.0,29.5,21.03,18.43,,18.43,40.0
33.268983602523804,30.0,0.0,29.59,21.09,18.46,,18.46,40.0
33.7546820640564,30.0,0.0,29.73,21.19,18.54,,18.54,40.0
34.25586009025574,30.0,0.0,29.82,21.26,18.58,,18.58,40.0
34.77210783958435,30.0,0.0,29.95,21.33,18.65,,18.65,40.0
35.27661061286926,30.0,0.0,30.04,21.43,18.72,,18.72,40.0
35.75518274307251,30.0,0.0,30.18,21.53,18.76,,18.76,40.0
36.27060675621033,30.0,0.0,30.26,21.6,18.8,,18.8,40.0
36.77330565452576,30.0,0.0,30.35,21.7,18.87,,18.87,40.0
37.27320194244385,30.0,0.0,30.44,21.76,18.94,,18.94,40.0
37.7737181186676,30.0,0.0,30.58,21.83,19.02,,19.02,40.0
38.27358889579773,30.0,0.0,30.67,21.93,19.05,,19.05,40.0
38.78562045097351,30.0,0.0,30.76,22.03,19.13,,19.13,40.0
39.272982120513916,30.0,0.0,30.89,22.1,19.16,,19.16,40.0
39.77289366722107,30.0,0.0,30.98,22.16,19.24,,19.24,40.0
40.283750772476196,30.0,0.0,31.07,22.26,19.31,,19.31,40.0
40.79041147232056,30.0,0.0,31.16,22.33,19.38,,19.38,40.0
41.27277374267578,30.0,0.0,31.25,22.43,19.42,,19.42,40.0
41.78803038597107,30.0,0.0,31.34,22.5,19.49,,19.49,40.0
42.28617835044861,30.0,0.0,31.43,22.56,19.57,,19.57,40.0
42.78230381011963,30.0,0.0,31.56,22.66,19.6,,19.6,40.0
43.287598848342896,30.0,0.0,31.61,22.73,19.71,,19.71,40.0
43.79054808616638,30.0,0.0,31.7,22.83,19.75,,19.75,40.0
44.2859628200531,30.0,0.0,31.79,22.89,19.82,,19.82,40.0
44.79026126861572,30.0,0.0,31.88,22.96,19.89,,19.89,40.0
45.279289960861206,30.0,0.0,32.01,23.02,19.97,,19.97,40.0
45.78593564033508,30.0,0.0,32.05,23.12,20.0,,20.0,40.0
46.29048180580139,30.0,0.0,32.14,23.19,20.08,,20.08,40.0
46.79878568649292,30.0,0.0,32.23,23.26,20.15,,20.15,40.0
47.305105447769165,30.0,0.0,32.32,23.35,20.22,,20.22,40.0
47.80645251274109,30.0,0.0,32.41,23.42,20.26,,20.26,40.0
48.290621519088745,30.0,0.0,32.5,23.49,20.37,,20.37,40.0
48.80220937728882,30.0,0.0,32.55,23.59,20.4,,20.4,40.0
49.30529189109802,30.0,0.0,32.64,23.65,20.48,,20.48,40.0
49.808236598968506,30.0,0.0,32.73,23.72,20.55,,20.55,40.0
50.30055069923401,30.0,0.0,32.82,23.82,20.58,,20.58,40.0
50.8050971031189,30.0,0.0,32.86,23.88,20.69,,20.69,40.0
51.311476945877075,30.0,0.0,32.95,23.95,20.73,,20.73,40.0
51.81782054901123,30.0,0.0,33.04,24.01,20.8,,20.8,40.0
52.306726932525635,30.0,0.0,33.08,24.11,20.87,,20.87,40.0
52.80034589767456,30.0,0.0,33.17,24.18,20.98,,20.98,40.0
53.32079362869263,30.0,0.0,33.26,24.24,21.02,,21.02,40.0
53.80598711967468,30.0,0.0,33.35,24.31,21.13,,21.13,40.0
54.31686568260193,30.0,0.0,33.4,24.37,21.16,,21.16,40.0
54.82199692726135,30.0,0.0,33.49,24.47,21.23,,21.23,40.0
55.32801127433777,30.0,0.0,33.53,24.54,21.27,,21.27,40.0
55.818429470062256,30.0,0.0,33.62,24.6,21.38,,21.38,40.0
56.32167291641235,30.0,0.0,33.71,24.67,21.41,,21.41,40.0
56.82925224304199,30.0,0.0,33.76,24.73,21.49,,21.49,40.0
57.321486949920654,30.0,0.0,33.84,24.8,21.56,,21.56,40.0
57.82915186882019,30.0,0.0,33.89,24.89,21.63,,21.63,40.0
58.33157658576965,30.0,0.0,33.98,24.93,21.7,,21.7,40.0
58.83004379272461,30.0,0.0,34.07,25.03,21.77,,21.77,40.0
59.33789277076721,30.0,0.0,34.11,25.09,21.81,,21.81,40.0
59.82899570465088,30.0,0.0,34.16,25.16,21.88,,21.88,40.0
60.335941553115845,30.0,0.0,34.25,25.22,21.95,,21.95,40.0
60.837719440460205,30.0,0.0,34.29,25.29,22.02,,22.02,40.0
61.332616329193115,30.0,0.0,34.38,25.35,22.13,,22.13,40.0
61.83878445625305,30.0,0.0,34.43,25.42,22.17,,22.17,40.0
62.32798767089844,30.0,0.0,34.47,25.48,22.24,,22.24,40.0
62.84938049316406,30.0,0.0,34.56,25.55,22.31,,22.31,40.0
63.338934898376465,30.0,0.0,34.61,25.61,22.34,,22.34,40.0
63.84047794342041,30.0,0.0,34.7,25.68,22.45,,22.45,40.0
64.34763193130493,30.0,0.0,34.74,25.77,22.52,,22.52,40.0
64.8515477180481,30.0,0.0,34.83,25.84,22.56,,22.56,40.0
65.34034299850464,30.0,0.0,34.87,25.9,22.63,,22.63,40.0
65.84797167778015,30.0,0.0,34.92,25.97,22.7,,22.7,40.0
66.34947228431702,30.0,0.0,35.01,26.03,22.77,,22.77,40.0
66.84806656837463,30.0,0.0,35.05,26.06,22.84,,22.84,40.0
67.33934688568115,30.0,0.0,35.14,26.16,22.88,,22.88,40.0
67.83970189094543,30.0,0.0,35.19,26.23,22.95,,22.95,40.0
68.34707999229431,30.0,0.0,35.23,26.29,23.02,,23.02,40.0
68.83856725692749,30.0,0.0,35.32,26.32,23.09,,23.09,40.0
69.3631842136383,30.0,0.0,35.37,26.42,23.16,,23.16,40.0
69.85288667678833,30.0,0.0,35.41,26.49,23.23,,23.23,40.0
70.35082912445068,30.0,0.0,35.5,26.52,23.3,,23.3,40.0
70.85624265670776,30.0,0.0,35.55,26.58,23.37,,23.37,40.0
71.38488173484802,30.0,0.0,35.59,26.65,23.41,,23.41,40.0
71.85971331596375,30.0,0.0,35.68,26.71,23.48,,23.48,40.0
72.36323285102844,30.0,0.0,35.72,26.78,23.55,,23.55,40.0
72.86353826522827,30.0,0.0,35.77,26.84,23.62,,23.62,40.0
73.3549017906189,30.0,0.0,35.81,26.91,23.69,,23.69,40.0
