Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.0160644054412842,22.0,0.0,35.59,36.67,38.27,,38.27,0.0,3.02,3.56,3.67
1.1828856468200684,22.0,0.0,35.59,36.64,38.24,,38.24,0.0,3.02,3.55,3.67
1.3852002620697021,22.0,0.0,35.55,36.57,38.17,,38.17,0.0,3.02,3.55,3.66
1.5882933139801025,22.0,0.0,35.5,36.57,38.13,,38.13,0.0,3.01,3.54,3.65
1.7837834358215332,22.0,0.0,35.46,36.54,38.1,,38.1,0.0,3.01,3.54,3.65
1.9754900932312012,22.0,0.0,35.41,36.51,38.06,,38.06,0.0,3.0,3.53,3.64
2.169572353363037,22.0,0.0,35.37,36.44,37.99,,37.99,0.0,3.0,3.52,3.63
2.3659756183624268,22.0,0.0,35.32,36.41,37.96,,37.96,0.0,3.0,3.52,3.63
2.5511558055877686,22.0,0.0,35.32,36.38,37.89,,37.89,0.0,2.99,3.51,3.62
2.7252273559570312,22.0,0.0,35.28,36.34,37.89,,37.89,0.0,2.99,3.5,3.61
2.898918628692627,22.0,0.0,35.23,36.31,37.82,,37.82,0.0,2.98,3.5,3.61
3.0629940032958984,22.0,0.0,35.19,36.28,37.78,,37.78,0.0,2.98,3.5,3.6
3.2287113666534424,22.0,0.0,35.14,36.22,37.75,,37.75,0.0,2.97,3.49,3.59
3.420931816101074,22.0,0.0,35.1,36.18,37.68,,37.68,0.0,2.97,3.48,3.59
3.6173288822174072,22.0,0.0,35.05,36.15,37.64,,37.64,0.0,2.96,3.48,3.58
4.005541563034058,22.0,-14.3098,34.07,34.99,36.34,,36.31,-70.0,2.85,3.3,3.4
4.199171304702759,22.0,-14.3096,34.07,34.96,36.27,,36.31,-70.0,2.85,3.3,3.39
4.412718772888184,22.0,-14.3091,33.98,34.92,36.24,,36.31,-70.0,2.84,3.29,3.39
4.62153697013855,22.0,-14.3078,33.84,34.86,36.21,,36.31,-70.0,2.83,3.29,3.38
4.823832273483276,22.0,-14.3059,33.67,34.86,36.17,,36.31,-70.0,2.82,3.28,3.38
5.018648386001587,22.0,-14.3033,33.44,34.8,36.1,,36.3,-70.0,2.79,3.27,3.37
5.21007776260376,22.0,-14.2995,33.13,34.76,36.07,,36.3,-70.0,2.75,3.27,3.36
5.399740695953369,22.0,-14.2948,32.82,34.73,36.03,,36.29,-70.0,2.72,3.26,3.35
5.590739727020264,22.0,-14.2891,32.5,34.7,35.96,,36.29,-70.0,2.68,3.26,3.35
5.7813849449157715,22.0,-14.2822,32.14,34.63,35.93,,36.28,-70.0,2.64,3.25,3.34
6.0265257358551025,22.0,-14.2741,31.83,34.6,35.86,,36.27,-70.0,2.61,3.24,3.33
6.53009295463562,22.0,-14.2649,31.52,34.54,35.82,,36.26,-70.0,2.58,3.24,3.33
7.031084299087524,22.0,-14.2545,31.2,34.47,35.72,,36.25,-70.0,2.54,3.23,3.31
7.5317018032073975,22.0,-14.2427,30.89,34.38,35.65,,36.24,-70.0,2.51,3.22,3.31
8.031256914138794,22.0,-14.2295,30.58,34.31,35.58,,36.23,-70.0,2.48,3.2,3.3
8.534653902053833,22.0,-14.2153,30.31,34.25,35.54,,36.22,-70.0,2.44,3.19,3.29
9.03236198425293,22.0,-14.1999,30.04,34.18,35.51,,36.2,-70.0,2.41,3.18,3.28
9.53150463104248,22.0,-14.1835,29.77,34.12,35.47,,36.18,-70.0,2.39,3.17,3.28
10.038693189620972,22.0,-14.1662,29.55,34.06,35.44,,36.17,-70.0,2.36,3.16,3.27
10.529914617538452,22.0,-14.1478,29.28,33.99,35.4,,36.15,-70.0,2.33,3.15,3.27
11.032068729400635,22.0,-14.1285,29.06,33.93,35.33,,36.13,-70.0,2.31,3.14,3.26
11.539863348007202,22.0,-14.1083,28.83,33.86,35.33,,36.11,-70.0,2.28,3.13,3.26
12.044973850250244,22.0,-14.0873,28.61,33.8,35.26,,36.09,-70.0,2.26,3.12,3.25
12.5455961227417,22.0,-14.0654,28.39,33.74,35.23,,36.07,-70.0,2.23,3.11,3.25
13.046315908432007,22.0,-14.0425,28.21,33.64,35.16,,36.04,-70.0,2.21,3.1,3.24
13.55058240890503,22.0,-14.0187,27.98,33.57,35.16,,36.02,-70.0,2.19,3.09,3.24
14.044193983078003,22.0,-13.9942,27.85,33.51,35.12,,35.99,-70.0,2.17,3.08,3.23
14.554383754730225,22.0,-13.969,27.62,33.45,35.09,,35.97,-70.0,2.15,3.07,3.23
15.052563190460205,22.0,-13.9429,27.45,33.35,35.06,,35.94,-70.0,2.13,3.05,3.22
15.551892757415771,22.0,-13.9159,27.27,33.29,35.02,,35.92,-70.0,2.12,3.04,3.22
16.05436897277832,22.0,-13.8884,27.13,33.22,34.99,,35.89,-70.0,2.1,3.04,3.21
16.553681135177612,22.0,-13.8601,26.95,33.13,34.95,,35.86,-70.0,2.08,3.02,3.21
17.060569524765015,22.0,-13.8309,26.77,33.06,34.92,,35.83,-70.0,2.06,3.01,3.2
17.559412956237793,22.0,-13.8013,26.64,33.0,34.88,,35.8,-70.0,2.04,3.0,3.2
18.049490928649902,22.0,-13.7709,26.46,32.9,34.85,,35.77,-70.0,2.02,2.99,3.19
18.56097149848938,22.0,-13.7397,26.28,32.84,34.78,,35.74,-70.0,2.01,2.98,3.18
19.06380820274353,22.0,-13.7078,26.15,32.74,34.74,,35.71,-70.0,1.99,2.96,3.18
19.565070867538452,22.0,-13.6752,26.01,32.65,34.71,,35.68,-70.0,1.97,2.95,3.17
20.068576335906982,22.0,-13.6419,25.88,32.58,34.64,,35.64,-70.0,1.96,2.94,3.16
20.559632778167725,22.0,-13.608,25.74,32.49,34.6,,35.61,-70.0,1.95,2.92,3.16
21.067939519882202,22.0,-13.5735,25.57,32.42,34.57,,35.57,-70.0,1.93,2.91,3.15
21.562033653259277,22.0,-13.5383,25.43,32.32,34.53,,35.54,-70.0,1.91,2.9,3.15
22.065379858016968,22.0,-13.5024,25.34,32.23,34.46,,35.5,-70.0,1.9,2.89,3.14
22.57431411743164,22.0,-13.466,25.16,32.16,34.43,,35.47,-70.0,1.89,2.87,3.13
23.075939893722534,22.0,-13.429,25.03,32.07,34.36,,35.43,-70.0,1.87,2.86,3.12
23.574777603149414,22.0,-13.3912,24.89,31.97,34.33,,35.39,-70.0,1.86,2.84,3.12
24.07837152481079,22.0,-13.3529,24.81,31.88,34.26,,35.35,-70.0,1.84,2.83,3.11
24.57912015914917,22.0,-13.314,24.67,31.81,34.19,,35.31,-70.0,1.83,2.82,3.1
25.081385612487793,22.0,-13.2747,24.54,31.72,34.15,,35.27,-70.0,1.81,2.81,3.09
25.58282208442688,22.0,-13.2346,24.4,31.62,34.08,,35.23,-70.0,1.8,2.79,3.08
26.079185724258423,22.0,-13.1942,24.31,31.56,34.05,,35.19,-70.0,1.79,2.78,3.08
26.584499835968018,22.0,-13.1533,24.18,31.46,33.98,,35.15,-70.0,1.77,2.77,3.07
27.089287996292114,22.0,-13.1117,24.04,31.36,33.94,,35.11,-70.0,1.76,2.76,3.06
27.592488288879395,22.0,-13.0698,23.95,31.3,33.88,,35.07,-70.0,1.75,2.74,3.05
28.0909743309021,22.0,-13.0274,23.87,31.2,33.81,,35.03,-70.0,1.74,2.73,3.04
28.590807676315308,22.0,-12.9847,23.73,31.14,33.77,,34.98,-70.0,1.73,2.72,3.04
29.091922760009766,22.0,-12.9415,23.6,31.04,33.7,,34.94,-70.0,1.71,2.7,3.03
29.58985996246338,22.0,-12.8979,23.51,30.98,33.67,,34.9,-70.0,1.7,2.69,3.02
30.094499588012695,22.0,-12.854,23.42,30.88,33.6,,34.85,-70.0,1.69,2.68,3.02
30.5972957611084,22.0,-12.8098,23.33,30.82,33.53,,34.81,-70.0,1.68,2.67,3.01
31.09657120704651,22.0,-12.7652,23.19,30.72,33.46,,34.77,-70.0,1.67,2.65,3.0
31.599271297454834,22.0,-12.7202,23.1,30.66,33.39,,34.72,-70.0,1.66,2.64,2.99
