Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.2283568382263184,35.0,10.567,23.95,24.24,24.4,,24.43,70.0,1.75,1.68,1.73
1.5200133323669434,35.0,10.5673,23.95,24.24,24.43,,24.43,70.0,1.75,1.68,1.72
2.028029680252075,35.0,10.5674,24.0,24.27,24.43,,24.43,70.0,1.75,1.67,1.72
2.518568515777588,35.0,10.5671,24.13,24.27,24.43,,24.43,70.0,1.77,1.68,1.73
3.021998167037964,35.0,10.5664,24.45,24.24,24.43,,24.43,70.0,1.8,1.67,1.73
3.52500057220459,35.0,10.5649,24.85,24.27,24.43,,24.44,70.0,1.85,1.68,1.72
4.028091669082642,35.0,10.5621,25.34,24.27,24.43,,24.44,70.0,1.9,1.68,1.73
4.516809701919556,35.0,10.558,25.92,24.27,24.43,,24.44,70.0,1.96,1.68,1.73
5.033636808395386,35.0,10.5526,26.51,24.27,24.4,,24.45,70.0,2.03,1.68,1.73
5.552030563354492,35.0,10.5457,27.13,24.27,24.43,,24.45,70.0,2.1,1.68,1.73
6.031598091125488,35.0,10.5374,27.76,24.27,24.4,,24.46,70.0,2.17,1.68,1.72
6.535765647888184,35.0,10.5275,28.34,24.31,24.4,,24.47,70.0,2.23,1.68,1.73
7.032649517059326,35.0,10.5161,28.92,24.31,24.4,,24.48,70.0,2.29,1.68,1.72
7.534307241439819,35.0,10.5032,29.5,24.34,24.43,,24.5,70.0,2.36,1.69,1.72
8.038630247116089,35.0,10.4888,30.04,24.37,24.43,,24.51,70.0,2.41,1.69,1.73
8.535282611846924,35.0,10.4729,30.58,24.4,24.43,,24.53,70.0,2.47,1.7,1.72
9.052222490310669,35.0,10.4556,31.07,24.44,24.4,,24.54,70.0,2.53,1.7,1.72
9.536521673202515,35.0,10.4367,31.61,24.5,24.43,,24.56,70.0,2.59,1.71,1.72
10.03907060623169,35.0,10.4163,32.05,24.54,24.4,,24.58,70.0,2.64,1.72,1.73
10.542336225509644,35.0,10.3945,32.55,24.6,24.43,,24.61,70.0,2.69,1.73,1.73
11.044999122619629,35.0,10.3712,32.99,24.67,24.43,,24.63,70.0,2.74,1.74,1.73
11.551008939743042,35.0,10.3464,33.4,24.73,24.4,,24.65,70.0,2.78,1.74,1.72
