temps_s,temperature_C
0.000,30.39
0.502,30.30
1.003,30.28
1.505,30.16
2.006,30.03
2.507,29.91
3.009,29.82
3.511,29.80
4.011,29.57
4.513,29.44
5.015,29.35
5.516,29.21
6.017,29.12
6.519,28.99
7.020,28.78
7.522,28.67
8.023,28.58
8.524,28.44
9.026,28.29
9.528,28.17
10.028,27.99
10.530,27.88
11.032,27.81
11.533,27.61
12.034,27.52
12.536,27.36
13.037,27.27
13.539,27.29
14.040,27.00
14.542,26.88
15.043,26.77
15.545,26.63
16.046,26.63
16.547,26.48
17.049,26.34
17.551,26.25
18.052,26.13
18.553,26.02
19.055,26.00
19.557,25.84
20.057,25.70
20.559,25.63
21.061,25.57
21.562,25.52
22.063,25.45
22.565,25.25
23.067,25.18
23.568,25.07
24.069,25.00
24.571,24.95
25.073,24.84
25.574,24.75
26.076,24.68
26.577,24.59
27.078,24.59
27.580,24.54
28.082,24.38
28.583,24.29
29.084,24.20
29.586,24.17
30.088,24.11
30.588,23.99
31.090,23.95
31.592,23.88
32.093,23.81
32.594,23.83
33.096,23.74
33.598,23.62
34.099,23.56
34.600,23.51
35.102,23.46
35.603,23.42
36.105,23.35
36.606,23.26
37.108,23.19
37.609,23.17
38.111,23.19
38.612,23.03
39.113,22.96
39.615,22.98
40.117,22.89
40.618,22.89
41.119,22.84
41.621,22.73
42.123,22.70
42.623,22.63
43.125,22.61
43.627,22.59
44.129,22.47
44.629,22.43
45.131,22.40
45.633,22.36
46.134,22.38
46.635,22.33
47.137,22.24
47.639,22.20
48.140,22.13
48.641,22.13
49.143,22.08
49.644,22.01
50.146,21.96
50.647,21.94
51.148,21.89
51.650,21.96
52.152,21.82
52.653,21.78
53.154,21.78
53.656,21.71
54.158,21.73
54.658,21.68
55.160,21.62
55.662,21.59
56.164,21.50
56.664,21.50
57.166,21.50
57.668,21.41
58.169,21.38
58.670,21.36
59.172,21.29
59.673,21.43
60.175,21.24
60.676,21.20
61.178,21.17
61.679,21.13
62.181,21.15
62.682,21.15
63.183,21.03
63.685,21.03
64.187,20.96
64.689,20.99
65.189,20.94
65.691,20.89
66.193,20.87
66.693,20.85
67.195,20.82
67.697,20.87
68.198,20.75
68.700,20.70
69.201,20.68
69.703,20.66
70.204,20.68
70.706,20.66
71.207,20.59
71.708,20.54
72.210,20.52
72.712,20.49
73.212,20.52
73.714,20.42
74.216,20.42
74.718,20.38
75.218,20.38
75.720,20.45
76.222,20.35
76.723,20.31
77.224,20.24
77.726,20.28
78.227,20.28
78.729,20.28
79.230,20.14
79.732,20.14
80.233,20.14
80.735,20.12
81.236,20.14
81.737,20.02
82.239,20.00
82.741,20.02
83.242,20.00
83.743,20.00
84.245,19.93
84.747,19.95
85.247,19.91
85.749,19.88
86.251,19.95
86.752,19.88
87.253,19.83
87.755,19.83
88.257,19.79
88.758,19.79
89.259,19.76
89.761,19.69
90.262,19.67
90.764,19.67
91.265,19.69
91.767,19.74
92.268,19.62
92.770,19.60
93.271,19.57
93.772,19.55
94.274,19.57
94.776,19.57
95.276,19.50
95.778,19.50
96.280,19.46
96.782,19.46
97.282,19.46
97.784,19.41
98.286,19.38
98.787,19.36
99.288,19.34
99.790,19.41
100.291,19.29
100.793,19.27
101.294,19.24
101.796,19.24
102.297,19.24
102.799,19.27
