Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.3192613124847412,30,0.0,22.57,22.86,22.95,,22.95,-20.0,1.6,1.47,1.52
1.5996975898742676,30,0.0,22.57,22.89,22.98,,22.98,-20.0,1.6,1.47,1.52
2.0258843898773193,30,0.0,22.57,22.93,23.02,,23.02,-20.0,1.6,1.48,1.53
2.534010887145996,30,0.0,22.57,22.93,23.06,,23.06,-20.0,1.6,1.48,1.53
3.0354106426239014,30,0.0,22.48,22.93,23.06,,23.06,-20.0,1.59,1.48,1.53
3.5347118377685547,30,0.0,22.43,22.93,23.06,,23.06,-20.0,1.58,1.48,1.53
4.036139726638794,30,0.0,22.3,22.93,23.06,,23.06,-20.0,1.57,1.48,1.53
4.535490036010742,30,0.0,22.21,22.93,23.06,,23.06,-20.0,1.56,1.48,1.53
5.0352606773376465,30,0.0,22.08,22.93,23.06,,23.06,-20.0,1.54,1.48,1.53
5.535198211669922,30,0.0,21.99,22.93,23.06,,23.06,-20.0,1.53,1.48,1.53
6.047946453094482,30,0.0,21.85,22.89,23.06,,23.06,-20.0,1.52,1.47,1.53
6.545077800750732,30,0.0,21.76,22.89,23.02,,23.02,-20.0,1.51,1.47,1.53
7.044470310211182,30,0.0,21.63,22.89,23.02,,23.02,-20.0,1.5,1.47,1.53
7.5431694984436035,30,0.0,21.54,22.89,23.02,,23.02,-20.0,1.49,1.47,1.53
8.042505025863647,30,0.0,21.45,22.89,23.02,,23.02,-20.0,1.48,1.47,1.53
8.554739236831665,30,0.0,21.36,22.86,23.02,,23.02,-20.0,1.47,1.47,1.53
9.054811239242554,30,0.0,21.27,22.86,23.02,,23.02,-20.0,1.46,1.47,1.53
9.5527925491333,30,0.0,21.14,22.86,23.02,,23.02,-20.0,1.45,1.47,1.53
10.053642511367798,30,0.0,21.09,22.86,23.02,,23.02,-20.0,1.44,1.46,1.53
10.55213713645935,30,0.0,21.0,22.83,23.02,,23.02,-20.0,1.43,1.46,1.53
11.05111837387085,30,0.0,20.91,22.83,23.02,,23.02,-20.0,1.42,1.46,1.53
11.552289247512817,30,0.0,20.82,22.79,22.98,,22.98,-20.0,1.41,1.46,1.52
12.065543174743652,30,0.0,20.78,22.79,22.98,,22.98,-20.0,1.4,1.46,1.52
12.563348054885864,30,0.0,20.69,22.79,22.98,,22.98,-20.0,1.39,1.46,1.52
13.06310510635376,30,0.0,20.64,22.76,22.98,,22.98,-20.0,1.39,1.45,1.52
