Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.3045942783355713,30,0.0,22.03,21.83,21.13,,21.13,-10.0,1.54,1.31,1.27
1.668595314025879,30,0.0,22.03,21.83,21.13,,21.13,-10.0,1.54,1.31,1.27
2.037313938140869,30,0.0,22.03,21.83,21.13,,21.13,-10.0,1.54,1.31,1.27
2.5392680168151855,30,0.0,21.99,21.83,21.13,,21.13,-10.0,1.53,1.31,1.27
3.035891532897949,30,0.0,21.99,21.83,21.16,,21.16,-10.0,1.53,1.31,1.28
3.5352590084075928,30,0.0,21.94,21.83,21.16,,21.16,-10.0,1.53,1.31,1.28
4.034787654876709,30,0.0,21.85,21.83,21.16,,21.16,-10.0,1.52,1.31,1.28
4.533752202987671,30,0.0,21.81,21.8,21.16,,21.16,-10.0,1.52,1.31,1.28
5.0475242137908936,30,0.0,21.72,21.8,21.2,,21.2,-10.0,1.51,1.31,1.28
5.5503010749816895,30,0.0,21.67,21.8,21.2,,21.2,-10.0,1.5,1.31,1.28
6.046340465545654,30,0.0,21.63,21.83,21.23,,21.23,-10.0,1.5,1.31,1.29
6.542693614959717,30,0.0,21.54,21.8,21.23,,21.23,-10.0,1.49,1.31,1.29
7.046452760696411,30,0.0,21.49,21.8,21.23,,21.23,-10.0,1.48,1.31,1.29
7.548556327819824,30,0.0,21.45,21.8,21.27,,21.27,-10.0,1.48,1.31,1.29
8.048292875289917,30,0.0,21.36,21.8,21.27,,21.27,-10.0,1.47,1.31,1.29
8.551795482635498,30,0.0,21.31,21.8,21.31,,21.31,-10.0,1.46,1.31,1.3
9.058521509170532,30,0.0,21.27,21.8,21.31,,21.31,-10.0,1.46,1.31,1.3
9.558931350708008,30,0.0,21.22,21.8,21.31,,21.31,-10.0,1.45,1.31,1.3
10.053378582000732,30,0.0,21.18,21.8,21.34,,21.34,-10.0,1.45,1.31,1.3
10.552124977111816,30,0.0,21.14,21.8,21.34,,21.34,-10.0,1.44,1.31,1.3
