time,signal1
90.5,5.25658756407613
91,5.2982858317694
91.5,5.33999422210327
92,5.38171134766716
92.5,5.42343583369841
93,5.46516631800704
93.5,5.506901450901
94,5.54863989511157
94.5,5.5903803257192
95,5.63212143007957
95.5,5.67386190775001
96,5.71560047041619
96.5,5.75733584181912
97,5.7990667576825
97.5,5.84079196564032
98,5.8825102251648
98.5,5.92422030749463
99,5.96592099556346
99.5,6.00761108392879
100,6.0492893787011
100.5,6.09095469747326
101,6.13260586925033
101.5,6.17424173437953
102,6.21586114448064
102.5,6.25746296237665
103,6.29904606202463
103.5,6.34060932844706
104,6.38215165766327
104.5,6.42367195662137
105,6.46516914313031
105.5,6.50664214579232
106,6.54808990393563
106.5,6.5895113675475
107,6.63090549720749
107.5,6.67227126402109
108,6.7136076495536
108.5,6.75491364576429
109,6.7961882549409
109.5,6.8374304896344
110,6.87863937259401
110.5,6.91981393670257
111,6.96095322491217
111.5,7.00205629018004
112,7.04312219540476
112.5,7.08415001336276
113,7.12513882664509
113.5,7.16608772759444
114,7.20699581824254
114.5,7.24786221024774
115,7.28868602483292
115.5,7.32946639272369
116,7.37020245408687
116.5,7.41089335846918
117,7.45153826473636
117.5,7.49213634101238
118,7.5326867646191
118.5,7.5731887220161
119,7.6136414087408
119.5,7.65404402934892
120,7.69439579735514
120.5,7.73469593517406
121,7.77494367406145
121.5,7.81513825405578
122,7.85527892391996
122.5,7.89536494108342
123,7.93539557158446
123.5,7.97537009001278
124,8.01528777945241
124.5,8.05514793142483
125,8.09494984583233
125.5,8.13469283090174
126,8.17437620312833
126.5,8.21399928721999
127,8.25356141604177
127.5,8.29306193056053
128,8.33250017978997
128.5,8.3718755207359
129,8.41118731834174
129.5,8.45043494543428
130,8.48961778266978
130.5,8.52873521848019
131,8.56778664901978
131.5,8.60677147811193
132,8.64568911719617
132.5,8.68453898527558
133,8.72332050886432
133.5,8.76203312193549
134,8.80067626586923
134.5,8.83924938940108
135,8.87775194857057
135.5,8.91618340667005
136,8.95454323419386
136.5,8.99283090878762
137,9.03104591519788
137.5,9.06918774522197
138,9.10725589765808
138.5,9.14524987825564
139,9.1831691996659
139.5,9.2210133813928
140,9.25878194974401
140.5,9.29647443778232
141,9.33409038527718
141.5,9.37162933865656
142,9.40909085095896
142.5,9.44647448178576
143,9.48377979725372
143.5,9.52100636994783
144,9.55815377887428
144.5,9.59522160941373
145,9.63220945327482
145.5,9.66911690844793
146,9.7059435791591
146.5,9.74268907582428
147,9.77935301500376
147.5,9.81593501935683
148,9.85243471759673
148.5,9.88885174444573
149,9.92518574059058
149.5,9.96143635263804
150,9.99760323307075
150.5,10.0336860402033
151,10.0696844381385
151.5,10.1055980967239
152,10.1414266915085
152.5,10.1771699036998
153,10.2128274201211
153.5,10.2483989331685
154,10.283884140769
154.5,10.3192827463381
155,10.3545944587381
155.5,10.3898189922361
156,10.424956066463
156.5,10.4600054063716
157,10.4949667421963
157.5,10.5298398094117
158,10.5646243486922
158.5,10.599320105872
159,10.6339268319042
159.5,10.6684442828214
160,10.7028722196958
160.5,10.7372104085999
161,10.7714586205666
161.5,10.8056166315508
162,10.8396842223902
162.5,10.8736611787665
163,10.9075472911673
163.5,10.9413423548474
164,10.9750461697911
164.5,11.0086585406744
165,11.042179276827
165.5,11.0756081921952
166,11.1089451053047
166.5,11.1421898392233
167,11.1753422215243
167.5,11.20840208425
168,11.2413692638749
168.5,11.2742436012701
169,11.3070249416667
169.5,11.3397131346203
170,11.3723080339754
170.5,11.4048094978299
171,11.4372173884999
171.5,11.4695315724849
172,11.5017519204327
172.5,11.5338783071048
173,11.5659106113422
173.5,11.5978487160312
174,11.6296925080689
174.5,11.6614418783299
175,11.6930967216323
175.5,11.7246569367046
176,11.7561224261518
176.5,11.7874930964231
177,11.8187688577784
177.5,11.8499496242558
178,11.8810353136393
178.5,11.9120258474262
179,11.942921150795
179.5,11.9737211525734
180,12.0044257852067
180.5,12.0350349847262
181,12.0655486907175
181.5,12.0959668462897
182,12.126289398044
182.5,12.1565162960431
183,12.1866474937802
183.5,12.2166829481489
184,12.2466226194126
184.5,12.2764664711744
185,12.3062144703472
185.5,12.3358665871238
186,12.3654227949475
186.5,12.3948830704822
187,12.4242473935838
187.5,12.4535157472705
188,12.4826881176942
188.5,12.5117644941118
189,12.5407448688561
189.5,12.5696292373084
190,12.598417597869
190.5,12.6271099519303
191,12.6557063038482
191.5,12.6842066609144
192,12.7126110333292
192.5,12.7409194341738
193,12.7691318793833
193.5,12.7972483877193
194,12.8252689807432
194.5,12.8531936827897
195,12.8810225209397
195.5,12.9087555249944
196,12.9363927274485
196.5,12.9639341634648
197,12.9913798708476
197.5,13.0187298900174
198,13.0459842639851
198.5,13.0731430383264
199,13.1002062611568
199.5,13.1271739831063
200,13.1540462572945
200.5,13.1808231393055
201,13.2075046871637
201.5,13.2340909613088
202,13.2605820245718
202.5,13.2869779421506
203,13.3132787815859
203.5,13.3394846127375
204,13.3655955077603
204.5,13.3916115410809
205,13.4175327893739
205.5,13.4433593315388
206,13.4690912486769
206.5,13.494728624068
207,13.5202715431476
207.5,13.5457200934846
208,13.5710743647581
208.5,13.5963344487352
209,13.621500439249
209.5,13.6465724321762
210,13.6715505254148
210.5,13.6964348188631
211,13.7212254143969
211.5,13.7459224158488
212,13.7705259289864
212.5,13.7950360614908
213,13.8194529229361
213.5,13.8437766247674
214,13.868007280281
214.5,13.8921450046029
215,13.9161899146683
215.5,13.9401421292014
216,13.9640017686949
216.5,13.9877689553898
217,14.0114438132553
217.5,14.0350264679688
218,14.0585170468965
218.5,14.0819156790732
219,14.105222495183
219.5,14.1284376275398
220,14.1515612100684
220.5,14.1745933782847
221,14.1975342692773
221.5,14.2203840216881
222,14.243142775694
222.5,14.2658106729878
223,14.2883878567602
223.5,14.3108744716809
224,14.3332706638808
224.5,14.3555765809333
225,14.3777923718371
225.5,14.3999181869974
226,14.421954178209
226.5,14.443900498638
227,14.4657573028044
227.5,14.4875247465652
228,14.5092029870965
228.5,14.5307921828765
229,14.5522924936689
229.5,14.5737040805052
230,14.5950271056687
230.5,14.6162617326773
231,14.6374081262669
231.5,14.6584664523755
232,14.6794368781262
232.5,14.7003195718113
233,14.7211147028764
233.5,14.7418224419039
234,14.7624429605975
234.5,14.7829764317665
235,14.8034230293096
235.5,14.8237829282003
236,14.8440563044703
236.5,14.8642433351954
237,14.8843441984793
237.5,14.904359073439
238,14.9242881401897
238.5,14.9441315798301
239,14.9638895744272
239.5,14.9835623070022
240,15.0031499615152
240.5,15.0226527228517
241,15.0420707768074
241.5,15.0614043100745
242,15.0806535102273
242.5,15.0998185657081
243,15.1188996658137
243.5,15.1378970006811
244,15.1568107612741
244.5,15.1756411393694
245,15.1943883275433
245.5,15.2130525191584
246,15.2316339083499
246.5,15.2501326900126
247,15.268549059788
247.5,15.2868832140507
248,15.3051353498961
248.5,15.3233056651274
249,15.3413943582425
249.5,15.359401628422
250,15.3773276755161
250.5,15.3951727000325
251,15.4129369031241
251.5,15.4306204865764
251.815844935633,15.4417495703948
251.815844935635,15.4417495703948
252,15.4482236527957
252.184155064365,15.4546868539434
252.5,15.465746604797
253,15.4831895461918
253.5,15.5005526811766
254,15.5178362145208
254.5,15.535040351555
255,15.5521652981599
255.5,15.5692112607541
256,15.5861784462832
256.5,15.6030670622083
257,15.6198773164947
257.5,15.636609417601
258,15.6532635744676
258.5,15.6698399965063
259,15.6863388935889
259.5,15.7027604760368
260,15.7191049546101
260.5,15.7353725404969
261,15.7515634453031
261.5,15.7676778810414
262,15.7837160601217
262.5,15.79967819534
263,15.8155644998688
263.5,15.8313751872466
264,15.8471104713683
264.5,15.8627705664748
265,15.8783556871434
265.5,15.8938660482779
266,15.9093018650991
266.5,15.9246633531348
267,15.9399507282105
267.5,15.9551642064402
268,15.9703040042164
268.5,15.9853703382012
269,16.0003634253172
269.5,16.0152834827379
270,16.0301307278789
270.5,16.0449053783891
271,16.0596076521413
271.5,16.0742377672237
272,16.0887959419313
272.5,16.1032823947565
273,16.1176973443814
273.5,16.1320410096684
274,16.1463136096525
274.5,16.1605153635323
275,16.174646490662
275.5,16.1887072105431
276,16.2026977428161
276.5,16.2166183072525
277,16.2304691237469
277.5,16.2442504123088
278,16.2579623930546
278.5,16.2716052862004
279,16.2851793120534
279.5,16.2986846910049
280,16.3121216435223
280.5,16.3254903901419
281,16.3387911514609
281.5,16.3520241481304
282,16.3651896008482
282.5,16.3782877303509
283,16.3913187574073
283.5,16.4042829028109
284,16.4171803873732
284.5,16.4300114319161
285,16.4427762572656
285.5,16.4554750842443
286,16.4681081336652
286.5,16.4806756263245
287,16.4931777829949
287.5,16.5056148244194
288,16.5179869713043
288.5,16.5302944443129
289,16.542537464059
289.5,16.5547162511005
290,16.5668310259331
290.5,16.5788820089842
291,16.5908694206064
291.5,16.6027934810716
292,16.6146544105648
292.5,16.6264524291782
293,16.6381877569051
293.5,16.6498606136341
294,16.6614712191433
294.5,16.6730197930943
295,16.6845065550267
295.5,16.6959317243524
296,16.7072955203497
296.5,16.7185981621583
297,16.7298398687733
297.5,16.7410208590398
298,16.7521413516478
298.5,16.7632015651268
299,16.7742017178403
299.5,16.7851420279806
300,16.796022713564
300.5,16.806843992425
301,16.8176060822121
301.5,16.8283092003821
302,16.8389535641953
302.5,16.8495393907108
303,16.8600668967815
303.5,16.8705362990492
304,16.8809478139401
304.5,16.8913016576598
305,16.901598046189
305.5,16.9118371952786
306,16.9220193204451
306.5,16.9321446369665
307,16.9422133598774
307.5,16.9522257039651
308,16.9621818837645
308.5,16.9720821135545
309,16.9819266073535
309.5,16.9917155789152
310,17.0014492417242
310.5,17.0111278089923
311,17.020751493654
311.5,17.030320508363
312,17.0398350654878
312.5,17.0492953771077
313,17.0587016550094
313.5,17.0680541106827
314,17.077352955317
314.5,17.0865983997973
315,17.0957906547007
315.5,17.1049299302926
316,17.1140164365232
316.5,17.1230503830239
317,17.1320319791037
317.5,17.1409614337458
318,17.1498389556039
318.5,17.1586647529993
319,17.1674390339171
319.5,17.176162006003
320,17.1848338765601
320.5,17.1934548525455
321,17.2020251405674
321.5,17.2105449468816
322,17.2190144773886
322.5,17.2274339376305
323,17.2358035327879
323.5,17.2441234676768
324,17.2523939467461
324.5,17.260615174074
325,17.2687873533658
325.5,17.2769106879506
326,17.2849853807785
326.5,17.2930116344182
327,17.300989651054
327.5,17.308919632483
328,17.3168017801129
328.5,17.3246362949588
329,17.332423377641
329.5,17.3401632283824
330,17.3478560470061
330.5,17.3555020329325
331,17.3631013851773
331.5,17.3706543023489
332,17.3781609826463
332.5,17.3856216238562
333,17.3930364233514
333.5,17.4004055780879
334,17.4077292846032
334.5,17.4150077390138
335,17.422241137013
335.5,17.4294296738689
336,17.4365735444226
336.5,17.4436729430854
337,17.4507280638375
337.5,17.4577391002255
338,17.4647062453608
338.5,17.4716296919174
339,17.4785096321301
339.5,17.4853462577926
340,17.4921397602558
340.5,17.4988903304259
341,17.5055981587624
341.5,17.5122634352768
342,17.5188863495304
342.5,17.5254670906329
343,17.532005847241
343.5,17.5385028075561
344,17.5449581593231
344.5,17.551372089829
345,17.5577447859009
345.5,17.5640764339051
346,17.5703672197448
346.5,17.5766173288594
347,17.5828269462228
347.5,17.5889962563418
348,17.595125443255
348.5,17.6012146905314
349,17.6072641812688
349.5,17.613274098093
350,17.6192446231562
350.5,17.6251759381358
351,17.6310682242333
351.5,17.6369216621729
352,17.6427364322008
352.5,17.6485127140833
353,17.6542506871065
353.5,17.6599505300746
354,17.6656124213094
354.5,17.6712365386486
355,17.6768230594455
355.5,17.6823721605673
356,17.6878840183949
356.5,17.6933588088212
357,17.6987967072508
357.5,17.7041978885988
358,17.70956252729
358.5,17.714890797258
359,17.7201828719446
359.5,17.7254389242986
360,17.7306591267754
360.5,17.7358436513362
361,17.7409926694471
361.5,17.7461063520784
362,17.7511848697041
362.5,17.7562283923012
363,17.7612370893487
363.5,17.7662111298277
364,17.77115068222
364.5,17.776055914508
365,17.7809269941742
365.5,17.7857640882003
366,17.7905673630669
366.5,17.795336984753
367,17.8000731187357
367.5,17.8047759299893
368,17.8094455829853
368.5,17.8140822416916
369,17.8186860695726
369.5,17.8232572295883
370,17.8277958841941
370.5,17.8323021953409
371,17.8367763244741
371.5,17.8412184325338
372,17.845628679954
372.5,17.8500072266632
373,17.8543542320831
373.5,17.8586698551291
374,17.86295425421
374.5,17.8672075872276
375,17.8714300115765
375.5,17.8756216841441
376,17.8797827613105
376.5,17.8839133989482
377,17.8880137524222
377.5,17.8920839765896
378,17.8961242257998
378.5,17.9001346538945
379,17.9041154142073
379.5,17.9080666595639
380,17.9119885422823
380.5,17.9158812141724
381,17.9197448265363
381.5,17.9235795301682
382,17.9273854753544
382.5,17.9311628118738
383,17.9349116889973
383.5,17.9386322554885
384,17.9423246596033
384.5,17.9459890490907
385,17.9496255711921
385.5,17.9532343726423
386,17.9568155996689
386.5,17.9603693979931
387,17.9638959128295
387.5,17.9673952888868
388,17.9708676703671
388.5,17.9743132009673
389,17.9777320238785
389.5,17.9811242817867
390,17.9844901168727
390.5,17.9878296708128
391,17.9911430847791
391.5,17.9944304994393
392,17.9976920549577
392.5,18.0009278909949
393,18.0041381467089
393.5,18.0073229607548
394,18.0104824712854
394.5,18.0136168159518
395,18.0167261319036
395.5,18.0198105557892
396,18.0228702237565
396.5,18.0259052714533
397,18.0289158340276
397.5,18.0319020461281
398,18.0348640419048
398.5,18.0378019550093
399,18.0407159185954
399.5,18.0436060653198
400,18.0464725273421
400.5,18.0493154363259
401,18.052134923439
401.5,18.0549311193539
402,18.0577041542489
402.5,18.0604541578077
403,18.063181259221
403.5,18.0658855871864
404,18.0685672699093
404.5,18.0712264351035
405,18.0738632099915
405.5,18.0764777213058
406,18.0790700952887
406.5,18.0816404576937
407,18.0841889337857
407.5,18.0867156483417
408,18.0892207256517
408.5,18.0917042895191
409,18.0941664632617
409.5,18.0966073697122
410,18.0990271312188
410.5,18.1014258696462
411,18.1038037063761
411.5,18.1061607623082
412,18.1084971578606
412.5,18.1108130129706
413,18.1131084470958
413.5,18.1153835792146
414,18.1176385278269
414.5,18.1198734109549
415,18.1220883461443
415.5,18.1242834504644
416,18.1264588405095
416.5,18.1286146323995
417,18.1307509417805
417.5,18.132867883826
418,18.1349655732375
418.5,18.1370441242453
419,18.1391036506097
419.5,18.1411442656213
420,18.1431660821023
420.5,18.1451692124072
421,18.1471537684236
421.5,18.1491198615732
422,18.1510676028128
422.5,18.1529971026347
423,18.1549084710683
423.5,18.1568018176805
424,18.1586772515765
424.5,18.1605348814014
425,18.1623748153403
425.5,18.1641971611198
426,18.1660020260086
426.5,18.1677895168187
427,18.1695597399062
427.5,18.1713128011721
428,18.1730488060637
428.5,18.1747678595749
429,18.1764700662478
429.5,18.1781555301734
430,18.1798243549925
430.5,18.1814766438966
431,18.1831124996293
431.5,18.1847320244869
432,18.1863353203196
432.5,18.1879224885321
433,18.1894936300854
433.5,18.1910488454969
434,18.1925882348421
434.5,18.1941118977551
435,18.1956199334301
435.5,18.197112440622
436,18.1985895176478
436.5,18.2000512623872
437,18.201497772284
437.5,18.2029291443472
438,18.2043454751515
438.5,18.2057468608389
439,18.2071333971196
439.5,18.208505179273
440,18.2098623021485
440.5,18.2112048601672
441,18.2125329473224
441.5,18.2138466571808
442,18.2151460828838
442.5,18.2164313171483
443,18.2177024522678
443.5,18.2189595801138
444,18.2202027921363
444.5,18.2214321793656
445,18.2226478324127
445.5,18.2238498414709
446,18.2250382963166
446.5,18.2262132863106
447,18.2273749003991
447.5,18.2285232271146
448,18.2296583545775
448.5,18.2307803704968
449,18.2318893621711
449.5,18.2329854164904
450,18.2340686199364
450.5,18.2351390585841
451,18.2361968181027
451.5,18.2372419837569
452,18.2382746404079
452.5,18.2392948725147
453,18.2403027641349
453.5,18.2412983989261
454,18.2422818601469
454.5,18.2432532306582
455,18.244212592924
455.5,18.2451600290131
456,18.2460956205996
456.5,18.2470194489644
457,18.2479315949964
457.5,18.2488321391934
458,18.2497211616633
458.5,18.2505987421256
459,18.2514649599119
459.5,18.2523198939677
460,18.253163622853
460.5,18.253996224744
461,18.2548177774337
461.5,18.2556283583334
462,18.2564280444739
462.5,18.2572169125063
463,18.2579950387036
463.5,18.2587624989615
464,18.2595193687998
464.5,18.2602657233633
465,18.2610016374233
465.5,18.2617271853785
466,18.2624424412562
466.5,18.2631474787136
467,18.2638423710388
467.5,18.264527191152
468,18.2652020116069
468.5,18.2658669045914
469,18.2665219419292
469.5,18.2671671950807
470,18.2678027351443
470.5,18.2684286328575
471,18.2690449585982
471.5,18.2696517823856
472,18.2702491738817
472.5,18.2708372023921
473,18.2714159368675
473.5,18.2719854459047
474,18.2725457977479
474.5,18.2730970602896
475,18.273639301072
475.5,18.2741725872881
476,18.274696985783
476.5,18.2752125630546
477,18.2757193852556
477.5,18.2762175181938
478,18.2767070273338
478.5,18.2771879777979
479,18.2776604343675
479.5,18.2781244614841
480,18.2785801232506
480.5,18.2790274834322
481,18.2794666054579
481.5,18.2798975524214
482,18.2803203870824
482.5,18.2807351718678
483,18.2811419688729
483.5,18.2815408398621
484,18.2819318462709
484.5,18.2823150492062
485,18.282690509448
485.5,18.2830582874506
486,18.2834184433432
486.5,18.2837710369318
487,18.2841161276997
487.5,18.2844537748091
488,18.2847840371021
488.5,18.2851069731019
489,18.2854226410137
489.5,18.2857310987264
490,18.2860324038133
490.5,18.2863266135332
491,18.2866137848318
491.5,18.2868939743431
492,18.2871672383898
492.5,18.2874336329851
493,18.2876932138336
493.5,18.2879460363324
494,18.2881921555725
494.5,18.2884316263395
495,18.2886645031152
495.5,18.2888908400784
496,18.2891106911064
496.5,18.2893241097757
497,18.2895311493634
497.5,18.2897318628484
498,18.2899263029125
498.5,18.2901145219411
499,18.2902965720252
499.5,18.2904725049615
500,18.2906423722546
500.5,18.2908062251172
501,18.2909641144716
501.5,18.2911160909512
502,18.291262204901
502.5,18.2914025063789
503,18.291537045157
503.5,18.2916658707228
504,18.2917890322799
504.5,18.2919065787495
505,18.2920185587712
505.5,18.2921250207045
506,18.2922260126296
506.5,18.2923215823485
507,18.2924117773863
507.5,18.2924966449923
508,18.292576232141
508.5,18.292650585533
509,18.2927197515966
509.5,18.2927837764884
510,18.2928427060948
510.5,18.2928965860329
511,18.2929454616514
511.5,18.2929893780322
512,18.2930283799908
512.5,18.2930625120782
513,18.2930918185813
513.5,18.2931163435243
514,18.2931361306697
514.5,18.2931512235195
515,18.293161665316
515.5,18.2931674990432
516,18.2931687674278
516.5,18.29316551294
517,18.293157777795
517.5,18.2931456039536
518,18.2931290331236
518.5,18.293108106761
519,18.2930828660704
519.5,18.2930533520068
520,18.2930196052763
520.5,18.2929816663371
521,18.2929395754008
521.5,18.2928933724332
522,18.2928430971555
522.5,18.2927887890453
523,18.2927304873375
523.5,18.2926682310258
524,18.2926020588632
524.5,18.2925320093632
525,18.2924581208012
525.5,18.2923804312149
526,18.2922989784058
526.5,18.2922137999403
527,18.2921249331501
527.5,18.2920324151341
528,18.2919362827585
528.5,18.2918365726587
529,18.2917333212396
529.5,18.2916265646771
530,18.2915163389188
530.5,18.2914026796853
531,18.291285622471
531.5,18.2911652025449
532,18.2910414549523
532.5,18.2909144145149
533,18.2907841158326
533.5,18.290650593284
534,18.2905138810275
534.5,18.2903740130025
535,18.29023102293
535.5,18.290084944314
536,18.2899358104422
536.5,18.289783654387
537,18.2896285090068
537.5,18.2894704069465
538,18.2893093806388
538.5,18.2891454623049
539,18.2889786839559
539.5,18.2888090773934
540,18.2886366742105
540.5,18.288461505793
541,18.2882836033199
541.5,18.288102997765
542,18.2879197198973
542.5,18.2877338002821
543,18.2875452692822
543.5,18.2873541570584
544,18.287160493571
544.5,18.2869643085801
545,18.286765631647
545.5,18.2865644921352
546,18.2863609192108
546.5,18.2861549418441
547,18.2859465888099
547.5,18.2857358886888
548,18.2855228698683
548.5,18.2853075605431
549,18.2850899887166
549.5,18.2848701822016
550,18.2846481686211
550.5,18.2844239754094
551,18.2841976298128
551.5,18.2839691588909
552,18.283738589517
552.5,18.2835059483794
553,18.2832712619819
553.5,18.2830345566451
554,18.2827958585071
554.5,18.2825551935243
555,18.2823125874726
555.5,18.2820680659479
556,18.2818216543673
556.5,18.2815733779695
557,18.2813232618164
557.5,18.2810713307934
558,18.2808176096105
558.5,18.2805621228031
559,18.2803048947329
559.5,18.2800459495886
560,18.2797853113871
560.5,18.2795230039742
561,18.2792590510252
561.5,18.2789934760461
562,18.2787263023743
562.5,18.2784575531795
563,18.2781872514645
563.5,18.2779154200659
564,18.2776420816553
564.5,18.2773672587398
565,18.2770909736629
565.5,18.2768132486056
566,18.2765341055868
566.5,18.2762535664645
567,18.2759716529362
567.5,18.2756883865403
568,18.2754037886563
568.5,18.2751178805063
569,18.2748306831549
569.5,18.2745422175109
570,18.2742525043277
570.5,18.273961564204
571,18.2736694175848
571.5,18.2733760847622
572,18.2730815858761
572.5,18.2727859409149
573,18.2724891697165
573.5,18.2721912919691
574,18.2718923272118
574.5,18.2715922948354
575,18.2712912140834
575.5,18.2709891040524
576,18.2706859836933
576.5,18.2703818718118
577,18.2700767870693
577.5,18.2697707479834
578,18.269463772929
578.5,18.269155880139
579,18.2688470877048
579.5,18.2685374135774
580,18.2682268755679
580.5,18.2679154913484
581,18.2676032784527
581.5,18.2672902542768
582,18.2669764360801
582.5,18.266661840986
583,18.2663464859822
583.5,18.2660303879221
584,18.2657135635252
584.5,18.2653960293775
585,18.2650778019329
585.5,18.2647588975135
586,18.2644393323104
586.5,18.2641191223844
587,18.2637982836668
587.5,18.26347683196
588,18.2631547829382
588.5,18.2628321521484
589,18.2625089550106
589.5,18.2621852068189
590,18.2618609227421
590.5,18.2615361178244
591,18.2612108069859
591.5,18.2608850050238
592,18.2605587266122
592.5,18.2602319863039
593,18.2599047985302
593.5,18.259577177602
594,18.2592491377103
594.5,18.2589206929269
595,18.2585918572054
595.5,18.2582626443814
596,18.2579330681732
596.5,18.257603142183
597,18.2572728798969
597.5,18.256942294686
598,18.2566113998068
598.5,18.2562802084021
599,18.2559487335014
599.5,18.2556169880217
600,18.2552849847681
600.5,18.2549527364345
601,18.2546202556042
601.5,18.2542875547506
602,18.2539546462375
602.5,18.2536215423204
603,18.2532882551465
603.5,18.2529547967556
604,18.2526211790808
604.5,18.2522874139488
605,18.2519535130811
605.5,18.251619488094
606,18.2512853504995
606.5,18.2509511117061
607,18.2506167830188
607.5,18.2502823756407
608,18.2499479006725
608.5,18.2496133691139
609,18.2492787918639
609.5,18.2489441797214
610,18.2486095433858
610.5,18.2482748934577
611,18.2479402404393
611.5,18.2476055947353
612,18.2472709666531
612.5,18.2469363664037
613,18.246601804102
613.5,18.2462672897678
614,18.2459328333258
614.5,18.2455984446067
615,18.2452641333476
615.5,18.2449299091925
616,18.2445957816926
616.5,18.2442617603077
617,18.2439278544057
617.5,18.2435940732641
