temps_s,temperature_C
0.000,23.56
0.502,23.53
1.003,23.53
1.505,23.53
2.006,23.53
2.507,23.53
3.009,23.53
3.511,23.56
4.011,23.56
4.513,23.56
5.015,23.56
5.516,23.56
6.017,23.56
6.519,23.56
7.020,23.56
7.522,23.56
8.023,23.56
8.524,23.56
9.026,23.56
9.528,23.58
10.028,23.58
10.530,23.56
11.032,23.58
11.533,23.58
12.034,23.58
12.536,23.58
13.038,23.60
13.539,23.60
14.040,23.60
14.542,23.60
15.043,23.60
15.545,23.60
16.046,23.62
16.548,23.65
17.049,23.65
17.551,23.65
18.052,23.65
18.553,23.67
19.055,23.67
19.557,23.69
20.058,23.69
20.559,23.72
21.061,23.72
21.563,23.74
22.063,23.76
22.565,23.76
23.067,23.76
23.568,23.79
24.069,23.81
24.571,23.81
25.073,23.83
25.574,23.83
26.076,23.85
26.577,23.88
27.078,23.88
27.580,23.90
28.082,23.92
28.583,23.92
29.084,23.95
29.586,23.97
30.088,23.99
30.588,24.01
31.090,24.01
31.592,24.04
32.094,24.06
32.594,24.08
33.096,24.08
33.598,24.13
34.099,24.13
34.600,24.15
35.102,24.17
35.603,24.27
36.105,24.22
36.606,24.24
37.108,24.27
37.609,24.27
38.111,24.29
38.612,24.31
39.113,24.33
39.615,24.33
40.117,24.36
40.618,24.38
41.119,24.40
41.621,24.43
42.123,24.45
42.623,24.47
43.125,24.49
43.627,24.52
44.129,24.54
44.629,24.56
45.131,24.59
45.633,24.61
46.135,24.63
46.635,24.63
47.137,24.65
47.639,24.68
48.140,24.70
48.641,24.72
49.143,24.75
49.645,24.75
50.146,24.77
50.647,24.79
51.149,24.81
51.650,24.84
52.152,24.86
52.653,24.88
53.155,24.91
53.656,24.93
54.158,24.95
54.659,24.97
55.160,25.00
55.662,25.00
56.164,25.04
56.664,25.07
57.166,25.09
57.668,25.11
58.170,25.11
58.670,25.13
59.172,25.18
59.674,25.18
60.175,25.20
60.676,25.23
61.178,25.25
61.680,25.27
62.181,25.29
62.682,25.32
63.184,25.34
63.685,25.36
64.187,25.36
64.689,25.38
65.190,25.41
65.691,25.45
66.193,25.45
66.695,25.48
67.196,25.50
67.697,25.52
68.199,25.54
68.701,25.57
69.201,25.59
69.703,25.61
70.205,25.61
70.707,25.63
71.207,25.68
71.709,25.68
72.211,25.73
72.712,25.73
73.213,25.75
73.715,25.77
74.217,25.79
74.718,25.79
75.219,25.84
75.721,25.84
76.222,25.86
76.724,25.88
77.225,25.91
77.727,25.91
78.228,25.93
78.730,25.95
79.231,25.98
79.732,26.00
80.234,26.02
80.736,26.04
81.237,26.04
81.738,26.07
82.240,26.09
82.742,26.11
83.242,26.11
83.744,26.13
84.246,26.16
84.748,26.18
85.248,26.20
85.750,26.20
86.252,26.25
86.753,26.25
87.254,26.27
87.756,26.29
88.258,26.32
88.759,26.32
89.260,26.34
89.762,26.36
90.263,26.38
90.765,26.38
91.266,26.41
91.768,26.43
92.269,26.45
92.771,26.48
93.272,26.48
93.773,26.50
94.275,26.52
94.777,26.52
95.278,26.54
95.779,26.57
96.281,26.59
96.783,26.61
97.283,26.61
97.785,26.63
98.287,26.66
98.789,26.68
99.289,26.68
99.791,26.70
100.293,26.72
100.794,26.72
101.295,26.75
101.797,26.77
102.299,26.77
102.800,26.79
103.301,26.82
103.803,26.84
104.305,26.84
104.806,26.86
105.308,26.88
105.809,26.88
106.311,26.91
106.812,26.93
107.314,26.95
107.815,26.97
108.317,26.97
108.819,27.00
109.320,27.00
109.821,27.02
110.323,27.04
110.825,27.04
111.326,27.04
111.827,27.06
112.329,27.09
112.831,27.11
113.332,27.11
113.833,27.13
114.335,27.13
114.837,27.16
115.338,27.16
115.839,27.18
116.341,27.18
116.843,27.20
117.344,27.22
117.845,27.22
118.347,27.25
118.849,27.25
119.350,27.27
119.851,27.29
120.353,27.31
120.855,27.31
121.356,27.34
121.857,27.36
122.359,27.36
122.861,27.38
123.362,27.38
123.863,27.40
124.365,27.40
124.867,27.43
125.368,27.43
125.869,27.45
126.371,27.47
126.873,27.47
127.374,27.49
127.875,27.49
128.377,27.52
128.879,27.54
129.381,27.54
129.881,27.56
130.383,27.59
130.885,27.59
131.387,27.61
131.887,27.61
132.389,27.63
132.891,27.65
133.393,27.65
133.893,27.68
134.395,27.68
134.897,27.70
135.399,27.70
135.900,27.72
136.401,27.72
136.903,27.74
137.405,27.77
137.906,27.77
138.407,27.77
138.909,27.79
139.411,27.79
139.912,27.81
140.413,27.81
140.915,27.83
141.417,27.83
141.918,27.86
142.419,27.86
142.921,27.88
143.423,27.88
143.924,27.90
144.425,27.92
144.927,27.92
145.429,27.95
145.930,27.97
146.431,27.97
146.933,27.97
147.435,27.99
147.936,28.02
148.437,28.02
148.939,28.04
149.441,28.04
149.942,28.06
150.443,28.06
150.945,28.08
151.447,28.08
151.948,28.11
152.449,28.11
152.951,28.13
153.453,28.13
153.954,28.15
154.455,28.17
154.957,28.17
155.459,28.17
155.960,28.20
156.461,28.20
156.963,28.22
157.465,28.22
157.966,28.24
158.467,28.24
158.969,28.26
159.471,28.26
159.972,28.29
160.473,28.29
160.975,28.31
161.477,28.31
161.978,28.31
162.479,28.31
162.981,28.33
163.483,28.33
163.984,28.33
164.485,28.35
164.987,28.35
165.489,28.38
165.990,28.38
166.492,28.40
166.993,28.40
167.495,28.42
167.996,28.44
168.498,28.44
168.999,28.44
169.501,28.47
170.002,28.47
170.504,28.49
171.005,28.49
171.507,28.49
172.008,28.51
172.510,28.51
173.011,28.54
173.513,28.54
174.014,28.56
174.516,28.56
175.017,28.58
175.519,28.60
176.020,28.60
176.522,28.60
177.023,28.60
177.525,28.63
178.026,28.63
178.528,28.65
179.029,28.65
179.531,28.65
180.032,28.65
180.534,28.67
181.035,28.67
181.537,28.67
182.038,28.69
182.540,28.69
183.041,28.72
183.543,28.72
184.044,28.72
184.546,28.74
185.047,28.74
185.549,28.76
186.050,28.78
186.552,28.78
187.053,28.81
187.555,28.81
188.056,28.81
188.558,28.83
189.059,28.83
189.561,28.83
190.062,28.85
190.564,28.85
191.065,28.85
191.567,28.87
192.068,28.87
192.570,28.90
193.071,28.90
193.573,28.90
194.074,28.92
194.576,28.92
195.077,28.92
195.579,28.94
196.080,28.94
196.582,28.94
197.084,28.96
197.585,28.96
198.086,28.96
198.588,28.99
199.090,28.99
199.591,28.99
200.092,29.01
200.594,29.01
201.096,29.01
201.597,29.01
202.098,29.01
202.600,29.03
203.102,29.05
203.603,29.05
204.104,29.08
204.606,29.08
205.108,29.08
205.609,29.08
206.110,29.10
206.612,29.10
207.114,29.10
207.615,29.12
208.116,29.12
208.618,29.12
209.120,29.15
209.621,29.15
210.122,29.15
210.624,29.17
211.126,29.17
211.627,29.17
212.128,29.19
212.630,29.19
213.132,29.19
213.633,29.21
214.134,29.21
214.636,29.21
215.138,29.24
215.639,29.24
216.140,29.24
216.642,29.26
217.144,29.26
217.645,29.26
218.146,29.26
218.648,29.28
219.150,29.28
219.651,29.28
