time,sortie
0,23
3.15544362088405e-30,23.0005990558952
3.12035581553985e-06,23.0023766091736
1.87221348932391e-05,23.0053032607765
9.67310302817354e-05,23.0093484804406
0.000486775507224217,23.0144823368351
0.00243699789193662,23.0206754872435
0.0121881098154987,23.0278991674148
0.0609436694333088,23.0361251815751
0.248049945718721,23.0453258926005
0.5,23.0554742123455
1,23.0665435921272
1.5,23.0785080133609
2,23.0913419783468
2.5,23.1050205012036
3,23.1195190989479
3.5,23.1348137827173
4,23.1508810491339
4.5,23.1676978718077
5,23.185241692976
5.5,23.2034904152781
6,23.222422393663
6.5,23.2420164274269
7,23.2622517523805
7.5,23.2831080331425
8,23.3045653555579
8.5,23.3266042192392
9,23.3492055302292
9.5,23.3723505937825
10,23.3960211072642
10.5,23.4201991531644
11,23.444867192227
11.5,23.4700080566897
12,23.4956049436347
12.5,23.5216414084482
13,23.5481013583868
13.5,23.5749690462488
14,23.6022290641498
14.5,23.6298663374002
15,23.6578661184829
15.5,23.6862139811305
16,23.7148958144994
16.5,23.7438978174405
17,23.7732064928637
17.5,23.8028086421958
18,23.8326913599299
18.5,23.8628420282648
19,23.8932483118331
19.5,23.923898152517
20,23.95477976435
20.5,23.9858816285027
21,24.0171924883528
21.5,24.0487013446367
22,24.0803974506818
22.5,24.1122703077187
23,24.1443096602712
23.5,24.1765054916237
24,24.2088480193644
24.5,24.2413276910031
25,24.2739351796622
25.5,24.3066613798409
26,24.3394974032497
26.5,24.3724345747153
27,24.4054644281549
27.5,24.4385787026177
28,24.4717693383936
28.5,24.5050284731883
29,24.5383484383616
29.5,24.5717217552313
30,24.6051411314382
30.5,24.638599457374
31,24.6720898026693
31.5,24.7056054127417
32,24.7391397054029
32.5,24.7726862675228
33,24.8062388517523
33.5,24.8397913733002
34,24.8733379067673
34.5,24.906872683033
35,24.9403900861967
35.5,24.9738846505713
36,25.0073510577286
36.5,25.0407841335951
37,25.074178845599
37.5,25.1075302998659
38,25.1408337384627
38.5,25.17408453669
39,25.2072782004213
39.5,25.2404103634882
40,25.2734767851113
40.5,25.3064733473758
41,25.3393960527515
41.5,25.3722410216555
42,25.4050044900584
42.5,25.4376828071316
43,25.4702724329365
43.5,25.5027699361542
44,25.5351719918549
44.5,25.5674753793072
45,25.5996769798255
45.5,25.6317737746554
46,25.6637628428975
46.5,25.6956413594669
47,25.7274065930895
47.5,25.7590559043339
48,25.7905867436783
48.5,25.8219966496119
49,25.8532832467705
49.5,25.8844442441049
50,25.9154774330827
50.5,25.9463806859221
51,25.9771519538576
51.5,26.0077892654367
52,26.0382907248481
52.5,26.0686545102786
53,26.0988788723018
53.5,26.1289621322941
54,26.1589026808808
54.5,26.1886989764096
55,26.2183495434529
55.5,26.2478529713362
56,26.2772079126946
56.5,26.3064130820552
57,26.3354672544453
57.5,26.3643692640267
58,26.393118002755
58.5,26.4217124190635
59,26.4501515165716
59.5,26.4784343528169
60,26.5065600380114
60.5,26.5345277338199
61,26.5623366521623
61.5,26.5899860540372
62,26.6174752483682
62.5,26.6448035908716
63,26.6719704829454
63.5,26.6989753705789
64,26.7258177432836
64.5,26.7524971330434
65,26.7790131132856
65.5,26.8053652978704
66,26.8315533401006
66.5,26.8575769317495
67,26.8834358021076
67.5,26.9091297170477
68,26.9346584781077
68.5,26.9600219215908
69,26.9852199176839
69.5,27.010252369592
70,27.0351192126899
70.5,27.0598204136904
71,27.0843559698282
71.5,27.1087259080607
72,27.1329302842829
72.5,27.156969182559
73,27.1808427143686
73.5,27.2045510178676
74,27.2280942571639
74.5,27.2514726216072
75,27.2746863250931
75.5,27.2977356053808
76,27.3206207234249
76.5,27.3433419627197
77,27.3658996286575
77.5,27.3882940478992
78,27.4105255677577
78.5,27.4325945555942
79,27.454501398226
79.5,27.4762465013467
80,27.4978302889583
80.5,27.5192532028149
81,27.5405157018774
81.5,27.5616182617799
82,27.5825613743067
82.5,27.6033455468805
83,27.6239713020607
83.5,27.6444391770527
84,27.6647497232269
84.5,27.6849035056483
85,27.7049011026152
85.5,27.7247431052088
86,27.7444301168509
86.5,27.7639627528723
87,27.7833416400893
87.5,27.80256741639
88,27.8216407303288
88.5,27.8405622407306
89,27.8593326163022
89.5,27.8779525352532
90,27.8964226849249
90.5,27.9147437614267
91,27.9329164692812
91.5,27.9509415210768
92,27.9688196371277
92.5,27.9865515451419
93,28.0041379798965
93.5,28.0215796829195
94,28.0388774021801
94.5,28.0560318917845
95,28.0730439116797
95.5,28.0899142273636
96,28.1066436096011
96.5,28.1232328341482
97,28.1396826814808
97.5,28.1559939365306
98,28.1721673884274
98.5,28.1882038302464
99,28.2041040587627
99.5,28.2198688742104
100,28.2354990800482
100.5,28.2509954827298
101,28.266358891481
101.5,28.2815901180808
102,28.2966899766486
102.5,28.3116592834362
103,28.3264988566253
103.5,28.3412095161294
104,28.3557920834009
104.5,28.3702473812432
105,28.3845762336268
105.5,28.3987794655109
106,28.4128579026688
106.5,28.4268123715178
107,28.4406436989541
107.5,28.454352712191
108,28.4679402386022
108.5,28.4814071055684
109,28.4947541403282
109.5,28.5079821698334
110,28.5210920206075
110.5,28.5340845186083
111,28.5469604890939
111.5,28.559720756493
112,28.5723661442781
112.5,28.5848974748423
113,28.5973155693802
113.5,28.6096212477709
114,28.6218153284654
114.5,28.6338986283769
115,28.6458719627741
115.5,28.6577361451773
116,28.6694919872587
116.5,28.6811402987439
117,28.6926818873183
117.5,28.7041175585345
118,28.7154481157237
118.5,28.7266743599094
119,28.737797089724
119.5,28.7488171013276
120,28.7597351883298
120.5,28.7705521417137
121,28.7812687497627
121.5,28.7918857979895
122,28.8024040690671
122.5,28.8128243427632
123,28.8231473958756
123.5,28.8333740021704
124,28.8435049323228
124.5,28.853540953859
125,28.8634828311012
125.5,28.8733313251136
126,28.8830871936519
126.5,28.8927511911127
127,28.9023240684869
127.5,28.9118065733132
128,28.9211994496348
128.5,28.9305034379568
129,28.9397192752061
129.5,28.9488476946929
130,28.957889426073
130.5,28.9668451953133
131,28.9757157246575
131.5,28.9845017325938
132,28.9932039338245
132.5,29.0018230392367
133,29.0103597558744
133.5,29.0188147869124
134,29.0271888316309
134.5,29.0354825853926
135,29.0436967396197
135.5,29.0518319817735
136,29.0598889953343
136.5,29.0678684597832
137,29.0757710505845
137.5,29.08359743917
138,29.0913482929238
138.5,29.0990242751687
139,29.106626045153
139.5,29.1141542580393
140,29.1216095648939
140.5,29.1289926126769
141,29.1363040442336
141.5,29.1435444982873
142,29.1507146094321
142.5,29.1578150081272
143,29.1648463206924
143.5,29.1718091693037
144,29.1787041719903
144.5,29.1855319426322
145,29.1922930909588
145.5,29.1989882225481
146,29.2056179388268
146.5,29.2121828370709
147,29.2186835104076
147.5,29.225120547817
148,29.2314945341355
148.5,29.237806050059
149,29.2440556721475
149.5,29.2502439728298
150,29.2563715204086
150.5,29.2624388790675
151,29.2684466088766
151.5,29.2743952658007
152,29.2802854017064
152.5,29.2861175643706
153,29.2918922974897
153.5,29.2976101406884
154,29.3032716295298
154.5,29.3088772955258
155,29.3144276661478
155.5,29.3199232648376
156,29.3253646110195
156.5,29.3307522201123
157,29.3360866035412
157.5,29.3413682687516
158,29.3465977192216
158.5,29.3517754544758
159,29.3569019700993
159.5,29.3619777577523
160,29.3670033051841
160.5,29.3719790962485
161,29.3769056109193
161.5,29.3817833253052
162,29.386612711666
162.5,29.3913942384291
163,29.3961283702052
163.5,29.4008155678055
164,29.4054562882583
164.5,29.4100509848263
165,29.4146001070241
165.5,29.4191041006353
166,29.423563407731
166.5,29.4279784666872
167,29.4323497122033
167.5,29.4366775753204
168,29.4409624834401
168.5,29.4452048603426
169,29.4494051262065
169.5,29.453563697627
170,29.4576809876356
170.5,29.4617574057194
171,29.4657933578401
171.5,29.4697892464543
172,29.4737454705326
172.5,29.4776624255798
173,29.4815405036546
173.5,29.4853800933898
174,29.4891815800121
174.5,29.4929453453627
175,29.4966717679172
175.5,29.5003612228064
176,29.5040140818362
176.5,29.5076307135085
177,29.5112114830415
177.5,29.5147567523903
178,29.5182668802679
178.5,29.5217422221654
179,29.5251831303728
179.5,29.5285899540003
180,29.5319630389982
180.5,29.5353027281785
181,29.5386093612353
181.5,29.5418832747659
182,29.5451248022911
182.5,29.548334274277
183,29.5515120181551
183.5,29.5546583583432
184,29.5577736162667
184.5,29.5608581103794
185,29.5639121561837
185.5,29.5669360662521
186,29.569930150248
186.5,29.5728947149459
187,29.5758300642529
187.5,29.5787364992287
188,29.5816143181069
188.5,29.5844638163155
189,29.5872852864973
189.5,29.5900790185308
190,29.5928452995504
190.5,29.5955844139673
191,29.5982966434899
191.5,29.6009822671437
192,29.6036415612924
192.5,29.6062747996576
193,29.6088822533394
193.5,29.6114641908365
194,29.6140208780662
194.5,29.6165525783846
195,29.6190595526066
195.5,29.6215420590256
196,29.6240003534337
196.5,29.6264346891414
197,29.6288453169972
197.5,29.6312324854071
198,29.6335964403546
198.5,29.6359374254199
199,29.6382556817993
199.5,29.6405514483248
200,29.6428249614829
200.5,29.6450764554343
201,29.6473061620325
201.5,29.6495143108431
202,29.6517011291627
202.5,29.6538668420375
203,29.6560116722824
203.5,29.6581358404992
204,29.6602395650958
204.5,29.6623230623038
205,29.6643865461976
205.5,29.6664302287125
206,29.6684543196626
206.5,29.6704590267593
207,29.672444555629
207.5,29.674411109831
208,29.6763588908757
208.5,29.6782880982417
209,29.6801989293938
209.5,29.6820915798004
210,29.6839662429511
210.5,29.6858231103735
211,29.687662371651
211.5,29.6894842144395
212,29.6912888244846
212.5,29.6930763856383
213,29.6948470798762
213.5,29.6966010873135
214,29.6983385862225
214.5,29.7000597530482
215,29.7017647624254
215.5,29.7034537871945
216,29.7051269984178
216.5,29.7067845653957
217,29.7084266556827
217.5,29.7100534351029
218,29.7116650677662
218.5,29.7132617160838
219,29.7148435407835
219.5,29.7164107009256
220,29.7179633539177
220.5,29.7195016555306
221,29.7210257599127
221.5,29.7225358196057
222,29.7240319855589
222.5,29.7255144071447
223,29.7269832321725
223.5,29.728438606904
224,29.7298806760674
224.5,29.7313095828719
225,29.7327254690217
225.5,29.7341284747306
226,29.7355187387359
226.5,29.7368963983122
227,29.7382615892858
227.5,29.7396144460477
228,29.7409551015681
228.5,29.7422836874093
229,29.7436003337395
229.5,29.7449051693461
230,29.746198321649
230.5,29.7474799167138
231,29.7487500792644
231.5,29.7500089326969
232,29.7512565990913
232.5,29.7524931992253
233,29.7537188525863
233.5,29.754933677384
234,29.7561377905634
234.5,29.7573313078163
235,29.7585143435944
235.5,29.7596870111209
236,29.7608494224028
236.5,29.7620016882427
237,29.7631439182508
237.5,29.7642762208568
238,29.7653987033213
238.5,29.7665114717474
239,29.7676146310923
239.5,29.7687082851788
240,29.7697925367064
240.5,29.7708674872625
241,29.7719332373335
241.5,29.772989886316
242,29.7740375325275
242.5,29.7750762732172
243,29.7761062045772
243.5,29.7771274217523
244,29.7781400188515
244.5,29.7791440889577
245,29.7801397241384
245.5,29.781127015456
246,29.782106052978
246.5,29.7830769257871
247,29.7840397219908
247.5,29.7849945287321
248,29.7859414321989
248.5,29.7868805176334
249,29.7878118693427
249.5,29.7887355707074
250,29.7896517041918
250.5,29.7905603513529
251,29.7914615928501
251.5,29.792355508454
252,29.793242177056
252.5,29.794121676677
253,29.7949940844767
253.5,29.7958594767624
254,29.7967179289978
254.5,29.7975695158118
255,29.7984143110072
255.5,29.7992523875693
256,29.8000838176743
256.5,29.800908672698
257,29.8017270232239
257.5,29.8025389390515
258,29.8033444892048
258.5,29.8041437419402
259,29.8049367647544
259.5,29.8057236243929
260,29.8065043868573
260.5,29.8072791174137
261,29.8080478805999
261.5,29.8088107402337
262,29.8095677594199
262.5,29.8103190005584
263,29.8110645253513
263.5,29.8118043948104
264,29.8125386692646
264.5,29.8132674083672
265,29.813990671103
265.5,29.8147085157952
266,29.8154210001131
266.5,29.8161281810784
267,29.8168301150725
267.5,29.8175268578434
268,29.8182184645122
268.5,29.8189049895801
269,29.8195864869348
269.5,29.8202630098574
270,29.8209346110289
270.5,29.8216013425361
271,29.8222632558788
271.5,29.8229204019759
272,29.8235728311712
272.5,29.8242205932402
273,29.8248637373961
273.5,29.8255023122958
274,29.8261363660458
274.5,29.8267659462087
275,29.8273910998084
275.5,29.8280118733366
276,29.8286283127584
276.5,29.8292404635177
277,29.8298483705433
277.5,29.8304520782544
278,29.8310516305662
278.5,29.8316470708955
279,29.8322384421657
279.5,29.8328257868128
280,29.8334091467906
280.5,29.8339885635757
281,29.834564078173
281.5,29.835135731121
282,29.8357035624966
282.5,29.8362676119205
283,29.8368279185619
283.5,29.8373845211441
284,29.8379374579486
284.5,29.8384867668207
285,29.8390324851739
285.5,29.8395746499949
286,29.8401132978483
286.5,29.8406484648812
287,29.8411801868278
287.5,29.8417084990144
288,29.8422334363633
288.5,29.8427550333978
289,29.8432733242464
289.5,29.8437883426473
290,29.8443001219529
290.5,29.8448086951338
291,29.8453140947832
291.5,29.8458163531213
292,29.8463155019991
292.5,29.846811572903
293,29.8473045969586
293.5,29.8477946049348
294,29.8482816272477
294.5,29.848765693965
295,29.8492468348094
295.5,29.8497250791626
296,29.8502004560695
296.5,29.8506729942415
297,29.8511427220608
297.5,29.8516096675836
298,29.852073858544
298.5,29.8525353223579
299,29.8529940861261
299.5,29.8534501766383
300,29.8539036203765
300.5,29.8543544435182
301,29.8548026719403
301.5,29.8552483312224
302,29.85569144665
302.5,29.8561320432181
303,29.856570145634
303.5,29.8570057783214
304,29.8574389654229
304.5,29.8578697308036
305,29.858298098054
305.5,29.8587240904936
306,29.8591477311734
306.5,29.8595690428794
307,29.8599880481355
307.5,29.8604047692064
308,29.8608192281009
308.5,29.8612314465742
309,29.8616414461318
309.5,29.8620492480312
310,29.8624548732858
310.5,29.862858342667
311,29.8632596767072
311.5,29.8636588957029
312,29.8640560197167
312.5,29.8644510685806
313,29.8648440618986
313.5,29.8652350190488
314,29.8656239591869
314.5,29.8660109012478
315,29.866395863949
315.5,29.8667788657926
316,29.8671599250678
316.5,29.8675390598537
317,29.8679162880215
317.5,29.8682916272368
318,29.8686650949625
318.5,29.8690367084603
319,29.8694064847939
319.5,29.8697744408308
320,29.8701405932447
320.5,29.8705049585178
321,29.870867552943
321.5,29.8712283926261
322,29.871587493488
322.5,29.8719448712668
323,29.8723005415199
323.5,29.8726545196265
324,29.8730068207889
324.5,29.8733574600355
325,29.873706452222
325.5,29.874053812034
326,29.8743995539887
326.5,29.874743692437
327,29.8750862415654
327.5,29.8754272153978
328,29.8757666277978
328.5,29.87610449247
329,29.8764408229625
329.5,29.8767756326681
330,29.8771089348268
330.5,29.8774407425269
331,29.8777710687074
331.5,29.8780999261593
332,29.8784273275277
332.5,29.8787532853132
333,29.8790778118738
333.5,29.8794009194266
334,29.8797226200493
334.5,29.880042925682
335,29.8803618481288
335.5,29.8806793990592
336,29.8809955900101
336.5,29.881310432387
337,29.8816239374657
337.5,29.8819361163938
338,29.8822469801922
338.5,29.8825565397569
339,29.8828648058598
339.5,29.883171789151
340,29.8834775001595
340.5,29.8837819492952
341,29.88408514685
341.5,29.8843871029992
342,29.8846878278032
342.5,29.8849873312084
343,29.8852856230488
343.5,29.8855827130476
344,29.885878610818
344.5,29.8861733258648
345,29.8864668675855
345.5,29.8867592452721
346,29.8870504681117
346.5,29.887340545188
347,29.8876294854827
347.5,29.8879172978766
348,29.8882039911506
348.5,29.8884895739872
349,29.8887740549716
349.5,29.8890574425927
350,29.8893397452444
350.5,29.8896209712267
351,29.8899011287469
351.5,29.8901802259204
352,29.8904582707724
352.5,29.8907352712382
353,29.8910112351649
353.5,29.8912861703123
354,29.8915600843537
354.5,29.8918329848773
355,29.8921048793868
355.5,29.892375775303
356,29.8926456799641
356.5,29.8929146006273
357,29.8931825444694
357.5,29.8934495185877
358,29.8937155300015
358.5,29.8939805856524
359,29.8942446924056
359.5,29.8945078570506
360,29.8947700863024
360.5,29.8950313868021
361,29.8952917651179
361.5,29.8955512277461
362,29.8958097811117
362.5,29.8960674315695
363,29.8963241854049
363.5,29.8965800488346
364,29.8968350280075
364.5,29.8970891290056
365,29.8973423578446
365.5,29.8975947204752
366,29.8978462227831
366.5,29.8980968705903
367,29.898346669656
367.5,29.8985956256769
368,29.8988437442882
368.5,29.8990910310644
369,29.89933749152
369.5,29.8995831311099
370,29.8998279552308
370.5,29.9000719692212
371,29.9003151783625
371.5,29.9005575878796
372,29.9007992029415
372.5,29.9010400286622
373,29.9012800701011
373.5,29.9015193322638
374,29.9017578201026
374.5,29.9019955385175
375,29.9022324923564
375.5,29.902468686416
376,29.9027041254423
376.5,29.9029388141314
377,29.9031727571299
377.5,29.9034059590353
378,29.9036384243973
378.5,29.9038701577175
379,29.9041011634508
379.5,29.9043314460052
380,29.904561009743
380.5,29.9047898589811
381,29.9050179979913
381.5,29.9052454310014
382,29.9054721621951
382.5,29.9056981957132
383,29.9059235356536
383.5,29.9061481860719
384,29.9063721509821
384.5,29.906595434357
385,29.9068180401287
385.5,29.9070399721892
386,29.9072612343906
386.5,29.9074818305459
387,29.9077017644292
387.5,29.9079210397765
388,29.9081396602857
388.5,29.9083576296176
389,29.908574951396
389.5,29.9087916292081
390,29.9090076666052
390.5,29.909223067103
391,29.9094378341818
391.5,29.9096519712876
392,29.9098654818316
