temps_s,temperature_C
0.000,23.65
0.502,23.82
1.003,24.05
1.505,24.24
2.006,24.47
2.507,24.67
3.009,24.89
3.511,25.09
4.011,25.28
4.513,25.48
5.015,25.67
5.516,25.83
6.017,25.99
6.519,26.16
7.020,26.32
7.522,26.45
8.023,26.61
8.524,26.74
9.026,26.87
9.528,27.00
10.028,27.13
10.530,27.25
11.032,27.38
11.533,27.48
12.034,27.58
12.536,27.71
13.037,27.80
13.539,27.90
14.040,28.00
14.542,28.09
15.043,28.19
15.545,28.29
16.046,28.35
16.547,28.45
17.049,28.54
17.551,28.61
18.052,28.71
18.553,28.77
19.055,28.87
19.557,28.93
20.057,29.03
20.559,29.09
21.061,29.16
21.562,29.22
22.063,29.29
22.565,29.35
23.067,29.45
23.568,29.51
24.069,29.58
24.571,29.64
25.072,29.70
25.574,29.74
26.076,29.80
26.577,29.87
27.078,29.93
27.580,29.99
28.082,30.03
28.582,30.09
29.084,30.16
29.586,30.22
30.088,30.25
30.588,30.32
31.090,30.35
31.592,30.41
32.093,30.45
32.594,30.51
33.096,30.54
33.597,30.61
34.099,30.64
34.600,30.70
35.102,30.74
35.603,30.77
36.105,30.83
36.606,30.86
37.107,30.93
37.609,30.96
38.111,30.99
38.611,31.06
39.113,31.09
39.615,31.12
40.117,31.16
40.617,31.22
41.119,31.25
41.621,31.28
42.122,31.32
42.623,31.35
43.125,31.38
43.627,31.45
44.128,31.48
44.629,31.51
45.131,31.54
45.632,31.58
46.134,31.64
46.635,31.67
47.137,31.70
47.638,31.70
48.140,31.77
48.641,31.80
49.142,31.80
49.644,31.87
50.146,31.87
50.646,31.93
51.148,31.93
51.650,32.00
52.152,32.00
52.652,32.03
53.154,32.06
53.656,32.09
54.157,32.13
54.658,32.16
55.160,32.19
55.662,32.19
56.163,32.22
56.664,32.25
57.166,32.29
57.667,32.32
58.169,32.35
58.670,32.38
59.171,32.38
59.673,32.42
60.175,32.45
60.676,32.48
61.177,32.48
61.679,32.51
62.181,32.55
62.681,32.58
63.183,32.58
63.685,32.61
64.187,32.64
64.687,32.68
65.189,32.68
65.691,32.71
66.192,32.74
66.693,32.74
67.195,32.77
67.697,32.81
68.198,32.81
68.700,32.84
69.201,32.84
69.702,32.87
70.204,32.90
70.706,32.94
71.206,32.94
71.708,32.97
72.210,33.00
72.712,33.03
73.212,33.06
73.714,33.06
74.216,33.10
74.717,33.13
75.218,33.13
75.720,33.16
76.222,33.19
76.723,33.19
77.224,33.23
77.726,33.23
78.227,33.26
78.729,33.29
79.230,33.29
79.731,33.32
80.233,33.36
80.735,33.36
81.236,33.39
81.737,33.42
82.239,33.42
82.741,33.45
83.241,33.45
83.743,33.49
84.245,33.52
84.747,33.52
85.247,33.55
85.749,33.58
86.251,33.58
86.752,33.62
87.253,33.65
87.755,33.65
88.257,33.68
88.758,33.68
89.259,33.72
89.761,33.75
90.262,33.75
90.764,33.78
91.265,33.78
91.767,33.81
92.268,33.85
92.770,33.85
93.271,33.88
93.772,33.88
94.274,33.91
94.776,33.91
95.277,33.94
95.778,33.94
96.280,33.98
96.782,34.01
97.282,34.01
97.784,34.01
98.286,34.04
98.787,34.04
99.288,34.07
99.790,34.07
100.292,34.07
100.793,34.11
101.294,34.11
101.796,34.14
102.298,34.14
