temps_s,temperature_C
0.000,24.01
0.502,24.05
1.003,24.08
1.505,24.14
2.006,24.18
2.507,24.24
3.009,24.27
3.511,24.34
4.011,24.37
4.513,24.44
5.015,24.47
5.516,24.50
6.017,24.57
6.519,24.60
7.020,24.63
7.522,24.70
8.023,24.73
8.524,24.76
9.026,24.80
9.528,24.83
10.028,24.89
10.530,24.93
11.032,24.96
11.533,24.99
12.034,25.02
12.536,25.05
13.037,25.09
13.539,25.12
14.040,25.15
14.542,25.18
15.043,25.22
15.545,25.25
16.046,25.25
16.547,25.31
17.049,25.31
17.551,25.35
18.052,25.38
18.553,25.41
19.055,25.44
19.557,25.48
20.058,25.48
20.559,25.51
21.061,25.54
21.563,25.54
22.063,25.61
22.565,25.61
23.067,25.64
23.569,25.67
24.069,25.67
24.571,25.74
25.073,25.74
25.574,25.74
26.076,25.77
26.577,25.80
27.079,25.83
27.580,25.83
28.082,25.87
28.583,25.90
29.084,25.90
29.586,25.93
30.088,25.93
30.588,25.96
31.090,25.99
31.592,25.99
32.094,26.03
32.594,26.03
33.096,26.06
33.598,26.06
34.099,26.09
34.600,26.12
35.102,26.12
35.604,26.16
36.105,26.16
36.606,26.19
37.108,26.22
37.609,26.22
38.111,26.22
38.612,26.25
39.113,26.29
39.615,26.29
40.117,26.29
40.618,26.32
41.119,26.32
41.621,26.35
42.123,26.35
42.623,26.38
43.125,26.38
43.627,26.38
44.129,26.42
44.629,26.42
45.131,26.45
45.633,26.45
46.134,26.48
46.635,26.48
47.137,26.51
47.639,26.51
48.140,26.51
48.641,26.54
49.143,26.54
49.644,26.58
50.146,26.58
50.647,26.61
51.149,26.61
51.650,26.64
52.152,26.64
52.653,26.64
53.154,26.67
53.656,26.67
54.158,26.71
54.659,26.71
55.160,26.74
55.662,26.74
56.164,26.74
56.664,26.77
57.166,26.77
57.668,26.80
58.170,26.80
58.670,26.80
59.172,26.80
59.674,26.84
60.175,26.84
60.676,26.84
61.178,26.84
61.680,26.87
62.181,26.87
62.682,26.87
63.184,26.90
63.685,26.90
64.187,26.93
64.689,26.93
65.190,26.93
65.691,26.96
66.193,26.96
66.695,26.96
67.195,26.96
67.697,27.00
68.199,27.00
68.700,27.00
69.201,27.03
69.703,27.03
70.205,27.03
70.706,27.03
71.207,27.06
71.709,27.06
72.210,27.06
72.712,27.09
73.213,27.09
73.715,27.13
74.216,27.09
74.718,27.13
75.219,27.13
75.720,27.13
76.222,27.16
76.724,27.16
77.225,27.16
77.726,27.16
78.228,27.19
78.730,27.19
79.230,27.19
79.732,27.19
80.234,27.22
80.736,27.22
81.236,27.22
81.738,27.22
82.240,27.25
