temps_s,temperature_C
0.000,23.92
0.502,24.18
1.003,24.47
1.505,24.80
2.006,25.12
2.507,25.41
3.009,25.74
3.511,26.06
4.011,26.35
4.513,26.61
5.015,26.90
5.516,27.16
6.017,27.42
6.519,27.64
7.020,27.87
7.522,28.13
8.023,28.32
8.524,28.54
9.026,28.74
9.528,28.96
10.028,29.12
10.530,29.32
11.032,29.48
11.533,29.67
12.034,29.83
12.536,29.99
13.037,30.16
13.539,30.32
14.040,30.48
14.542,30.64
15.043,30.77
15.545,30.93
16.046,31.06
16.547,31.19
17.049,31.32
17.551,31.45
18.052,31.58
18.553,31.70
19.055,31.83
19.557,31.96
20.057,32.06
20.559,32.19
21.061,32.29
21.562,32.42
22.063,32.51
22.565,32.61
23.067,32.71
23.568,32.81
24.069,32.90
24.571,33.00
25.072,33.10
25.574,33.19
26.076,33.29
26.577,33.39
27.078,33.49
27.580,33.58
28.082,33.65
28.582,33.75
29.084,33.85
29.586,33.91
30.088,34.01
30.588,34.11
31.090,34.17
31.592,34.27
32.093,34.33
32.594,34.40
33.096,34.47
33.597,34.53
34.099,34.63
34.600,34.69
35.102,34.76
35.603,34.82
36.105,34.89
36.606,34.96
37.107,35.02
37.609,35.12
38.111,35.19
38.612,35.25
39.113,35.28
39.615,35.35
40.117,35.41
40.617,35.51
41.119,35.55
41.621,35.61
42.123,35.68
42.623,35.74
43.125,35.81
43.627,35.88
44.128,35.94
44.629,36.01
45.131,36.04
45.632,36.11
46.134,36.17
46.635,36.24
47.137,36.27
47.638,36.34
48.140,36.40
48.641,36.44
49.142,36.50
49.644,36.57
50.146,36.60
50.647,36.67
51.148,36.70
51.650,36.77
52.152,36.80
52.652,36.87
53.154,36.90
53.656,36.97
54.157,37.00
54.658,37.03
55.160,37.10
55.662,37.13
56.163,37.16
56.664,37.23
57.166,37.26
57.667,37.30
58.169,37.33
58.670,37.36
59.172,37.43
59.673,37.56
60.175,37.53
60.676,37.56
61.177,37.60
61.679,37.63
62.181,37.70
62.682,37.73
63.183,37.76
63.685,37.80
64.187,37.83
64.687,37.86
65.189,37.90
65.691,37.96
66.193,38.00
66.693,38.03
67.195,38.06
67.697,38.13
68.198,38.16
68.700,38.20
69.201,38.23
69.703,38.27
70.204,38.33
70.706,38.37
71.207,38.40
71.708,38.43
72.210,38.47
72.712,38.50
73.213,38.53
73.714,38.57
74.216,38.63
74.718,38.67
75.218,38.70
75.720,38.74
76.222,38.77
76.724,38.80
77.224,38.84
77.726,38.90
78.228,38.94
78.729,38.97
79.230,39.00
79.732,39.04
80.234,39.04
80.735,39.11
81.236,39.14
81.738,39.17
82.239,39.21
82.741,39.24
83.242,39.31
83.744,39.34
84.245,39.34
84.747,39.41
85.248,39.44
85.749,39.48
86.251,39.51
86.753,39.55
87.254,39.58
87.755,39.61
88.257,39.68
88.759,39.68
89.259,39.71
89.761,39.75
90.263,39.78
90.765,39.82
91.265,39.82
91.767,39.85
92.269,39.88
92.771,39.92
93.271,39.95
93.773,39.95
94.275,39.99
94.776,40.02
95.277,40.05
95.779,40.09
96.281,40.12
96.782,40.16
97.283,40.19
97.785,40.22
98.286,40.22
98.788,40.26
99.289,40.29
99.791,40.33
100.292,40.36
100.794,40.40
101.295,40.40
101.797,40.43
102.298,40.46
102.800,40.50
103.301,40.53
103.803,40.57
104.304,40.60
104.806,40.63
105.308,40.63
105.809,40.67
106.310,40.74
106.812,40.77
107.314,40.77
107.815,40.84
108.317,40.84
108.818,40.84
109.320,40.87
109.821,40.91
110.323,40.91
110.824,41.05
111.326,40.94
111.827,40.98
112.329,41.01
112.830,41.01
113.332,41.05
113.833,41.05
114.335,41.12
114.837,41.12
115.338,41.15
115.839,41.15
116.341,41.18
116.843,41.22
117.344,41.25
117.845,41.29
118.347,41.29
118.849,41.32
119.350,41.36
119.851,41.36
120.353,41.43
120.855,41.43
121.356,41.46
121.857,41.46
122.359,41.49
122.861,41.53
123.363,41.53
123.863,41.60
124.365,41.60
124.867,41.63
125.369,41.67
125.869,41.67
126.371,41.70
126.873,41.70
127.375,41.74
127.875,41.74
128.377,41.77
128.879,41.77
129.381,41.81
129.882,41.84
130.383,41.84
130.885,41.84
131.387,41.91
131.889,41.91
132.389,41.94
132.891,41.94
133.393,41.98
133.895,42.01
134.395,42.05
134.897,42.05
135.399,42.08
135.901,42.12
136.401,42.12
136.903,42.15
137.405,42.19
137.907,42.19
138.408,42.22
138.909,42.22
139.411,42.26
139.913,42.29
140.414,42.33
140.915,42.33
141.417,42.36
141.919,42.40
142.420,42.43
142.921,42.43
143.423,42.47
143.925,42.50
144.426,42.50
144.928,42.54
145.429,42.54
145.931,42.57
146.432,42.61
146.934,42.64
147.435,42.64
147.937,42.68
148.438,42.68
148.940,42.68
149.441,42.71
149.943,42.75
150.444,42.78
150.946,42.78
151.447,42.82
151.949,42.82
152.450,42.85
152.952,42.85
153.453,42.85
153.955,42.89
154.456,42.89
154.958,42.92
155.460,42.92
155.961,42.96
156.462,42.96
156.964,42.99
157.466,42.99
157.967,43.03
158.468,43.03
158.970,43.06
159.472,43.06
159.973,43.06
160.474,43.06
160.976,43.10
161.478,43.13
161.979,43.13
162.481,43.13
162.982,43.17
163.484,43.20
163.985,43.20
164.487,43.20
164.988,43.24
165.490,43.24
165.992,43.24
166.493,43.27
166.994,43.27
167.496,43.31
167.998,43.31
168.499,43.34
169.000,43.34
169.502,43.38
170.004,43.38
170.505,43.41
171.006,43.41
171.508,43.45
172.010,43.45
172.511,43.49
173.012,43.49
173.514,43.52
174.016,43.52
174.517,43.52
175.018,43.56
175.520,43.59
176.022,43.59
176.523,43.63
177.024,43.63
177.526,43.66
178.028,43.66
178.529,43.70
179.030,43.70
179.532,43.70
180.034,43.73
180.536,43.73
181.036,43.77
181.538,43.77
182.040,43.77
182.542,43.77
183.042,43.80
183.544,43.84
184.046,43.84
184.548,43.84
185.048,43.88
185.550,43.91
186.052,43.91
186.554,43.91
187.054,43.95
187.556,43.95
188.058,43.95
188.560,43.98
189.060,43.98
189.562,43.98
190.064,44.02
190.566,44.02
191.066,44.05
191.568,44.05
192.070,44.09
192.572,44.09
193.073,44.09
