Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.3066601753234863,30,0.0,24.63,23.39,23.52,,23.52,-10.0,1.82,1.55,1.6
1.6652579307556152,30,0.0,24.54,23.42,23.52,,23.52,-10.0,1.81,1.55,1.6
2.0418953895568848,30,0.0,24.49,23.42,23.52,,23.52,-10.0,1.81,1.55,1.6
2.537945032119751,30,0.0,24.45,23.45,23.48,,23.48,-10.0,1.8,1.55,1.59
3.035306215286255,30,0.0,24.36,23.49,23.48,,23.48,-10.0,1.79,1.55,1.59
3.537742853164673,30,0.0,24.27,23.49,23.48,,23.48,-10.0,1.78,1.56,1.59
4.033912658691406,30,0.0,24.18,23.52,23.48,,23.48,-10.0,1.77,1.56,1.59
4.5325775146484375,30,0.0,24.04,23.52,23.45,,23.45,-10.0,1.76,1.56,1.59
5.045241355895996,30,0.0,23.95,23.52,23.45,,23.45,-10.0,1.75,1.56,1.59
5.543516397476196,30,0.0,23.87,23.55,23.45,,23.45,-10.0,1.74,1.57,1.59
6.040133237838745,30,0.0,23.78,23.55,23.45,,23.45,-10.0,1.73,1.57,1.59
6.542123794555664,30,0.0,23.69,23.55,23.45,,23.45,-10.0,1.72,1.57,1.59
7.041142702102661,30,0.0,23.6,23.55,23.45,,23.45,-10.0,1.71,1.57,1.59
7.553035020828247,30,0.0,23.51,23.59,23.45,,23.45,-10.0,1.7,1.57,1.59
8.044349431991577,30,0.0,23.42,23.59,23.45,,23.45,-10.0,1.69,1.57,1.58
8.552564144134521,30,0.0,23.33,23.59,23.45,,23.45,-10.0,1.68,1.57,1.59
9.045668125152588,30,0.0,23.24,23.59,23.45,,23.45,-10.0,1.67,1.57,1.58
9.54912781715393,30,0.0,23.19,23.59,23.45,,23.45,-10.0,1.67,1.57,1.59
10.050607442855835,30,0.0,23.1,23.59,23.45,,23.45,-10.0,1.66,1.57,1.59
10.553476810455322,30,0.0,23.06,23.59,23.45,,23.45,-10.0,1.65,1.57,1.59
11.055941104888916,30,0.0,22.97,23.59,23.45,,23.45,-10.0,1.64,1.57,1.59
11.555844068527222,30,0.0,22.93,23.59,23.45,,23.45,-10.0,1.64,1.57,1.59
12.057360410690308,30,0.0,22.88,23.59,23.45,,23.45,-10.0,1.63,1.57,1.59
12.569182634353638,30,0.0,22.84,23.59,23.45,,23.45,-10.0,1.62,1.57,1.59
13.057799100875854,30,0.0,22.75,23.59,23.45,,23.45,-10.0,1.62,1.57,1.59
13.568705797195435,30,0.0,22.7,23.55,23.45,,23.45,-10.0,1.61,1.57,1.59
14.068853378295898,30,0.0,22.66,23.55,23.45,,23.45,-10.0,1.61,1.57,1.59
