Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.3152987957000732,30,0.0,20.73,21.43,22.66,,22.66,-30.0,1.4,1.26,1.48
1.6231956481933594,30,0.0,20.73,21.4,22.63,,22.63,-30.0,1.4,1.25,1.47
2.0291199684143066,30,0.0,20.69,21.4,22.56,,22.56,-30.0,1.39,1.25,1.47
2.5286056995391846,30,0.0,20.64,21.36,22.49,,22.49,-30.0,1.39,1.25,1.46
3.0286004543304443,30,0.0,20.55,21.33,22.45,,22.45,-30.0,1.38,1.25,1.45
3.529348373413086,30,0.0,20.42,21.33,22.42,,22.42,-30.0,1.36,1.24,1.45
4.032280683517456,30,0.0,20.29,21.33,22.38,,22.38,-30.0,1.35,1.24,1.44
4.533337593078613,30,0.0,20.15,21.29,22.31,,22.31,-30.0,1.33,1.24,1.43
5.034567594528198,30,0.0,20.02,21.29,22.27,,22.27,-30.0,1.32,1.24,1.43
5.538103103637695,30,0.0,19.84,21.29,22.24,,22.24,-30.0,1.3,1.24,1.42
6.04006028175354,30,0.0,19.7,21.29,22.2,,22.2,-30.0,1.29,1.24,1.42
6.54507303237915,30,0.0,19.57,21.26,22.17,,22.17,-30.0,1.27,1.23,1.41
7.047464370727539,30,0.0,19.43,21.26,22.13,,22.13,-30.0,1.26,1.23,1.41
7.550452947616577,30,0.0,19.3,21.26,22.09,,22.09,-30.0,1.24,1.23,1.4
8.053657054901123,30,0.0,19.17,21.23,22.06,,22.06,-30.0,1.23,1.23,1.4
8.553926229476929,30,0.0,19.03,21.23,22.06,,22.06,-30.0,1.21,1.23,1.4
9.058767795562744,30,0.0,18.94,21.23,22.02,,22.02,-30.0,1.2,1.23,1.39
9.547285079956055,30,0.0,18.81,21.23,21.99,,21.99,-30.0,1.19,1.23,1.39
10.049200534820557,30,0.0,18.72,21.19,21.99,,21.99,-30.0,1.18,1.22,1.39
10.556387662887573,30,0.0,18.63,21.19,21.95,,21.95,-30.0,1.17,1.22,1.38
11.061546802520752,30,0.0,18.54,21.19,21.95,,21.95,-30.0,1.16,1.22,1.38
11.557069540023804,30,0.0,18.45,21.16,21.92,,21.92,-30.0,1.15,1.22,1.38
12.053502082824707,30,0.0,18.36,21.16,21.92,,21.92,-30.0,1.14,1.21,1.38
12.567255973815918,30,0.0,18.27,21.13,21.88,,21.88,-30.0,1.13,1.21,1.37
13.067244529724121,30,0.0,18.18,21.09,21.88,,21.88,-30.0,1.12,1.21,1.37
13.561855792999268,30,0.0,18.14,21.09,21.84,,21.84,-30.0,1.11,1.21,1.37
14.063541412353516,30,0.0,18.05,21.09,21.84,,21.84,-30.0,1.1,1.21,1.37
14.564146995544434,30,0.0,17.96,21.06,21.81,,21.81,-30.0,1.09,1.2,1.36
15.067327499389648,30,0.0,17.91,21.03,21.81,,21.81,-30.0,1.09,1.2,1.36
15.564533948898315,30,0.0,17.82,21.03,21.77,,21.77,-30.0,1.09,1.2,1.36
16.066166639328003,30,0.0,17.78,20.99,21.77,,21.77,-30.0,1.08,1.19,1.36
16.578433513641357,30,0.0,17.73,20.99,21.77,,21.77,-30.0,1.07,1.19,1.36
17.079020023345947,30,0.0,17.64,20.96,21.74,,21.74,-30.0,1.06,1.19,1.35
17.579803466796875,30,0.0,17.6,20.96,21.74,,21.74,-30.0,1.06,1.19,1.35
18.079095363616943,30,0.0,17.56,20.93,21.74,,21.74,-30.0,1.05,1.18,1.35
18.576573610305786,30,0.0,17.47,20.89,21.7,,21.7,-30.0,1.04,1.18,1.35
19.087384462356567,30,0.0,17.42,20.89,21.7,,21.7,-30.0,1.04,1.18,1.35
19.58666467666626,30,0.0,17.38,20.86,21.7,,21.7,-30.0,1.03,1.17,1.35
20.086273193359375,30,0.0,17.33,20.86,21.7,,21.7,-30.0,1.03,1.17,1.34
20.586788654327393,30,0.0,17.29,20.82,21.66,,21.66,-30.0,1.02,1.17,1.34
21.08770728111267,30,0.0,17.24,20.79,21.63,,21.63,-30.0,1.02,1.16,1.34
21.59090280532837,30,0.0,17.15,20.79,21.63,,21.63,-30.0,1.01,1.16,1.34
22.08875799179077,30,0.0,17.11,20.76,21.63,,21.63,-30.0,1.0,1.16,1.34
