temps_s,T1_C,T2_C,T3_C
0.000,23.22,23.19,23.27
0.503,23.26,23.19,23.27
1.007,23.33,23.22,23.27
1.510,23.40,23.19,23.27
2.014,23.47,23.22,23.27
2.516,23.54,23.22,23.27
3.020,23.61,23.22,23.27
3.523,23.68,23.22,23.27
4.027,23.75,23.22,23.27
4.530,23.83,23.22,23.27
5.032,23.90,23.22,23.27
5.536,23.97,23.22,23.27
6.039,24.00,23.22,23.27
6.543,24.07,23.22,23.27
7.045,24.11,23.26,23.27
7.549,24.18,23.26,23.27
8.052,24.21,23.26,23.27
8.556,24.28,23.26,23.27
9.059,24.32,23.29,23.27
9.562,24.35,23.29,23.27
10.065,24.42,23.29,23.27
10.569,24.46,23.29,23.27
11.072,24.49,23.32,23.27
11.576,24.53,23.32,23.27
12.078,24.57,23.32,23.27
12.582,24.60,23.35,23.27
13.085,24.67,23.35,23.27
13.589,24.67,23.39,23.27
14.092,24.74,23.39,23.27
14.595,24.78,23.39,23.27
15.098,24.78,23.42,23.27
15.602,24.81,23.42,23.27
16.105,24.85,23.42,23.27
16.609,24.88,23.45,23.27
17.111,24.92,23.45,23.27
17.615,24.95,23.49,23.30
18.118,24.99,23.49,23.30
18.622,25.02,23.52,23.30
19.125,25.06,23.52,23.30
19.628,25.06,23.52,23.30
20.131,25.09,23.52,23.30
20.635,25.13,23.55,23.30
21.138,25.16,23.55,23.30
21.642,25.20,23.59,23.30
22.144,25.20,23.59,23.30
22.648,25.23,23.62,23.34
23.151,25.27,23.62,23.34
23.655,25.27,23.65,23.34
24.158,25.30,23.65,23.34
24.661,25.34,23.65,23.34
25.164,25.37,23.68,23.34
25.668,25.37,23.68,23.34
26.171,25.41,23.72,23.37
26.675,25.41,23.72,23.37
27.177,25.44,23.75,23.37
27.681,25.44,23.75,23.37
28.184,25.48,23.75,23.37
28.688,25.51,23.78,23.37
29.191,25.51,23.78,23.41
29.694,25.55,23.82,23.41
30.197,25.55,23.82,23.41
30.701,25.55,23.82,23.41
31.204,25.58,23.85,23.45
31.708,25.62,23.85,23.45
32.211,25.62,23.88,23.45
32.714,25.65,23.88,23.45
33.218,25.65,23.91,23.45
33.721,25.69,23.91,23.48
34.225,25.69,23.91,23.48
34.727,25.72,23.95,23.48
35.231,25.76,23.95,23.48
35.734,25.76,23.98,23.52
36.238,25.79,23.98,23.52
36.740,25.79,23.98,23.52
37.244,25.83,24.01,23.52
37.747,25.83,24.01,23.55
38.251,25.86,24.04,23.55
38.754,25.86,24.04,23.55
39.257,25.90,24.08,23.55
39.760,25.90,24.08,23.59
40.264,25.93,24.08,23.59
40.767,25.93,24.11,23.59
41.271,25.93,24.11,23.59
41.773,25.97,24.11,23.62
42.277,25.97,24.14,23.62
42.780,26.00,24.14,23.62
43.284,26.00,24.14,23.62
43.787,26.04,24.18,23.66
44.290,26.04,24.18,23.66
44.793,26.07,24.21,23.66
45.297,26.07,24.21,23.66
45.800,26.11,24.24,23.69
46.304,26.11,24.24,23.69
46.806,26.11,24.24,23.69
47.310,26.14,24.27,23.73
47.813,26.14,24.27,23.73
48.317,26.14,24.27,23.73
48.820,26.18,24.31,23.76
49.323,26.18,24.31,23.76
49.826,26.18,24.31,23.76
50.330,26.21,24.34,23.76
50.833,26.21,24.34,23.76
51.337,26.21,24.34,23.80
51.839,26.25,24.37,23.80
52.343,26.25,24.37,23.80
52.846,26.25,24.40,23.83
53.350,26.28,24.40,23.83
53.853,26.28,24.40,23.83
54.356,26.28,24.40,23.87
54.859,26.32,24.44,23.87
55.363,26.28,24.44,23.87
55.866,26.32,24.47,23.87
56.370,26.32,24.47,23.90
56.872,26.35,24.47,23.90
57.376,26.35,24.50,23.90
57.879,26.39,24.50,23.94
58.383,26.39,24.50,23.94
58.885,26.39,24.54,23.94
59.389,26.42,24.54,23.94
59.892,26.42,24.54,23.98
60.396,26.46,24.57,23.98
60.899,26.46,24.57,24.01
61.402,26.46,24.57,24.01
61.905,26.49,24.60,24.01
62.409,26.49,24.60,24.05
62.912,26.49,24.63,24.05
63.416,26.52,24.63,24.05
63.918,26.52,24.63,24.08
64.422,26.56,24.67,24.08
64.925,26.56,24.67,24.08
65.429,26.56,24.67,24.12
65.932,26.59,24.70,24.12
66.435,26.59,24.70,24.12
66.938,26.59,24.70,24.15
67.442,26.63,24.70,24.15
67.945,26.63,24.73,24.15
68.449,26.63,24.73,24.19
68.951,26.63,24.76,24.19
69.455,26.66,24.76,24.19
69.958,26.66,24.76,24.22
70.462,26.66,24.80,24.22
70.965,26.70,24.80,24.22
71.468,26.70,24.80,24.22
71.971,26.70,24.83,24.26
72.475,26.70,24.83,24.26
72.978,26.70,24.83,24.26
73.482,26.73,24.83,24.29
73.984,26.73,24.86,24.29
74.488,26.73,24.86,24.29
74.991,26.73,24.89,24.33
75.495,26.77,24.89,24.33
75.999,26.77,24.89,24.36
76.501,26.77,24.89,24.36
77.005,26.80,24.93,24.36
77.508,26.80,24.93,24.40
78.011,26.80,24.93,24.40
78.515,26.80,24.96,24.40
79.017,26.80,24.96,24.40
79.521,26.84,24.96,24.43
80.024,26.84,24.99,24.43
80.528,26.84,24.99,24.43
81.032,26.87,24.99,24.47
81.534,26.87,25.03,24.47
82.038,26.87,25.03,24.47
82.541,26.87,25.03,24.50
83.045,26.91,25.06,24.50
83.548,26.91,25.06,24.50
84.051,26.91,25.06,24.50
84.554,26.91,25.06,24.54
85.058,26.91,25.09,24.54
85.561,26.94,25.09,24.54
86.065,26.94,25.09,24.57
86.567,26.98,25.09,24.57
87.071,26.98,25.12,24.57
87.574,26.98,25.12,24.57
88.078,27.01,25.12,24.61
88.580,27.01,25.12,24.61
89.084,27.01,25.12,24.61
89.587,27.01,25.16,24.61
90.091,27.05,25.16,24.64
90.594,27.05,25.16,24.64
91.097,27.05,25.16,24.64
91.600,27.08,25.19,24.64
92.104,27.08,25.19,24.68
92.607,27.08,25.19,24.68
93.111,27.08,25.19,24.68
93.613,27.12,25.22,24.68
94.117,27.12,25.22,24.71
94.620,27.12,25.22,24.71
95.124,27.15,25.25,24.71
95.627,27.15,25.25,24.71
96.130,27.15,25.25,24.75
96.633,27.15,25.25,24.75
97.137,27.19,25.29,24.75
97.640,27.19,25.29,24.75
98.144,27.19,25.29,24.75
98.646,27.19,25.32,24.78
99.150,27.19,25.32,24.78
99.653,27.22,25.32,24.78
100.157,27.22,25.32,24.78
100.660,27.22,25.32,24.78
101.163,27.22,25.35,24.82
101.667,27.26,25.35,24.82
102.170,27.26,25.35,24.82
102.674,27.26,25.38,24.82
103.177,27.26,25.38,24.82
103.680,27.26,25.38,24.85
104.183,27.29,25.38,24.85
104.687,27.29,25.38,24.85
105.190,27.29,25.42,24.85
105.694,27.29,25.42,24.89
106.196,27.29,25.42,24.89
106.700,27.29,25.42,24.89
107.204,27.29,25.42,24.89
107.707,27.33,25.45,24.93
108.211,27.33,25.45,24.93
108.713,27.33,25.45,24.93
109.217,27.33,25.45,24.93
109.720,27.36,25.48,24.96
110.224,27.36,25.48,24.96
110.727,27.36,25.48,24.96
111.230,27.36,25.48,24.96
111.734,27.36,25.51,25.00
112.237,27.36,25.51,25.00
112.741,27.36,25.51,25.00
113.244,27.39,25.51,25.00
113.747,27.39,25.51,25.03
114.250,27.39,25.55,25.03
114.754,27.39,25.55,25.03
115.257,27.39,25.55,25.03
115.761,27.39,25.55,25.03
116.264,27.43,25.55,25.07
116.767,27.43,25.58,25.07
117.271,27.43,25.58,25.07
117.774,27.43,25.58,25.10
118.277,27.43,25.58,25.10
118.780,27.43,25.58,25.10
119.284,27.43,25.61,25.10
119.787,27.43,25.61,25.14
120.291,27.43,25.61,25.14
120.794,27.43,25.61,25.14
121.297,27.46,25.61,25.14
121.801,27.46,25.64,25.14
122.304,27.46,25.64,25.17
122.808,27.46,25.64,25.17
123.310,27.50,25.64,25.17
123.814,27.50,25.68,25.17
124.317,27.50,25.68,25.17
124.821,27.50,25.68,25.21
125.324,27.50,25.68,25.21
125.827,27.50,25.68,25.21
126.331,27.50,25.71,25.21
126.834,27.50,25.71,25.21
127.338,27.53,25.71,25.24
127.841,27.53,25.71,25.24
128.344,27.53,25.74,25.24
