temps_s,T1_C,T2_C,T3_C
128.847,27.53,25.74,25.24
129.351,27.57,25.74,25.24
129.855,27.57,25.74,25.24
130.358,27.57,25.74,25.28
130.861,27.57,25.74,25.28
131.364,27.57,25.77,25.28
131.868,27.57,25.77,25.28
132.371,27.60,25.77,25.28
132.875,27.60,25.77,25.31
133.377,27.60,25.77,25.31
133.881,27.60,25.77,25.31
134.385,27.60,25.81,25.31
134.888,27.60,25.81,25.31
135.392,27.64,25.81,25.35
135.894,27.64,25.81,25.35
136.398,27.64,25.81,25.35
136.901,27.64,25.81,25.35
137.405,27.64,25.84,25.38
137.908,27.67,25.84,25.38
138.411,27.67,25.84,25.38
138.915,27.67,25.84,25.38
139.418,27.67,25.84,25.38
139.922,27.67,25.87,25.42
140.425,27.67,25.87,25.42
140.928,27.67,25.87,25.42
141.431,27.71,25.87,25.42
141.935,27.71,25.87,25.42
142.439,27.71,25.87,25.45
142.942,27.71,25.90,25.45
143.445,27.71,25.90,25.45
143.948,27.71,25.90,25.45
144.452,27.71,25.90,25.45
144.955,27.74,25.90,25.49
145.459,27.71,25.93,25.49
145.961,27.74,25.93,25.49
146.465,27.74,25.93,25.49
146.969,27.74,25.93,25.49
147.472,27.74,25.93,25.49
147.976,27.74,25.93,25.52
148.478,27.74,25.97,25.52
148.982,27.74,25.97,25.52
149.485,27.78,25.93,25.52
149.989,27.78,25.97,25.52
150.492,27.78,25.97,25.56
150.995,27.78,25.97,25.56
151.499,27.78,25.97,25.56
152.002,27.78,26.00,25.56
152.506,27.78,26.00,25.56
153.009,27.78,26.00,25.56
153.512,27.81,26.00,25.56
154.015,27.81,26.00,25.59
154.519,27.81,26.03,25.59
155.022,27.81,26.03,25.59
155.525,27.81,26.03,25.59
156.028,27.81,26.03,25.59
156.532,27.85,26.03,25.59
157.036,27.85,26.03,25.63
157.539,27.85,26.06,25.63
158.042,27.85,26.06,25.63
158.545,27.85,26.06,25.63
159.049,27.85,26.06,25.63
159.552,27.85,26.06,25.63
160.056,27.85,26.06,25.63
160.558,27.88,26.06,25.66
161.062,27.88,26.06,25.66
161.565,27.88,26.10,25.66
162.069,27.88,26.10,25.66
162.573,27.88,26.10,25.66
163.075,27.92,26.10,25.66
163.579,27.92,26.10,25.66
164.082,27.92,26.10,25.66
164.586,27.92,26.10,25.66
165.089,27.92,26.10,25.66
165.592,27.92,26.10,25.70
166.095,27.95,26.13,25.70
166.599,27.95,26.13,25.70
167.102,27.95,26.13,25.70
167.606,27.95,26.13,25.70
168.108,27.95,26.13,25.70
168.612,27.95,26.13,25.70
169.116,27.95,26.13,25.73
169.619,27.95,26.13,25.73
170.123,27.95,26.13,25.73
170.625,27.95,26.13,25.73
171.129,27.95,26.16,25.73
171.632,27.98,26.16,25.73
172.136,27.98,26.16,25.73
172.639,27.98,26.16,25.73
173.142,27.98,26.16,25.77
173.645,27.98,26.16,25.77
174.149,27.98,26.19,25.77
174.653,27.98,26.19,25.77
175.156,28.02,26.19,25.77
175.659,28.02,26.19,25.77
176.162,28.02,26.19,25.80
176.666,28.02,26.23,25.80
177.169,28.05,26.23,25.80
177.673,28.05,26.23,25.80
178.175,28.05,26.23,25.80
178.679,28.05,26.23,25.80
179.182,28.05,26.23,25.84
179.686,28.05,26.26,25.80
180.190,28.05,26.26,25.84
180.692,28.05,26.26,25.84
181.196,28.05,26.26,25.84
181.699,28.05,26.26,25.84
182.203,28.09,26.26,25.84
182.706,28.09,26.26,25.84
183.209,28.09,26.26,25.84
183.712,28.09,26.26,25.84
184.216,28.09,26.26,25.84
184.719,28.09,26.26,25.84
185.223,28.09,26.26,25.87
185.725,28.09,26.26,25.87
186.229,28.09,26.26,25.87
186.733,28.09,26.26,25.87
187.236,28.09,26.29,25.87
187.740,28.09,26.29,25.87
188.242,28.12,26.29,25.91
188.746,28.12,26.29,25.91
189.249,28.12,26.29,25.91
189.753,28.12,26.29,25.91
190.255,28.12,26.32,25.91
190.759,28.12,26.32,25.91
191.263,28.16,26.32,25.91
191.766,28.16,26.32,25.91
192.270,28.16,26.32,25.91
192.772,28.16,26.32,25.94
193.276,28.16,26.36,25.94
193.779,28.16,26.36,25.94
194.283,28.16,26.36,25.94
194.786,28.16,26.36,25.94
195.289,28.16,26.36,25.94
195.792,28.16,26.36,25.98
196.296,28.16,26.36,25.98
196.800,28.16,26.36,25.98
197.303,28.16,26.36,25.98
197.806,28.16,26.36,25.98
198.309,28.16,26.36,25.98
198.813,28.16,26.36,25.98
199.316,28.16,26.39,25.98
199.820,28.16,26.39,25.98
200.322,28.16,26.39,25.98
200.826,28.16,26.39,25.98
201.329,28.16,26.39,26.01
201.833,28.16,26.39,26.01
202.337,28.16,26.39,26.01
202.839,28.16,26.39,26.01
203.343,28.16,26.39,26.01
203.846,28.16,26.39,26.01
204.350,28.16,26.39,26.01
204.853,28.19,26.39,26.01
205.356,28.19,26.42,26.01
205.859,28.19,26.42,26.01
206.363,28.19,26.42,26.05
206.866,28.19,26.42,26.01
207.370,28.19,26.42,26.05
207.873,28.19,26.42,26.05
208.376,28.19,26.42,26.05
208.880,28.23,26.42,26.05
209.383,28.23,26.42,26.05
209.887,28.23,26.42,26.05
210.389,28.23,26.42,26.08
210.893,28.23,26.42,26.08
211.396,28.23,26.45,26.08
211.900,28.23,26.45,26.08
212.403,28.23,26.45,26.08
212.906,28.23,26.45,26.08
213.410,28.23,26.45,26.08
213.913,28.26,26.45,26.08
214.417,28.26,26.45,26.08
214.920,28.26,26.45,26.08
215.423,28.26,26.49,26.08
215.926,28.26,26.49,26.12
216.430,28.26,26.49,26.12
216.933,28.26,26.49,26.12
217.437,28.26,26.49,26.12
217.939,28.26,26.49,26.12
218.443,28.26,26.49,26.12
218.947,28.26,26.49,26.12
219.450,28.30,26.52,26.12
219.954,28.30,26.52,26.15
220.456,28.30,26.52,26.15
220.960,28.30,26.52,26.15
221.463,28.30,26.52,26.15
221.967,28.30,26.52,26.15
222.469,28.30,26.52,26.15
222.973,28.33,26.52,26.15
223.476,28.30,26.55,26.15
223.980,28.33,26.55,26.18
224.484,28.33,26.55,26.18
224.986,28.33,26.55,26.18
225.490,28.33,26.55,26.18
225.993,28.33,26.55,26.18
226.497,28.33,26.55,26.18
227.000,28.33,26.55,26.18
227.503,28.33,26.58,26.18
228.006,28.33,26.55,26.18
228.510,28.33,26.58,26.22
229.013,28.33,26.58,26.22
229.517,28.33,26.58,26.18
230.020,28.33,26.58,26.22
230.523,28.33,26.58,26.22
231.027,28.33,26.58,26.22
231.530,28.33,26.58,26.22
232.034,28.33,26.58,26.22
232.536,28.33,26.58,26.22
233.040,28.30,26.58,26.22
233.543,28.30,26.58,26.22
234.047,28.30,26.58,26.22
234.550,28.30,26.58,26.22
235.053,28.30,26.61,26.22
235.556,28.30,26.58,26.22
236.060,28.30,26.58,26.25
236.564,28.30,26.61,26.25
237.067,28.30,26.58,26.25
237.570,28.33,26.61,26.25
238.073,28.33,26.61,26.25
238.577,28.33,26.58,26.25
239.080,28.33,26.61,26.25
239.584,28.33,26.61,26.25
240.086,28.33,26.61,26.25
240.590,28.33,26.61,26.25
241.093,28.33,26.61,26.25
241.597,28.33,26.61,26.25
242.101,28.33,26.61,26.25
242.603,28.33,26.65,26.25
243.107,28.37,26.65,26.29
243.610,28.37,26.65,26.29
244.114,28.37,26.65,26.29
244.617,28.37,26.65,26.29
245.120,28.37,26.65,26.29
245.623,28.37,26.65,26.29
246.127,28.37,26.65,26.29
246.630,28.40,26.65,26.29
247.134,28.40,26.65,26.29
247.637,28.40,26.68,26.29
248.140,28.40,26.65,26.29
248.644,28.40,26.65,26.29
249.147,28.40,26.68,26.29
249.651,28.40,26.68,26.29
250.153,28.40,26.68,26.32
250.657,28.40,26.68,26.32
251.160,28.40,26.68,26.32
251.664,28.40,26.68,26.32
252.167,28.40,26.68,26.32
252.670,28.40,26.68,26.32
253.173,28.44,26.68,26.32
253.677,28.44,26.68,26.32
254.181,28.44,26.68,26.32
254.684,28.44,26.71,26.32
255.187,28.44,26.71,26.32
255.690,28.44,26.71,26.32
256.194,28.44,26.71,26.32
256.697,28.44,26.71,26.32
257.201,28.44,26.71,26.36
257.703,28.44,26.71,26.36
258.207,28.44,26.71,26.36
258.710,28.44,26.71,26.36
259.214,28.47,26.71,26.36
259.717,28.47,26.71,26.36
260.220,28.47,26.71,26.36
260.724,28.47,26.74,26.36
261.227,28.47,26.74,26.36
261.731,28.47,26.74,26.36
262.233,28.47,26.74,26.36
262.737,28.47,26.74,26.36
263.240,28.47,26.74,26.39
263.744,28.47,26.74,26.39
264.248,28.47,26.74,26.39
264.750,28.47,26.74,26.39
265.254,28.47,26.74,26.39
265.757,28.47,26.74,26.39
266.261,28.47,26.74,26.39
266.764,28.51,26.74,26.39
267.267,28.51,26.78,26.39
267.770,28.51,26.74,26.39
268.274,28.51,26.74,26.39
268.778,28.51,26.78,26.43
269.281,28.51,26.78,26.43
269.784,28.51,26.78,26.43
270.287,28.51,26.78,26.43
270.791,28.51,26.78,26.43
271.294,28.54,26.78,26.43
271.798,28.54,26.78,26.43
272.300,28.54,26.78,26.43
272.804,28.54,26.78,26.43
273.308,28.54,26.78,26.43
273.811,28.54,26.78,26.43
274.315,28.54,26.81,26.46
274.817,28.54,26.81,26.46
275.321,28.54,26.81,26.46
275.824,28.54,26.81,26.46
276.328,28.54,26.81,26.46
276.831,28.54,26.81,26.46
277.334,28.57,26.81,26.46
277.837,28.57,26.81,26.46
278.341,28.57,26.81,26.46
278.845,28.57,26.81,26.46
279.348,28.57,26.81,26.46
279.851,28.57,26.81,26.46
280.354,28.57,26.81,26.50
280.858,28.57,26.84,26.50
281.361,28.57,26.84,26.50
281.865,28.57,26.84,26.50
282.367,28.61,26.84,26.50
282.871,28.57,26.84,26.50
283.375,28.57,26.84,26.50
283.878,28.57,26.84,26.50
284.382,28.57,26.84,26.50
284.884,28.57,26.84,26.53
285.388,28.57,26.87,26.50
285.891,28.57,26.87,26.53
286.395,28.57,26.87,26.53
286.898,28.57,26.87,26.53
287.401,28.57,26.87,26.53
287.904,28.57,26.87,26.53
288.408,28.57,26.87,26.53
288.911,28.57,26.87,26.53
289.415,28.57,26.87,26.53
289.918,28.57,26.87,26.53
290.421,28.57,26.87,26.53
290.925,28.57,26.87,26.53
291.428,28.57,26.87,26.57
291.932,28.57,26.87,26.57
292.434,28.57,26.87,26.57
292.938,28.57,26.87,26.57
293.441,28.61,26.87,26.57
293.945,28.61,26.87,26.57
294.449,28.61,26.87,26.57
294.951,28.57,26.87,26.57
295.455,28.57,26.87,26.57
295.958,28.57,26.87,26.57
296.462,28.57,26.87,26.57
296.964,28.57,26.87,26.57
297.468,28.57,26.87,26.57
297.971,28.57,26.87,26.57
298.475,28.57,26.87,26.57
298.978,28.57,26.87,26.57
299.481,28.61,26.87,26.57
299.985,28.61,26.87,26.57
300.488,28.61,26.87,26.57
300.992,28.61,26.91,26.57
301.495,28.61,26.91,26.60
301.998,28.61,26.91,26.60
302.501,28.61,26.91,26.60
303.005,28.61,26.91,26.60
303.508,28.61,26.91,26.60
304.012,28.61,26.91,26.60
304.515,28.61,26.91,26.60
305.018,28.61,26.91,26.60
305.522,28.61,26.91,26.60
306.025,28.61,26.91,26.60
306.529,28.61,26.94,26.60
307.031,28.61,26.91,26.60
307.535,28.61,26.94,26.60
308.038,28.61,26.94,26.60
308.542,28.61,26.94,26.60
309.045,28.64,26.94,26.60
309.548,28.64,26.94,26.60
310.052,28.64,26.94,26.60
310.555,28.64,26.94,26.60
311.059,28.64,26.94,26.60
311.562,28.64,26.94,26.60
312.065,28.64,26.94,26.60
312.568,28.64,26.94,26.60
313.072,28.64,26.94,26.60
313.575,28.64,26.94,26.60
314.079,28.64,26.94,26.60
314.581,28.64,26.94,26.60
315.085,28.64,26.94,26.60
315.588,28.64,26.94,26.60
316.092,28.64,26.94,26.64
316.596,28.64,26.94,26.60
317.098,28.64,26.94,26.64
317.602,28.64,26.94,26.60
318.105,28.64,26.94,26.64
318.609,28.64,26.94,26.64
319.112,28.64,26.94,26.64
319.615,28.64,26.94,26.64
320.118,28.64,26.94,26.64
320.622,28.64,26.97,26.64
321.126,28.64,26.97,26.64
321.629,28.64,26.97,26.64
322.132,28.64,26.97,26.64
322.635,28.64,26.97,26.64
323.139,28.64,26.97,26.64
323.642,28.64,26.97,26.64
324.146,28.64,26.97,26.64
324.648,28.64,26.97,26.64
325.152,28.68,26.97,26.64
325.655,28.64,26.97,26.64
326.159,28.64,26.97,26.64
326.663,28.68,26.97,26.64
327.165,28.68,26.97,26.64
327.669,28.68,26.97,26.64
328.172,28.68,26.97,26.64
328.676,28.68,26.97,26.64
329.178,28.68,26.97,26.64
329.682,28.68,26.97,26.64
330.185,28.68,26.97,26.64
330.689,28.68,26.97,26.64
331.193,28.68,26.97,26.64
331.695,28.68,26.97,26.67
332.199,28.68,26.97,26.67
332.702,28.68,26.97,26.67
333.206,28.68,26.97,26.67
333.709,28.68,26.97,26.67
334.212,28.68,26.97,26.67
334.715,28.68,26.97,26.67
335.219,28.68,27.00,26.67
335.722,28.68,26.97,26.67
336.226,28.68,26.97,26.67
336.729,28.68,27.00,26.67
337.232,28.68,26.97,26.67
337.736,28.68,26.97,26.67
338.239,28.71,27.00,26.67
338.743,28.68,27.00,26.67
339.245,28.71,26.97,26.67
339.749,28.71,27.00,26.71
340.252,28.71,27.00,26.71
340.756,28.71,27.00,26.67
341.260,28.71,27.00,26.71
341.762,28.71,27.00,26.71
342.266,28.68,27.00,26.71
342.769,28.71,27.00,26.71
343.273,28.71,27.00,26.71
343.776,28.71,27.00,26.71
344.279,28.71,27.00,26.71
344.782,28.71,27.00,26.71
345.286,28.71,27.00,26.71
345.789,28.71,27.00,26.71
346.293,28.71,27.03,26.71
346.796,28.71,27.03,26.71
347.299,28.71,27.03,26.71
347.803,28.71,27.03,26.71
348.306,28.71,27.03,26.71
348.810,28.71,27.03,26.71
349.312,28.71,27.03,26.71
349.816,28.71,27.03,26.71
350.319,28.75,27.03,26.74
350.823,28.75,27.03,26.71
351.327,28.75,27.03,26.74
351.829,28.75,27.03,26.74
352.333,28.71,27.03,26.74
352.836,28.75,27.03,26.74
353.340,28.75,27.03,26.74
353.843,28.75,27.03,26.74
354.346,28.71,27.03,26.74
354.849,28.75,27.03,26.74
355.353,28.75,27.03,26.74
355.857,28.75,27.03,26.74
356.360,28.75,27.03,26.74
356.863,28.75,27.03,26.74
357.366,28.75,27.03,26.74
357.870,28.75,27.03,26.74
358.373,28.75,27.07,26.74
358.877,28.75,27.07,26.74
359.379,28.75,27.07,26.74
359.883,28.75,27.07,26.74
360.387,28.75,27.07,26.74
360.890,28.71,27.07,26.74
361.394,28.75,27.07,26.74
361.896,28.75,27.07,26.74
362.400,28.75,27.07,26.74
362.903,28.75,27.07,26.74
363.407,28.75,27.07,26.74
363.909,28.75,27.07,26.74
364.413,28.75,27.07,26.74
364.916,28.75,27.07,26.78
365.420,28.78,27.07,26.74
365.924,28.78,27.07,26.74
366.426,28.78,27.07,26.74
366.930,28.78,27.07,26.74
367.433,28.78,27.07,26.74
367.937,28.78,27.07,26.78
368.440,28.78,27.07,26.74
368.943,28.78,27.07,26.74
369.446,28.78,27.07,26.78
369.950,28.78,27.07,26.78
370.453,28.78,27.07,26.78
370.957,28.78,27.07,26.78
371.460,28.78,27.07,26.78
371.963,28.78,27.07,26.78
372.467,28.78,27.07,26.78
372.970,28.78,27.07,26.78
373.474,28.78,27.07,26.78
373.976,28.78,27.07,26.78
374.480,28.78,27.07,26.78
374.983,28.78,27.10,26.78
375.487,28.78,27.10,26.78
375.990,28.78,27.10,26.78
376.493,28.78,27.07,26.78
376.997,28.78,27.10,26.78
377.500,28.78,27.10,26.78
378.004,28.78,27.10,26.78
378.507,28.78,27.07,26.78
379.010,28.78,27.07,26.78
379.513,28.78,27.10,26.78
380.017,28.78,27.10,26.78
380.520,28.78,27.07,26.78
381.024,28.78,27.10,26.78
381.526,28.78,27.10,26.78
382.030,28.78,27.10,26.78
382.533,28.78,27.10,26.78
383.037,28.78,27.10,26.78
383.541,28.78,27.10,26.78
384.043,28.78,27.10,26.78
384.547,28.78,27.10,26.78
385.050,28.78,27.10,26.78
385.554,28.78,27.10,26.78
386.057,28.78,27.07,26.78
386.560,28.78,27.07,26.78
387.063,28.78,27.07,26.78
387.567,28.78,27.07,26.78
388.070,28.78,27.07,26.78
388.574,28.78,27.07,26.78
389.077,28.78,27.07,26.78
389.580,28.75,27.07,26.78
390.084,28.75,27.07,26.78
390.587,28.75,27.07,26.78
391.091,28.75,27.07,26.78
391.593,28.75,27.07,26.78
392.097,28.75,27.07,26.81
392.600,28.75,27.07,26.78
393.104,28.75,27.07,26.81
393.607,28.78,27.07,26.81
394.110,28.78,27.07,26.78
394.614,28.78,27.07,26.81
395.117,28.78,27.07,26.81
395.621,28.78,27.10,26.81
396.124,28.78,27.10,26.81
396.627,28.78,27.10,26.81
397.130,28.78,27.10,26.81
397.634,28.78,27.10,26.81
398.137,28.78,27.10,26.81
398.641,28.78,27.10,26.81
399.143,28.78,27.10,26.81
399.647,28.78,27.10,26.81
400.151,28.78,27.10,26.81
400.654,28.78,27.10,26.81
401.157,28.78,27.10,26.81
401.660,28.82,27.10,26.81
402.164,28.82,27.10,26.81
402.667,28.82,27.10,26.81
403.171,28.82,27.10,26.81
403.673,28.82,27.10,26.81
404.177,28.82,27.10,26.81
404.681,28.82,27.10,26.81
405.184,28.85,27.10,26.85
405.688,28.82,27.10,26.85
406.190,28.85,27.10,26.85
406.694,28.85,27.10,26.85
407.197,28.85,27.10,26.85
407.701,28.85,27.10,26.85
408.204,28.85,27.10,26.85
408.707,28.82,27.10,26.81
409.210,28.85,27.10,26.81
409.714,28.85,27.10,26.81
410.218,28.85,27.10,26.81
410.721,28.85,27.10,26.81
411.224,28.85,27.10,26.81
411.727,28.82,27.10,26.81
412.231,28.82,27.10,26.81
412.734,28.82,27.10,26.81
413.238,28.82,27.10,26.81
413.740,28.82,27.13,26.81
414.244,28.82,27.13,26.81
414.748,28.82,27.13,26.81
415.251,28.82,27.13,26.81
415.755,28.82,27.13,26.81
416.257,28.82,27.13,26.85
416.761,28.82,27.13,26.81
417.264,28.82,27.13,26.85
417.768,28.82,27.13,26.85
418.271,28.82,27.13,26.85
418.774,28.82,27.13,26.85
419.278,28.82,27.13,26.85
419.781,28.82,27.13,26.85
420.285,28.78,27.13,26.85
420.788,28.78,27.13,26.85
421.291,28.78,27.13,26.85
421.794,28.78,27.13,26.85
422.298,28.78,27.13,26.85
422.801,28.78,27.13,26.85
423.305,28.78,27.13,26.85
423.808,28.78,27.13,26.85
424.311,28.78,27.13,26.85
424.815,28.78,27.10,26.85
425.318,28.82,27.13,26.85
425.822,28.78,27.13,26.85
426.324,28.82,27.13,26.85
426.828,28.82,27.13,26.85
427.331,28.82,27.13,26.85
427.835,28.82,27.13,26.85
428.339,28.82,27.13,26.85
428.841,28.82,27.13,26.85
429.345,28.82,27.13,26.85
429.848,28.82,27.13,26.85
430.352,28.82,27.13,26.85
430.855,28.82,27.13,26.85
431.358,28.82,27.13,26.85
431.862,28.82,27.13,26.85
432.365,28.82,27.13,26.85
432.869,28.82,27.13,26.85
433.372,28.82,27.13,26.85
433.875,28.82,27.13,26.85
434.378,28.82,27.13,26.85
434.882,28.82,27.13,26.85
435.385,28.82,27.13,26.85
435.889,28.82,27.13,26.85
436.392,28.82,27.13,26.85
436.895,28.82,27.13,26.85
437.399,28.82,27.13,26.85
437.902,28.82,27.13,26.85
438.405,28.82,27.13,26.85
