temps_s,T1_C,T2_C,T3_C
81.032,21.69,23.62,24.47
81.534,21.69,23.59,24.47
82.038,21.66,23.59,24.43
82.541,21.66,23.55,24.43
83.045,21.62,23.55,24.40
83.548,21.62,23.55,24.40
84.051,21.62,23.52,24.40
84.554,21.58,23.52,24.36
85.058,21.58,23.49,24.36
85.561,21.55,23.49,24.33
86.065,21.55,23.45,24.29
86.567,21.55,23.45,24.29
87.071,21.51,23.42,24.29
87.574,21.51,23.42,24.26
88.078,21.51,23.39,24.26
88.580,21.48,23.39,24.22
89.084,21.48,23.35,24.22
89.587,21.44,23.35,24.19
90.091,21.44,23.35,24.19
90.594,21.44,23.32,24.15
91.097,21.40,23.32,24.15
91.600,21.40,23.29,24.15
92.104,21.40,23.29,24.12
92.607,21.37,23.26,24.12
93.111,21.37,23.26,24.08
93.613,21.37,23.26,24.08
94.117,21.33,23.22,24.05
94.620,21.33,23.22,24.05
95.124,21.33,23.19,24.05
95.627,21.33,23.19,24.01
96.130,21.30,23.19,24.01
96.633,21.30,23.16,23.98
97.137,21.26,23.16,23.98
97.640,21.26,23.12,23.94
98.144,21.26,23.12,23.94
98.646,21.26,23.12,23.94
99.150,21.22,23.09,23.90
99.653,21.22,23.09,23.90
100.157,21.22,23.06,23.87
100.660,21.19,23.06,23.87
101.163,21.19,23.06,23.87
101.666,21.19,23.02,23.83
102.170,21.15,23.02,23.83
102.673,21.15,23.02,23.80
103.177,21.15,22.99,23.80
103.679,21.15,22.99,23.76
104.183,21.12,22.99,23.76
104.686,21.12,22.96,23.76
105.190,21.12,22.96,23.73
105.694,21.08,22.93,23.73
106.196,21.08,22.93,23.69
106.700,21.08,22.93,23.69
107.203,21.04,22.89,23.66
107.707,21.04,22.89,23.66
108.210,21.04,22.86,23.66
108.713,21.01,22.86,23.62
109.216,21.01,22.86,23.62
109.720,21.01,22.83,23.59
110.223,20.97,22.83,23.59
110.727,20.97,22.79,23.59
111.229,20.97,22.79,23.55
111.733,20.97,22.79,23.55
112.237,20.94,22.76,23.52
112.740,20.94,22.76,23.52
113.244,20.94,22.76,23.52
113.746,20.90,22.73,23.48
114.250,20.90,22.73,23.48
114.753,20.90,22.69,23.45
115.257,20.90,22.69,23.45
115.759,20.86,22.69,23.45
116.263,20.86,22.66,23.41
116.766,20.83,22.66,23.41
117.270,20.83,22.66,23.37
117.773,20.83,22.63,23.37
118.276,20.79,22.63,23.37
118.780,20.79,22.63,23.34
119.283,20.79,22.59,23.34
119.787,20.79,22.59,23.34
120.290,20.76,22.59,23.30
120.793,20.76,22.56,23.30
121.296,20.76,22.56,23.27
121.800,20.76,22.53,23.27
122.303,20.72,22.53,23.27
122.807,20.72,22.53,23.27
123.309,20.68,22.53,23.23
123.813,20.68,22.50,23.23
124.316,20.68,22.50,23.20
124.820,20.68,22.46,23.20
125.324,20.65,22.46,23.16
125.826,20.65,22.46,23.16
126.330,20.65,22.46,23.16
126.833,20.61,22.43,23.13
127.337,20.61,22.43,23.13
127.840,20.61,22.43,23.13
128.343,20.61,22.40,23.09
128.846,20.61,22.40,23.09
129.350,20.58,22.40,23.09
129.853,20.58,22.36,23.06
130.357,20.58,22.36,23.06
130.859,20.54,22.36,23.06
131.363,20.54,22.33,23.02
131.867,20.54,22.33,23.02
132.370,20.54,22.33,23.02
132.874,20.50,22.33,22.98
133.376,20.50,22.30,22.98
133.880,20.50,22.30,22.98
134.383,20.50,22.30,22.95
134.887,20.47,22.26,22.95
135.390,20.47,22.26,22.95
135.893,20.47,22.26,22.95
136.396,20.47,22.26,22.91
136.900,20.43,22.23,22.91
137.403,20.43,22.23,22.91
137.907,20.43,22.20,22.88
138.409,20.43,22.20,22.88
138.913,20.39,22.20,22.88
139.417,20.39,22.16,22.84
139.920,20.39,22.16,22.84
140.424,20.39,22.16,22.81
140.926,20.39,22.16,22.81
141.430,20.36,22.13,22.81
141.933,20.36,22.13,22.81
142.437,20.36,22.13,22.77
142.940,20.36,22.13,22.77
143.443,20.32,22.10,22.77
143.946,20.32,22.10,22.74
144.450,20.32,22.10,22.74
144.953,20.32,22.06,22.74
145.457,20.29,22.06,22.74
145.960,20.29,22.06,22.70
146.463,20.29,22.03,22.70
146.967,20.29,22.03,22.70
147.470,20.25,22.03,22.66
147.973,20.25,22.03,22.66
148.476,20.25,22.00,22.66
148.980,20.25,22.00,22.66
149.483,20.25,22.00,22.63
149.987,20.21,21.96,22.63
150.489,20.21,21.96,22.63
150.993,20.21,21.96,22.59
151.496,20.18,21.96,22.59
152.000,20.18,21.93,22.59
152.503,20.18,21.93,22.59
153.006,20.18,21.93,22.56
153.509,20.18,21.93,22.56
154.013,20.14,21.93,22.56
154.517,20.14,21.90,22.52
155.020,20.14,21.90,22.52
155.523,20.14,21.90,22.52
156.026,20.14,21.86,22.49
156.530,20.10,21.86,22.49
157.033,20.10,21.86,22.49
157.537,20.10,21.83,22.49
158.039,20.10,21.83,22.45
158.543,20.10,21.83,22.45
159.046,20.10,21.83,22.45
159.550,20.07,21.80,22.45
160.053,20.07,21.80,22.42
160.556,20.07,21.80,22.42
161.059,20.07,21.80,22.42
161.563,20.03,21.80,22.42
162.066,20.03,21.76,22.42
162.570,20.03,21.76,22.38
163.072,20.03,21.76,22.38
163.576,20.03,21.76,22.38
164.079,20.03,21.73,22.34
164.583,19.99,21.73,22.34
165.086,19.99,21.73,22.34
165.589,19.99,21.73,22.31
166.093,19.99,21.73,22.31
166.596,19.99,21.70,22.31
167.100,19.99,21.70,22.31
167.603,19.96,21.70,22.31
168.106,19.96,21.70,22.27
168.609,19.96,21.66,22.27
169.113,19.96,21.66,22.27
169.616,19.96,21.66,22.27
170.120,19.96,21.66,22.24
170.622,19.92,21.66,22.24
171.126,19.96,21.63,22.24
171.629,19.92,21.63,22.24
172.133,19.92,21.63,22.20
172.636,19.92,21.63,22.20
173.139,19.89,21.60,22.20
173.642,19.89,21.60,22.20
174.146,19.89,21.60,22.20
174.649,19.89,21.60,22.17
175.153,19.89,21.56,22.17
175.655,19.89,21.60,22.17
176.159,19.85,21.56,22.17
176.663,19.85,21.56,22.13
177.166,19.85,21.56,22.13
177.669,19.85,21.56,22.13
178.172,19.85,21.53,22.13
178.676,19.81,21.53,22.13
179.179,19.81,21.53,22.09
179.683,19.81,21.53,22.09
180.185,19.81,21.53,22.09
180.689,19.81,21.50,22.09
181.192,19.78,21.50,22.09
181.696,19.78,21.50,22.06
182.199,19.78,21.50,22.06
182.702,19.78,21.46,22.06
183.205,19.78,21.50,22.06
183.709,19.78,21.46,22.02
184.212,19.74,21.46,22.02
184.716,19.74,21.46,22.02
185.219,19.74,21.43,22.02
185.722,19.74,21.46,22.02
186.226,19.74,21.43,21.99
186.729,19.74,21.43,21.99
187.233,19.74,21.43,21.99
187.735,19.70,21.40,21.99
188.239,19.70,21.40,21.99
188.742,19.70,21.40,21.95
189.246,19.70,21.40,21.95
189.749,19.70,21.40,21.95
190.252,19.67,21.40,21.95
190.755,19.67,21.40,21.92
191.259,19.67,21.40,21.92
191.762,19.67,21.36,21.92
192.266,19.67,21.33,21.92
192.768,19.63,21.33,21.92
193.272,19.67,21.33,21.92
193.776,19.63,21.33,21.88
194.279,19.63,21.33,21.88
194.783,19.63,21.33,21.88
195.285,19.63,21.29,21.88
195.789,19.63,21.29,21.88
196.292,19.63,21.29,21.84
196.796,19.63,21.29,21.84
197.299,19.59,21.29,21.84
197.802,19.59,21.29,21.84
198.305,19.59,21.26,21.84
198.809,19.59,21.26,21.81
199.312,19.56,21.26,21.81
199.816,19.56,21.26,21.81
200.318,19.56,21.26,21.81
200.822,19.56,21.23,21.81
201.325,19.56,21.23,21.77
201.829,19.56,21.23,21.77
202.333,19.52,21.23,21.77
202.835,19.52,21.23,21.77
203.339,19.52,21.23,21.77
203.842,19.52,21.19,21.74
204.346,19.52,21.19,21.74
204.849,19.52,21.19,21.74
205.352,19.52,21.19,21.74
205.855,19.48,21.19,21.74
206.359,19.48,21.16,21.70
206.862,19.48,21.16,21.70
207.365,19.48,21.16,21.70
207.868,19.48,21.16,21.70
208.372,19.48,21.16,21.70
208.875,19.45,21.16,21.70
209.379,19.45,21.16,21.70
209.881,19.45,21.13,21.66
210.385,19.45,21.13,21.66
210.889,19.45,21.13,21.66
211.392,19.45,21.13,21.66
211.896,19.45,21.13,21.63
212.398,19.45,21.09,21.63
212.902,19.41,21.09,21.63
213.405,19.41,21.09,21.63
213.909,19.45,21.09,21.63
214.412,19.41,21.09,21.63
214.915,19.41,21.06,21.63
215.418,19.41,21.06,21.59
215.922,19.41,21.06,21.59
216.425,19.41,21.06,21.59
216.929,19.41,21.06,21.59
217.431,19.37,21.06,21.56
217.935,19.41,21.03,21.56
218.438,19.37,21.03,21.56
218.942,19.37,21.03,21.56
219.445,19.37,21.03,21.56
219.948,19.37,21.03,21.56
220.452,19.37,21.03,21.52
220.955,19.37,20.99,21.52
221.459,19.37,20.99,21.52
221.962,19.37,20.99,21.52
222.465,19.34,20.99,21.52
222.968,19.34,20.99,21.49
223.472,19.34,20.99,21.49
223.975,19.34,20.99,21.49
224.479,19.34,20.96,21.49
224.981,19.34,20.96,21.49
225.485,19.34,20.96,21.49
225.988,19.34,20.96,21.45
226.492,19.30,20.96,21.45
226.995,19.30,20.96,21.45
227.498,19.30,20.93,21.45
228.001,19.30,20.93,21.45
228.505,19.26,20.93,21.45
229.009,19.30,20.93,21.45
229.512,19.30,20.93,21.45
230.015,19.30,20.93,21.41
230.518,19.26,20.93,21.41
231.022,19.26,20.93,21.41
231.525,19.26,20.93,21.41
232.029,19.26,20.93,21.41
232.531,19.26,20.89,21.41
233.035,19.23,20.89,21.41
233.538,19.23,20.89,21.38
234.042,19.23,20.89,21.38
234.545,19.23,20.89,21.38
235.048,19.23,20.89,21.38
235.551,19.23,20.89,21.38
236.055,19.23,20.86,21.38
236.558,19.19,20.86,21.34
237.061,19.23,20.86,21.34
237.565,19.19,20.86,21.34
238.068,19.19,20.86,21.34
238.572,19.19,20.86,21.34
239.075,19.15,20.86,21.34
239.578,19.19,20.82,21.34
240.081,19.19,20.82,21.34
240.585,19.19,20.82,21.31
241.088,19.19,20.82,21.31
241.592,19.19,20.82,21.31
242.094,19.15,20.82,21.31
242.598,19.15,20.82,21.31
243.101,19.15,20.82,21.31
243.605,19.15,20.79,21.27
244.108,19.15,20.79,21.27
244.611,19.15,20.79,21.27
245.114,19.15,20.79,21.27
245.618,19.15,20.79,21.27
246.122,19.15,20.79,21.27
246.625,19.15,20.79,21.27
247.128,19.15,20.76,21.23
247.631,19.15,20.76,21.23
248.135,19.12,20.76,21.23
248.638,19.12,20.76,21.23
249.142,19.12,20.76,21.23
249.644,19.12,20.76,21.23
250.148,19.12,20.76,21.23
250.651,19.08,20.76,21.23
251.155,19.12,20.76,21.20
251.658,19.12,20.72,21.20
252.161,19.12,20.72,21.20
252.664,19.08,20.72,21.20
253.168,19.08,20.72,21.20
253.672,19.08,20.72,21.20
254.175,19.08,20.72,21.20
254.678,19.08,20.72,21.20
255.181,19.08,20.72,21.20
255.685,19.08,20.69,21.20
256.188,19.04,20.72,21.16
256.692,19.04,20.69,21.16
257.194,19.04,20.69,21.16
257.698,19.04,20.69,21.16
258.201,19.04,20.69,21.16
258.705,19.04,20.69,21.16
259.208,19.04,20.69,21.16
259.711,19.04,20.66,21.16
260.214,19.04,20.66,21.13
260.718,19.04,20.66,21.13
261.221,19.01,20.66,21.13
261.725,19.04,20.66,21.13
262.228,19.01,20.66,21.13
262.731,19.01,20.66,21.13
263.235,19.01,20.66,21.13
263.738,19.01,20.66,21.13
264.242,19.01,20.66,21.09
264.744,19.01,20.66,21.13
265.248,19.01,20.66,21.09
265.751,19.01,20.62,21.09
266.255,19.01,20.62,21.09
266.757,19.01,20.62,21.09
267.261,19.01,20.62,21.09
267.764,19.01,20.62,21.09
268.268,19.01,20.62,21.09
268.771,19.01,20.62,21.05
269.274,19.01,20.62,21.05
269.777,18.97,20.59,21.05
270.281,18.97,20.59,21.05
270.784,18.97,20.59,21.05
271.288,18.97,20.59,21.05
271.791,18.97,20.59,21.05
272.294,18.97,20.59,21.05
272.798,18.97,20.59,21.05
273.301,18.97,20.59,21.02
273.805,18.97,20.59,21.05
274.307,18.97,20.59,21.05
274.811,18.97,20.59,21.02
275.314,18.93,20.55,21.02
275.818,18.93,20.55,21.02
276.321,18.97,20.55,21.02
276.824,18.93,20.55,21.02
277.327,18.93,20.55,21.02
277.831,18.93,20.55,20.98
278.334,18.93,20.55,20.98
278.838,18.93,20.55,21.02
279.340,18.93,20.52,20.98
279.844,18.93,20.55,20.98
280.347,18.93,20.52,20.98
280.851,18.90,20.52,20.98
281.355,18.90,20.52,20.98
281.857,18.90,20.52,20.98
282.361,18.90,20.52,20.98
282.864,18.90,20.52,20.98
283.368,18.90,20.52,20.98
283.871,18.90,20.52,20.98
284.374,18.90,20.49,20.98
284.877,18.90,20.49,20.98
285.381,18.90,20.49,20.98
285.884,18.90,20.49,20.98
286.388,18.86,20.49,20.98
286.890,18.90,20.49,20.98
287.394,18.86,20.49,20.98
287.897,18.86,20.49,20.95
288.401,18.86,20.49,20.95
288.904,18.86,20.49,20.95
289.407,18.86,20.49,20.95
289.910,18.86,20.45,20.95
290.414,18.86,20.45,20.91
290.917,18.86,20.45,20.91
291.421,18.86,20.49,20.91
291.924,18.86,20.45,20.91
292.427,18.86,20.45,20.91
292.931,18.86,20.45,20.91
293.434,18.86,20.45,20.91
293.938,18.82,20.45,20.91
294.440,18.82,20.45,20.91
294.944,18.82,20.45,20.87
295.447,18.82,20.45,20.87
295.951,18.82,20.42,20.87
296.453,18.82,20.42,20.87
296.957,18.82,20.42,20.87
297.460,18.82,20.42,20.84
297.964,18.82,20.42,20.87
298.467,18.82,20.42,20.87
298.970,18.79,20.42,20.84
299.473,18.79,20.42,20.84
299.977,18.79,20.42,20.84
300.480,18.79,20.39,20.84
300.984,18.79,20.42,20.84
301.486,18.79,20.39,20.84
301.990,18.79,20.39,20.84
302.494,18.79,20.39,20.84
302.997,18.79,20.39,20.84
303.501,18.75,20.39,20.80
304.003,18.79,20.39,20.84
304.507,18.79,20.39,20.80
305.010,18.75,20.39,20.80
305.514,18.75,20.39,20.80
306.017,18.79,20.39,20.80
306.520,18.75,20.39,20.80
307.023,18.75,20.39,20.80
307.527,18.75,20.35,20.80
308.030,18.75,20.35,20.80
308.534,18.71,20.39,20.80
309.036,18.75,20.35,20.80
309.540,18.75,20.35,20.80
310.043,18.75,20.35,20.80
310.547,18.71,20.35,20.80
311.050,18.71,20.35,20.80
311.553,18.71,20.35,20.76
312.056,18.71,20.35,20.76
312.560,18.71,20.35,20.76
313.063,18.71,20.35,20.76
313.567,18.71,20.35,20.76
314.069,18.71,20.35,20.76
314.573,18.71,20.32,20.76
315.076,18.71,20.32,20.76
315.580,18.71,20.32,20.73
316.084,18.71,20.32,20.76
316.586,18.68,20.32,20.73
317.090,18.68,20.32,20.73
317.593,18.71,20.32,20.73
318.097,18.71,20.28,20.73
318.600,18.68,20.28,20.73
319.103,18.68,20.28,20.73
319.606,18.68,20.28,20.73
320.110,18.68,20.28,20.73
320.613,18.68,20.28,20.73
321.117,18.68,20.28,20.73
321.619,18.68,20.28,20.69
322.123,18.68,20.28,20.69
322.626,18.68,20.28,20.69
323.130,18.68,20.28,20.69
323.633,18.68,20.28,20.69
324.136,18.68,20.28,20.69
324.639,18.68,20.28,20.69
325.143,18.68,20.28,20.69
325.647,18.68,20.25,20.69
326.149,18.68,20.25,20.69
326.653,18.68,20.25,20.69
327.156,18.64,20.25,20.69
327.660,18.68,20.25,20.66
328.163,18.64,20.25,20.69
328.666,18.64,20.25,20.69
329.169,18.64,20.25,20.66
329.673,18.64,20.25,20.66
330.176,18.64,20.25,20.66
330.680,18.64,20.25,20.66
331.182,18.64,20.25,20.66
331.686,18.64,20.25,20.66
332.189,18.64,20.25,20.66
332.693,18.64,20.25,20.66
333.196,18.64,20.22,20.66
333.699,18.64,20.22,20.66
334.202,18.64,20.22,20.66
334.706,18.64,20.22,20.66
335.210,18.60,20.22,20.62
335.713,18.64,20.22,20.62
336.216,18.60,20.22,20.62
336.719,18.60,20.22,20.62
337.223,18.60,20.22,20.62
337.726,18.60,20.22,20.62
338.230,18.60,20.22,20.62
338.732,18.60,20.18,20.62
339.236,18.60,20.18,20.62
339.739,18.60,20.18,20.62
340.243,18.60,20.18,20.62
340.746,18.60,20.18,20.58
341.249,18.60,20.18,20.58
341.752,18.60,20.18,20.58
342.256,18.60,20.18,20.58
342.759,18.60,20.18,20.58
343.263,18.60,20.18,20.58
343.765,18.60,20.18,20.58
344.269,18.60,20.18,20.58
344.772,18.60,20.18,20.58
345.276,18.60,20.18,20.58
345.779,18.57,20.18,20.58
346.282,18.57,20.18,20.58
346.786,18.60,20.15,20.58
347.289,18.57,20.18,20.58
347.793,18.60,20.15,20.55
348.296,18.57,20.15,20.55
348.799,18.57,20.18,20.58
349.302,18.57,20.15,20.55
349.806,18.57,20.15,20.55
350.309,18.57,20.15,20.55
350.813,18.57,20.15,20.55
351.315,18.57,20.15,20.55
351.819,18.57,20.15,20.55
352.322,18.57,20.15,20.55
352.826,18.57,20.15,20.55
353.329,18.57,20.15,20.55
353.832,18.57,20.15,20.55
354.335,18.57,20.15,20.55
354.839,18.57,20.15,20.55
355.342,18.57,20.15,20.55
355.845,18.53,20.11,20.55
356.349,18.53,20.15,20.55
356.852,18.53,20.15,20.55
357.356,18.53,20.15,20.55
357.859,18.57,20.15,20.51
358.362,18.57,20.15,20.51
358.865,18.53,20.15,20.51
359.369,18.53,20.11,20.51
359.872,18.53,20.11,20.51
360.376,18.53,20.11,20.51
360.878,18.53,20.11,20.51
361.382,18.53,20.11,20.51
361.885,18.53,20.11,20.51
362.389,18.53,20.11,20.51
362.892,18.53,20.11,20.51
363.395,18.53,20.11,20.51
363.898,18.53,20.11,20.51
364.402,18.49,20.11,20.51
364.905,18.53,20.08,20.48
365.409,18.49,20.11,20.48
365.911,18.49,20.08,20.48
366.415,18.49,20.08,20.48
366.919,18.49,20.08,20.48
367.422,18.49,20.08,20.48
367.926,18.49,20.08,20.48
368.428,18.49,20.08,20.48
368.932,18.49,20.08,20.48
369.435,18.49,20.08,20.48
369.939,18.49,20.08,20.48
370.442,18.49,20.08,20.48
370.945,18.49,20.08,20.48
371.448,18.49,20.08,20.48
371.952,18.49,20.08,20.48
372.455,18.49,20.08,20.48
372.959,18.49,20.08,20.48
373.461,18.49,20.08,20.44
373.965,18.46,20.08,20.44
374.468,18.49,20.08,20.44
374.972,18.46,20.08,20.44
375.475,18.46,20.08,20.44
375.978,18.46,20.05,20.44
376.481,18.46,20.08,20.44
376.985,18.46,20.05,20.44
377.488,18.46,20.05,20.44
377.992,18.46,20.05,20.44
378.494,18.46,20.05,20.44
378.998,18.46,20.05,20.44
379.502,18.46,20.05,20.44
380.005,18.46,20.05,20.44
380.509,18.42,20.05,20.44
381.011,18.42,20.05,20.44
381.515,18.46,20.05,20.44
382.018,18.46,20.05,20.44
382.522,18.46,20.05,20.40
383.025,18.42,20.05,20.44
383.528,18.46,20.01,20.40
384.031,18.42,20.01,20.40
384.535,18.46,20.01,20.40
385.038,18.42,20.01,20.40
385.541,18.46,20.01,20.40
386.044,18.46,20.01,20.40
386.548,18.46,20.01,20.40
387.051,18.46,20.01,20.40
387.555,18.46,20.01,20.40
388.057,18.46,20.01,20.40
388.561,18.46,20.01,20.40
389.064,18.46,20.01,20.40
389.568,18.46,20.01,20.40
390.071,18.42,20.01,20.40
390.574,18.42,20.01,20.40
391.077,18.42,20.01,20.37
391.581,18.46,20.01,20.37
392.084,18.46,20.01,20.37
392.588,18.42,19.98,20.37
393.091,18.42,19.98,20.37
393.594,18.42,19.98,20.37
394.098,18.42,19.98,20.37
394.601,18.42,19.98,20.37
395.105,18.42,19.98,20.37
395.607,18.42,19.98,20.37
396.111,18.42,19.98,20.37
396.614,18.42,19.98,20.37
397.118,18.42,19.98,20.37
397.621,18.42,19.98,20.37
398.124,18.42,19.98,20.37
398.627,18.42,19.98,20.37
399.131,18.42,19.98,20.37
399.634,18.42,19.98,20.33
400.138,18.38,19.98,20.37
400.640,18.42,19.98,20.33
401.144,18.42,19.98,20.33
401.647,18.42,19.98,20.33
402.151,18.42,19.98,20.33
402.655,18.42,19.94,20.33
403.157,18.42,19.94,20.33
403.661,18.38,19.94,20.33
404.164,18.42,19.94,20.33
404.668,18.42,19.94,20.33
405.171,18.42,19.94,20.33
405.674,18.38,19.94,20.33
406.177,18.38,19.94,20.33
406.681,18.38,19.94,20.33
407.184,18.38,19.94,20.33
407.688,18.38,19.94,20.33
408.190,18.38,19.94,20.33
408.694,18.38,19.94,20.33
409.197,18.38,19.94,20.33
409.701,18.38,19.94,20.33
410.204,18.38,19.94,20.33
410.707,18.38,19.94,20.33
411.210,18.38,19.94,20.33
411.714,18.38,19.94,20.33
412.217,18.38,19.94,20.33
412.721,18.38,19.91,20.29
413.223,18.38,19.94,20.33
413.727,18.38,19.94,20.29
414.231,18.38,19.91,20.33
414.734,18.34,19.94,20.29
415.237,18.34,19.91,20.29
415.740,18.34,19.91,20.29
416.244,18.34,19.91,20.29
416.747,18.34,19.94,20.29
417.251,18.34,19.91,20.29
417.753,18.34,19.91,20.29
418.257,18.34,19.94,20.29
418.760,18.34,19.91,20.29
419.264,18.34,19.91,20.29
419.767,18.34,19.91,20.29
420.270,18.34,19.91,20.29
420.773,18.34,19.91,20.29
421.277,18.34,19.91,20.29
421.780,18.34,19.91,20.29
422.284,18.34,19.91,20.29
422.786,18.38,19.91,20.29
423.290,18.34,19.91,20.29
423.793,18.38,19.91,20.29
424.297,18.34,19.91,20.29
424.801,18.34,19.91,20.29
425.303,18.34,19.91,20.29
425.807,18.34,19.91,20.29
426.310,18.34,19.91,20.29
426.814,18.34,19.91,20.26
427.317,18.34,19.91,20.26
427.820,18.34,19.91,20.26
428.323,18.34,19.91,20.26
428.827,18.34,19.91,20.26
429.330,18.34,19.91,20.26
429.834,18.34,19.91,20.26
430.336,18.31,19.91,20.26
430.840,18.31,19.91,20.26
431.343,18.31,19.91,20.26
431.847,18.31,19.91,20.26
432.350,18.31,19.88,20.26
432.853,18.31,19.91,20.26
433.356,18.31,19.91,20.26
433.860,18.31,19.91,20.26
434.364,18.31,19.88,20.26
434.867,18.31,19.88,20.26
435.370,18.31,19.88,20.26
435.873,18.31,19.88,20.26
436.377,18.31,19.88,20.26
436.880,18.31,19.88,20.26
437.384,18.31,19.88,20.26
437.886,18.31,19.88,20.26
438.390,18.31,19.88,20.26
