Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),R1,R,R3
19.72923994064331,20.0,0.0,26.51,25.48,25.59,,25.59,10.0,9127.74,9787.23,9757.54
20.244282960891724,20.0,0.0,26.55,25.48,25.59,,25.59,10.0,9108.84,9787.23,9757.54
20.744020462036133,20.0,0.0,26.55,25.48,25.56,,25.56,10.0,9108.84,9787.23,9771.7
21.23995351791382,20.0,0.0,26.6,25.51,25.56,,25.56,10.0,9089.98,9773.04,9771.7
21.7393217086792,20.0,0.0,26.6,25.51,25.56,,25.56,10.0,9089.98,9773.04,9771.7
22.240036725997925,20.0,0.0,26.64,25.51,25.56,,25.56,10.0,9071.17,9773.04,9771.7
22.736530303955078,20.0,0.0,26.64,25.51,25.56,,25.56,10.0,9071.17,9773.04,9771.7
23.25427532196045,20.0,0.0,26.68,25.55,25.56,,25.56,10.0,9052.4,9758.87,9771.7
23.75374150276184,20.0,0.0,26.68,25.55,25.52,,25.52,10.0,9052.4,9758.87,9771.7
24.252739906311035,20.0,0.0,26.73,25.55,25.52,,25.52,10.0,9033.69,9758.87,9785.89
24.754303455352783,20.0,0.0,26.73,25.55,25.52,,25.52,10.0,9033.69,9758.87,9785.89
25.251024961471558,20.0,0.0,26.73,25.55,25.52,,25.52,10.0,9033.69,9758.87,9785.89
25.74833059310913,20.0,0.0,26.77,25.58,25.52,,25.52,10.0,9015.02,9744.73,9785.89
26.245861291885376,20.0,0.0,26.77,25.58,25.52,,25.52,10.0,9015.02,9744.73,9785.89
26.7481210231781,20.0,0.0,26.77,25.58,25.52,,25.52,10.0,9015.02,9744.73,9785.89
27.26318383216858,20.0,0.0,26.82,25.58,25.52,,25.52,10.0,8996.41,9744.73,9785.89
27.763758897781372,20.0,0.0,26.82,25.58,25.52,,25.52,10.0,8996.41,9744.73,9785.89
28.263360261917114,20.0,0.0,26.86,25.61,25.49,,25.49,10.0,8977.83,9730.61,9800.11
28.761460781097412,20.0,0.0,26.86,25.61,25.49,,25.49,10.0,8977.83,9730.61,9800.11
29.2594313621521,20.0,0.0,26.91,25.61,25.49,,25.49,10.0,8959.31,9730.61,9800.11
29.759347200393677,20.0,0.0,26.91,25.61,25.49,,25.49,10.0,8959.31,9730.61,9800.11
30.2580406665802,20.0,0.0,26.91,25.61,25.49,,25.49,10.0,8959.31,9716.52,9800.11
30.769487142562866,20.0,0.0,26.95,25.64,25.49,,25.49,10.0,8940.83,9716.52,9800.11
31.272008895874023,20.0,0.0,26.95,25.64,25.49,,25.49,10.0,8940.83,9716.52,9800.11
31.769065856933594,20.0,0.0,27.0,25.64,25.49,,25.49,10.0,8922.4,9716.52,9800.11
32.26878833770752,20.0,0.0,27.0,25.68,25.49,,25.49,10.0,8922.4,9702.46,9800.11
32.765488624572754,20.0,0.0,27.0,25.68,25.49,,25.49,10.0,8922.4,9702.46,9800.11
33.265170097351074,20.0,0.0,27.04,25.68,25.49,,25.49,10.0,8904.02,9702.46,9800.11
33.76839804649353,20.0,0.0,27.04,25.68,25.49,,25.49,10.0,8904.02,9702.46,9800.11
34.28308439254761,20.0,0.0,27.04,25.71,25.52,,25.52,10.0,8904.02,9688.42,9800.11
34.78313112258911,20.0,0.0,27.09,25.71,25.52,,25.52,10.0,8885.68,9688.42,9785.89
35.28356647491455,20.0,0.0,27.09,25.71,25.52,,25.52,10.0,8885.68,9688.42,9785.89
35.78332448005676,20.0,0.0,27.09,25.74,25.52,,25.52,10.0,8885.68,9688.42,9785.89
36.28060269355774,20.0,0.0,27.13,25.74,25.52,,25.52,10.0,8867.39,9674.41,9785.89
36.77898645401001,20.0,0.0,27.13,25.74,25.52,,25.52,10.0,8867.39,9674.41,9785.89
37.279101610183716,20.0,0.0,27.13,25.74,25.52,,25.52,10.0,8867.39,9674.41,9785.89
37.77789831161499,20.0,0.0,27.18,25.74,25.52,,25.52,10.0,8867.39,9674.41,9785.89
38.29168701171875,20.0,0.0,27.18,25.77,25.52,,25.52,10.0,8849.15,9660.42,9785.89
38.79095268249512,20.0,0.0,27.18,25.77,25.52,,25.52,10.0,8849.15,9660.42,9785.89
39.29128384590149,20.0,0.0,27.18,25.77,25.52,,25.52,10.0,8849.15,9660.42,9785.89
39.791176080703735,20.0,0.0,27.22,25.77,25.52,,25.52,10.0,8830.95,9660.42,9785.89
40.28904366493225,20.0,0.0,27.22,25.81,25.52,,25.52,10.0,8830.95,9646.46,9785.89
40.78697490692139,20.0,0.0,27.22,25.81,25.56,,25.56,10.0,8830.95,9646.46,9785.89
41.29994463920593,20.0,0.0,27.22,25.81,25.52,,25.52,10.0,8830.95,9646.46,9771.7
41.79763150215149,20.0,0.0,27.27,25.81,25.56,,25.56,10.0,8812.79,9646.46,9771.7
42.29833674430847,20.0,0.0,27.27,25.84,25.56,,25.56,10.0,8812.79,9632.52,9771.7
42.797282218933105,20.0,0.0,27.27,25.84,25.56,,25.56,10.0,8812.79,9632.52,9771.7
43.29680895805359,20.0,0.0,27.27,25.84,25.56,,25.56,10.0,8812.79,9632.52,9771.7
43.80839538574219,20.0,0.0,27.27,25.84,25.56,,25.56,10.0,8794.69,9632.52,9771.7
44.30887484550476,20.0,0.0,27.31,25.87,25.56,,25.56,10.0,8794.69,9632.52,9771.7
44.80811524391174,20.0,0.0,27.31,25.87,25.56,,25.56,10.0,8794.69,9618.61,9771.7
45.307085275650024,20.0,0.0,27.31,25.87,25.56,,25.56,10.0,8794.69,9618.61,9771.7
45.80367136001587,20.0,0.0,27.31,25.87,25.56,,25.56,10.0,8794.69,9618.61,9771.7
46.30094790458679,20.0,0.0,27.36,25.87,25.56,,25.56,10.0,8794.69,9618.61,9771.7
46.816163063049316,20.0,0.0,27.36,25.87,25.59,,25.59,10.0,8776.62,9604.73,9757.54
47.316375732421875,20.0,0.0,27.36,25.9,25.59,,25.59,10.0,8776.62,9604.73,9757.54
47.81624126434326,20.0,0.0,27.36,25.9,25.59,,25.59,10.0,8776.62,9604.73,9757.54
48.31679558753967,20.0,0.0,27.36,25.9,25.59,,25.59,10.0,8776.62,9604.73,9757.54
48.815757513046265,20.0,0.0,27.36,25.9,25.59,,25.59,10.0,8758.61,9604.73,9757.54
49.31784009933472,20.0,0.0,27.4,25.93,25.59,,25.59,10.0,8758.61,9590.87,9757.54
49.81805920600891,20.0,0.0,27.4,25.93,25.59,,25.59,10.0,8758.61,9590.87,9757.54
50.332369804382324,20.0,0.0,27.4,25.93,25.59,,25.59,10.0,8758.61,9590.87,9757.54
50.81802821159363,20.0,0.0,27.4,25.93,25.59,,25.59,10.0,8758.61,9590.87,9757.54
51.316466093063354,20.0,0.0,27.45,25.93,25.59,,25.59,10.0,8740.63,9590.87,9757.54
51.82874584197998,20.0,0.0,27.45,25.97,25.63,,25.63,10.0,8740.63,9577.04,9743.4
52.328855752944946,20.0,0.0,27.45,25.97,25.63,,25.63,10.0,8740.63,9577.04,9743.4
52.82684683799744,20.0,0.0,27.45,25.97,25.63,,25.63,10.0,8740.63,9577.04,9743.4
53.328372955322266,20.0,0.0,27.45,25.97,25.63,,25.63,10.0,8740.63,9577.04,9743.4
53.829944372177124,20.0,0.0,27.49,25.97,25.63,,25.63,10.0,8722.71,9563.23,9743.4
54.32500982284546,20.0,0.0,27.49,26.0,25.63,,25.63,10.0,8722.71,9563.23,9743.4
54.824723958969116,20.0,0.0,27.49,26.0,25.63,,25.63,10.0,8722.71,9563.23,9743.4
55.32581067085266,20.0,0.0,27.49,26.0,25.66,,25.66,10.0,8722.71,9563.23,9729.29
55.83088421821594,20.0,0.0,27.49,26.0,25.66,,25.66,10.0,8722.71,9563.23,9729.29
56.327677488327026,20.0,0.0,27.49,26.0,25.66,,25.66,10.0,8704.83,9563.23,9729.29
56.831273317337036,20.0,0.0,27.53,26.03,25.66,,25.66,10.0,8704.83,9549.44,9729.29
57.346314430236816,20.0,0.0,27.53,26.03,25.66,,25.66,10.0,8704.83,9549.44,9729.29
57.84470558166504,20.0,0.0,27.53,26.03,25.66,,25.66,10.0,8704.83,9549.44,9729.29
58.34542918205261,20.0,0.0,27.53,26.03,25.7,,25.7,10.0,8704.83,9549.44,9729.29
58.84469699859619,20.0,0.0,27.53,26.03,25.7,,25.7,10.0,8704.83,9549.44,9715.2
59.34174823760986,20.0,0.0,27.53,26.06,25.7,,25.7,10.0,8704.83,9535.68,9715.2
59.839393615722656,20.0,0.0,27.53,26.06,25.7,,25.7,10.0,8686.99,9535.68,9715.2
60.33942413330078,20.0,0.0,27.58,26.06,25.7,,25.7,10.0,8686.99,9535.68,9715.2
60.853479623794556,20.0,0.0,27.58,26.06,25.7,,25.7,10.0,8686.99,9535.68,9715.2
61.35193681716919,20.0,0.0,27.58,26.06,25.7,,25.7,10.0,8686.99,9535.68,9715.2
61.8496618270874,20.0,0.0,27.58,26.06,25.7,,25.7,10.0,8686.99,9535.68,9715.2
62.35113286972046,20.0,0.0,27.58,26.1,25.7,,25.7,10.0,8686.99,9521.95,9701.14
62.84709119796753,20.0,0.0,27.58,26.1,25.73,,25.73,10.0,8686.99,9521.95,9701.14
63.36049556732178,20.0,0.0,27.58,26.1,25.73,,25.73,10.0,8686.99,9521.95,9701.14
63.86106991767883,20.0,0.0,27.62,26.1,25.73,,25.73,10.0,8669.2,9521.95,9701.14
64.35858488082886,20.0,0.0,27.62,26.1,25.73,,25.73,10.0,8669.2,9521.95,9701.14
64.86008381843567,20.0,0.0,27.62,26.13,25.73,,25.73,10.0,8669.2,9508.24,9701.14
65.36095666885376,20.0,0.0,27.62,26.13,25.73,,25.73,10.0,8669.2,9508.24,9701.14
65.86004495620728,20.0,0.0,27.62,26.13,25.73,,25.73,10.0,8669.2,9508.24,9701.14
66.35884094238281,20.0,0.0,27.62,26.13,25.77,,25.77,10.0,8669.2,9508.24,9687.1
66.85752964019775,20.0,0.0,27.62,26.13,25.77,,25.77,10.0,8669.2,9508.24,9687.1
67.37086582183838,20.0,0.0,27.62,26.13,25.77,,25.77,10.0,8669.2,9508.24,9687.1
67.86922574043274,20.0,0.0,27.67,26.16,25.77,,25.77,10.0,8651.45,9494.56,9687.1
68.36934685707092,20.0,0.0,27.67,26.16,25.77,,25.77,10.0,8651.45,9494.56,9687.1
68.86769652366638,20.0,0.0,27.67,26.16,25.77,,25.77,10.0,8651.45,9494.56,9687.1
69.36704444885254,20.0,0.0,27.67,26.16,25.8,,25.8,10.0,8651.45,9494.56,9673.09
69.86512303352356,20.0,0.0,27.67,26.16,25.8,,25.8,10.0,8651.45,9494.56,9673.09
70.3672263622284,20.0,0.0,27.67,26.16,25.8,,25.8,10.0,8651.45,9494.56,9673.09
70.86532044410706,20.0,0.0,27.67,26.19,25.8,,25.8,10.0,8651.45,9480.9,9673.09
71.3795735836029,20.0,0.0,27.67,26.19,25.8,,25.8,10.0,8633.74,9480.9,9673.09
71.88153314590454,20.0,0.0,27.71,26.19,25.84,,25.84,10.0,8633.74,9480.9,9659.11
72.38129901885986,20.0,0.0,27.71,26.19,25.84,,25.84,10.0,8633.74,9480.9,9659.11
72.87866282463074,20.0,0.0,27.71,26.19,25.84,,25.84,10.0,8633.74,9480.9,9659.11
73.3787477016449,20.0,0.0,27.71,26.19,25.84,,25.84,10.0,8633.74,9480.9,9659.11
73.87945795059204,20.0,0.0,27.71,26.23,25.84,,25.84,10.0,8633.74,9467.26,9659.11
74.37781167030334,20.0,0.0,27.71,26.23,25.84,,25.84,10.0,8633.74,9467.26,9659.11
74.87923789024353,20.0,0.0,27.71,26.23,25.84,,25.84,10.0,8633.74,9467.26,9659.11
75.3766119480133,20.0,0.0,27.71,26.23,25.87,,25.87,10.0,8633.74,9467.26,9659.11
75.8939425945282,20.0,0.0,27.71,26.23,25.87,,25.87,10.0,8633.74,9467.26,9645.15
76.39163374900818,20.0,0.0,27.71,26.23,25.87,,25.87,10.0,8633.74,9467.26,9645.15
76.89148569107056,20.0,0.0,27.71,26.26,25.87,,25.87,10.0,8633.74,9453.65,9645.15
77.39099311828613,20.0,0.0,27.71,26.26,25.87,,25.87,10.0,8633.74,9453.65,9645.15
77.89289426803589,20.0,0.0,27.71,26.26,25.87,,25.87,10.0,8633.74,9453.65,9645.15
78.3894464969635,20.0,0.0,27.76,26.26,25.87,,25.87,10.0,8616.08,9453.65,9645.15
78.890145778656,20.0,0.0,27.76,26.26,25.91,,25.91,10.0,8616.08,9453.65,9631.21
79.39000105857849,20.0,0.0,27.76,26.26,25.91,,25.91,10.0,8616.08,9453.65,9631.21
79.8889708518982,20.0,0.0,27.76,26.26,25.91,,25.91,10.0,8616.08,9453.65,9631.21
80.40568089485168,20.0,0.0,27.76,26.26,25.91,,25.91,10.0,8616.08,9453.65,9631.21
80.9031195640564,20.0,0.0,27.76,26.29,25.91,,25.91,10.0,8616.08,9453.65,9631.21
81.4018611907959,20.0,0.0,27.76,26.29,25.94,,25.94,10.0,8616.08,9440.07,9617.31
81.90132164955139,20.0,0.0,27.76,26.29,25.94,,25.94,10.0,8616.08,9440.07,9617.31
82.40191316604614,20.0,0.0,27.76,26.29,25.94,,25.94,10.0,8616.08,9440.07,9617.31
82.89935111999512,20.0,0.0,27.76,26.29,25.94,,25.94,10.0,8616.08,9440.07,9617.31
83.41292381286621,20.0,0.0,27.76,26.29,25.94,,25.94,10.0,8616.08,9440.07,9617.31
83.91181874275208,20.0,0.0,27.8,26.32,25.94,,25.94,10.0,8598.47,9426.51,9617.31
84.40998268127441,20.0,0.0,27.8,26.32,25.94,,25.94,10.0,8598.47,9426.51,9617.31
84.90812087059021,20.0,0.0,27.8,26.32,25.98,,25.98,10.0,8598.47,9426.51,9603.42
85.4073235988617,20.0,0.0,27.8,26.32,25.98,,25.98,10.0,8598.47,9426.51,9603.42
85.90531349182129,20.0,0.0,27.8,26.32,25.98,,25.98,10.0,8598.47,9426.51,9603.42
86.41778016090393,20.0,0.0,27.8,26.32,25.98,,25.98,10.0,8598.47,9412.97,9603.42
86.91424465179443,20.0,0.0,27.8,26.36,25.98,,25.98,10.0,8598.47,9412.97,9603.42
87.41488194465637,20.0,0.0,27.85,26.36,25.98,,25.98,10.0,8598.47,9412.97,9603.42
87.91507601737976,20.0,0.0,27.85,26.36,25.98,,25.98,10.0,8580.89,9412.97,9603.42
88.41209363937378,20.0,0.0,27.85,26.36,26.01,,26.01,10.0,8580.89,9412.97,9589.57
88.91143846511841,20.0,0.0,27.85,26.36,26.01,,26.01,10.0,8580.89,9412.97,9589.57
89.42793774604797,20.0,0.0,27.85,26.36,26.01,,26.01,10.0,8580.89,9412.97,9589.57
89.92751717567444,20.0,0.0,27.85,26.39,26.01,,26.01,10.0,8580.89,9399.46,9589.57
90.42729425430298,20.0,0.0,27.85,26.39,26.01,,26.01,10.0,8580.89,9399.46,9589.57
90.92651772499084,20.0,0.0,27.85,26.39,26.01,,26.01,10.0,8580.89,9399.46,9589.57
91.4271867275238,20.0,0.0,27.85,26.39,26.01,,26.01,10.0,8580.89,9399.46,9589.57
91.92879796028137,20.0,0.0,27.89,26.39,26.01,,26.01,10.0,8563.36,9399.46,9589.57
92.42889904975891,20.0,0.0,27.89,26.39,26.01,,26.01,10.0,8563.36,9399.46,9589.57
92.92534923553467,20.0,0.0,27.89,26.39,26.05,,26.05,10.0,8563.36,9399.46,9589.57
93.44010949134827,20.0,0.0,27.89,26.39,26.05,,26.05,10.0,8563.36,9399.46,9575.74
93.94167065620422,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9575.74
94.43859696388245,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9575.74
94.93519353866577,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9575.74
95.43373489379883,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9575.74
95.93274235725403,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9575.74
96.43446278572083,20.0,0.0,27.89,26.42,26.05,,26.05,10.0,8563.36,9385.97,9561.93
96.93896436691284,20.0,0.0,27.89,26.42,26.08,,26.08,10.0,8563.36,9385.97,9561.93
97.43607640266418,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8563.36,9372.51,9561.93
97.94954133033752,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8545.88,9372.51,9561.93
98.45108270645142,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8545.88,9372.51,9561.93
98.94906282424927,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8545.88,9372.51,9561.93
99.44927883148193,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8545.88,9372.51,9561.93
99.94601082801819,20.0,0.0,27.94,26.45,26.08,,26.08,10.0,8545.88,9372.51,9561.93
100.44335842132568,20.0,0.0,27.94,26.45,26.12,,26.12,10.0,8545.88,9372.51,9561.93
100.95851993560791,20.0,0.0,27.94,26.45,26.12,,26.12,10.0,8545.88,9372.51,9548.15
101.45851826667786,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9548.15
101.95796418190002,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9548.15
102.45666217803955,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9548.15
102.95532369613647,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9548.15
103.4534821510315,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9548.15
103.96753311157227,20.0,0.0,27.94,26.49,26.12,,26.12,10.0,8545.88,9359.07,9534.39
104.46683073043823,20.0,0.0,27.94,26.49,26.15,,26.15,10.0,8528.43,9359.07,9534.39
104.96380233764648,20.0,0.0,27.94,26.49,26.15,,26.15,10.0,8528.43,9359.07,9534.39
105.46444416046143,20.0,0.0,27.98,26.52,26.15,,26.15,10.0,8528.43,9345.66,9534.39
105.96146297454834,20.0,0.0,27.98,26.52,26.15,,26.15,10.0,8528.43,9345.66,9534.39
106.46198558807373,20.0,0.0,27.98,26.52,26.15,,26.15,10.0,8528.43,9345.66,9534.39
106.97682595252991,20.0,0.0,27.98,26.52,26.15,,26.15,10.0,8528.43,9345.66,9534.39
107.47711324691772,20.0,0.0,27.98,26.52,26.15,,26.15,10.0,8528.43,9345.66,9534.39
107.9756531715393,20.0,0.0,27.98,26.52,26.18,,26.18,10.0,8528.43,9345.66,9520.66
108.47214198112488,20.0,0.0,27.98,26.52,26.18,,26.18,10.0,8528.43,9345.66,9520.66
108.97248220443726,20.0,0.0,27.98,26.52,26.18,,26.18,10.0,8511.03,9345.66,9520.66
109.47053337097168,20.0,0.0,27.98,26.52,26.18,,26.18,10.0,8528.43,9332.26,9520.66
109.97041392326355,20.0,0.0,27.98,26.55,26.18,,26.18,10.0,8511.03,9332.26,9520.66
110.46903800964355,20.0,0.0,27.98,26.55,26.18,,26.18,10.0,8511.03,9332.26,9520.66
110.98350071907043,20.0,0.0,27.98,26.55,26.18,,26.18,10.0,8511.03,9332.26,9506.95
111.48060965538025,20.0,0.0,28.03,26.55,26.22,,26.22,10.0,8511.03,9332.26,9506.95
111.97951650619507,20.0,0.0,28.03,26.55,26.22,,26.22,10.0,8528.43,9332.26,9506.95
112.47767949104309,20.0,0.0,28.03,26.58,26.22,,26.22,10.0,8511.03,9332.26,9506.95
112.97822570800781,20.0,0.0,28.03,26.58,26.22,,26.22,10.0,8511.03,9318.9,9506.95
113.49076247215271,20.0,0.0,28.03,26.58,26.22,,26.22,10.0,8511.03,9318.9,9506.95
113.98845529556274,20.0,0.0,28.03,26.58,26.22,,26.22,10.0,8511.03,9318.9,9506.95
114.4887158870697,20.0,0.0,28.03,26.58,26.22,,26.22,10.0,8511.03,9318.9,9506.95
114.99047756195068,20.0,0.0,28.03,26.58,26.25,,26.25,10.0,8511.03,9318.9,9493.27
115.48847484588623,20.0,0.0,28.03,26.58,26.25,,26.25,10.0,8511.03,9318.9,9493.27
115.98682379722595,20.0,0.0,28.03,26.58,26.25,,26.25,10.0,8511.03,9318.9,9493.27
116.48672986030579,20.0,0.0,28.03,26.58,26.25,,26.25,10.0,8511.03,9318.9,9493.27
117.00126934051514,20.0,0.0,28.03,26.58,26.25,,26.25,10.0,8511.03,9318.9,9493.27
117.49935531616211,20.0,0.0,28.03,26.61,26.25,,26.25,10.0,8511.03,9305.55,9493.27
118.00227856636047,20.0,0.0,28.03,26.61,26.25,,26.25,10.0,8511.03,9305.55,9493.27
118.50206065177917,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
118.99977731704712,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
119.4995174407959,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
120.01004242897034,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
120.50865697860718,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
121.0086874961853,20.0,0.0,28.07,26.61,26.29,,26.29,10.0,8493.67,9305.55,9479.62
121.50658631324768,20.0,0.0,28.07,26.65,26.29,,26.29,10.0,8493.67,9292.23,9479.62
122.00725245475769,20.0,0.0,28.07,26.65,26.29,,26.29,10.0,8493.67,9292.23,9479.62
122.50853729248047,20.0,0.0,28.07,26.65,26.29,,26.29,10.0,8493.67,9292.23,9479.62
123.02951335906982,20.0,0.0,28.07,26.65,26.29,,26.29,10.0,8493.67,9292.23,9479.62
123.51107597351074,20.0,0.0,28.07,26.65,26.32,,26.32,10.0,8493.67,9292.23,9465.98
124.00845885276794,20.0,0.0,28.07,26.65,26.32,,26.32,10.0,8493.67,9292.23,9465.98
124.52125215530396,20.0,0.0,28.07,26.65,26.32,,26.32,10.0,8493.67,9292.23,9465.98
125.0186619758606,20.0,0.0,28.07,26.65,26.32,,26.32,10.0,8493.67,9292.23,9465.98
125.51720952987671,20.0,0.0,28.12,26.68,26.32,,26.32,10.0,8476.36,9278.94,9465.98
126.01576805114746,20.0,0.0,28.07,26.68,26.32,,26.32,10.0,8476.36,9278.94,9465.98
126.5139627456665,20.0,0.0,28.07,26.68,26.32,,26.32,10.0,8476.36,9278.94,9465.98
127.01450681686401,20.0,0.0,28.12,26.68,26.32,,26.32,10.0,8493.67,9278.94,9452.38
127.52949666976929,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
128.0289487838745,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
128.52828741073608,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
129.02630066871643,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
129.52444052696228,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
130.02541399002075,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9278.94,9452.38
130.53943991661072,20.0,0.0,28.12,26.68,26.36,,26.36,10.0,8476.36,9265.66,9452.38
131.03905868530273,20.0,0.0,28.12,26.71,26.36,,26.36,10.0,8476.36,9265.66,9452.38
131.54040718078613,20.0,0.0,28.12,26.71,26.39,,26.39,10.0,8476.36,9265.66,9438.79
132.03780102729797,20.0,0.0,28.12,26.71,26.39,,26.39,10.0,8476.36,9265.66,9438.79
132.5362033843994,20.0,0.0,28.12,26.71,26.39,,26.39,10.0,8476.36,9265.66,9438.79
133.03636932373047,20.0,0.0,28.12,26.71,26.39,,26.39,10.0,8476.36,9265.66,9438.79
