Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM),Voltage T1 (V),Voltage T2 (V),Voltage T3 (V)
1.3135004043579102,30,0.0,22.75,22.99,23.06,,23.06,10.0,1.62,1.49,1.53
1.6747820377349854,30,0.0,22.75,22.99,23.06,,23.06,10.0,1.62,1.49,1.53
2.052738904953003,30,0.0,22.75,23.02,23.06,,23.06,10.0,1.62,1.49,1.53
2.5310518741607666,30,0.0,22.79,23.02,23.06,,23.06,10.0,1.62,1.49,1.53
3.033367872238159,30,0.0,22.84,23.02,23.06,,23.06,10.0,1.63,1.49,1.53
3.535715103149414,30,0.0,22.88,22.99,23.09,,23.09,10.0,1.63,1.49,1.53
4.034108877182007,30,0.0,22.93,23.02,23.06,,23.06,10.0,1.64,1.49,1.53
4.546038627624512,30,0.0,23.02,23.02,23.06,,23.06,10.0,1.65,1.49,1.53
5.047811269760132,30,0.0,23.06,23.02,23.06,,23.06,10.0,1.65,1.49,1.53
5.544743776321411,30,0.0,23.15,23.02,23.06,,23.06,10.0,1.66,1.49,1.53
6.043041229248047,30,0.0,23.19,23.02,23.06,,23.06,10.0,1.67,1.49,1.53
6.553103923797607,30,0.0,23.28,23.02,23.06,,23.06,10.0,1.68,1.49,1.54
7.052789211273193,30,0.0,23.37,23.02,23.06,,23.06,10.0,1.69,1.49,1.54
7.551290512084961,30,0.0,23.42,23.02,23.06,,23.06,10.0,1.69,1.49,1.53
8.05026125907898,30,0.0,23.51,23.06,23.06,,23.06,10.0,1.7,1.49,1.53
8.549670457839966,30,0.0,23.55,23.06,23.06,,23.06,10.0,1.71,1.5,1.54
9.04690670967102,30,0.0,23.6,23.06,23.09,,23.09,10.0,1.71,1.5,1.54
9.547498226165771,30,0.0,23.69,23.06,23.06,,23.06,10.0,1.72,1.5,1.53
10.06390380859375,30,0.0,23.73,23.06,23.09,,23.09,10.0,1.73,1.5,1.54
10.562930345535278,30,0.0,23.78,23.09,23.09,,23.09,10.0,1.73,1.5,1.54
11.060678482055664,30,0.0,23.82,23.09,23.09,,23.09,10.0,1.74,1.5,1.54
11.55825424194336,30,0.0,23.87,23.09,23.09,,23.09,10.0,1.74,1.5,1.54
12.057353019714355,30,0.0,23.91,23.09,23.09,,23.09,10.0,1.74,1.51,1.54
12.56205153465271,30,0.0,24.0,23.12,23.09,,23.09,10.0,1.75,1.51,1.54
13.057802438735962,30,0.0,24.04,23.12,23.09,,23.09,10.0,1.75,1.51,1.54
13.55918002128601,30,0.0,24.04,23.12,23.09,,23.09,10.0,1.76,1.51,1.54
14.071207523345947,30,0.0,24.09,23.16,23.09,,23.09,10.0,1.76,1.51,1.54
14.569698810577393,30,0.0,24.13,23.16,23.09,,23.09,10.0,1.77,1.51,1.54
15.069890975952148,30,0.0,24.18,23.19,23.09,,23.09,10.0,1.77,1.51,1.54
15.569698333740234,30,0.0,24.22,23.19,23.09,,23.09,10.0,1.78,1.52,1.54
